Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),Wildfire_Probability,AcresBurned,County,Latitude,Longitude,Stn Id,Precip (in),precip30 (in),precip60 (in),precip90 (in),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),
Butte,8/29/2017,39.57701,-121.30209,2017-08-29T13:16:00Z,,4016,Butte,39.608639,-121.82443,12,0,0,0,0.76,97.5,64.1,80.3,89,34,55,
Butte,8/29/2017,39.8255,-121.7127,2017-08-29T14:36:00Z,,28,Butte,39.608639,-121.82443,12,0,0,0,0.76,97.5,64.1,80.3,89,34,55,
Tehama,8/29/2017,40.29118,-122.42606,2017-08-29T15:15:00Z,,29,Tehama,40.040006,-122.154539,222,0,0,0,0.53,99.1,66.3,82.6,71,27,42,
Modoc,8/29/2017,41.4844,-120.36659,2017-08-29T15:39:00Z,,28,Modoc,41.438214,-120.48031,90,0.06,0.18,0.81,1.68,95.5,40.6,68.5,85,15,41,
Riverside,8/30/2017,33.71025,-117.31924,2017-08-30T18:00:00Z,,26,Riverside,33.76,-117.2,240,0,0.07,0.07,0.07,104.4,67.5,86.6,50,14,27,
Riverside,8/30/2017,33.79925,-117.11659,2017-08-30T15:38:00Z,,28,Riverside,33.76,-117.2,240,0,0.07,0.07,0.07,104.4,67.5,86.6,50,14,27,
Riverside,8/30/2017,33.82165,-116.96079,2017-08-30T11:38:00Z,,27,Riverside,33.664747,-116.955121,239,0,0.02,0.02,0.02,107.8,71.9,90.1,43,12,22,
Yuba,8/30/2017,39.03168,-121.40947,2017-08-30T14:50:00Z,,26,Yuba,39.252561,-121.31567,84,0,0,0,0.74,97.8,63.2,81.1,72,24,40,
Modoc,8/30/2017,41.64469,-120.31814,2017-08-30T16:51:00Z,,27,Modoc,41.438214,-120.48031,90,0,0.18,0.81,1.68,90.4,45.8,67.6,94,11,39,
Del Norte,8/30/2017,41.93323,-124.19629,2017-08-30T08:30:00Z,,28,Siskiyou,41.577778,-122.838125,225,0,0.19,0.19,0.67,83.6,46,63.1,91,21,53,Keep?
San Diego,8/31/2017,33.18716,-116.50897,2017-08-31T10:13:00Z,,25,San Diego,33.268447,-116.36505,207,0,0,0,0,111.2,82.5,98.5,38,12,21,
Los Angeles,8/31/2017,34.52055,-118.62882,2017-08-31T16:32:00Z,,30,Los Angeles,34.426361,-118.51758,204,0.13,0.14,0.16,0.16,107.5,75.6,90.5,56,16,,
San Luis Obispo,8/31/2017,35.76343,-121.04445,2017-08-31T13:57:00Z,,25,San Luis Obispo,35.472556,-120.64814,163,0,0.07,0.11,0.18,103.7,56,78.5,76,14,34,
San Diego,9/1/2017,32.59252,-116.61609,2017-09-01T11:21:00Z,,25,San Diego,32.628208,-116.93928,147,0,0.04,0.06,0.17,98.9,67.9,81.2,88,23,53,
Riverside,9/1/2017,33.94788,-116.59719,2017-09-01T13:26:00Z,,26,Riverside,33.748586,-116.2529,200,0,0,0,0,113,79.6,95.3,69,14,39,
Los Angeles,9/1/2017,34.29931,-118.37539,2017-09-01T04:20:00Z,,25,Los Angeles,34.256111,-118.38278,216,0,0.06,0.13,0.13,109.2,72.8,89,70,17,38,
Madera,9/1/2017,37.02081,-119.95136,2017-09-01T14:37:00Z,,25,Madera,37.02,-120.15,188,0,0,0,0,104.6,62.9,82.2,85,20,48,
Shasta,9/2/2017,40.71923,-122.02525,2017-09-02T13:33:00Z,,25,Shasta,40.63,-122.31,224,0,0,0,0.5,111.3,60.6,84.1,62,11,29,
San Diego,9/3/2017,32.679,-116.29296,2017-09-03T16:59:00Z,,25,San Diego,32.628208,-116.93928,147,0.01,0.05,0.07,0.18,88.4,70,79.9,89,49,65,
San Diego,9/3/2017,32.7789,-116.8516,2017-09-03T16:23:00Z,,25,San Diego,32.628208,-116.93928,147,0.01,0.05,0.07,0.18,88.4,70,79.9,89,49,65,
Riverside,9/3/2017,33.50488,-117.02132,2017-09-03T19:17:00Z,,23,Riverside,33.55281,-117.043302,237,0,0.09,0.46,0.48,94,65.9,81.2,89,32,52,
San Luis Obispo,9/3/2017,35.41112,-120.00353,2017-09-03T13:06:00Z,,21,San Luis Obispo,35.472556,-120.64814,163,0,0.08,0.12,0.17,97.8,,83.7,73,26,42,
Alameda,9/3/2017,37.77982,-122.169,2017-09-03T13:10:00Z,,22,Alameda,37.598758,-122.05323,171,,0,0,0,,,,,,,
Calaveras,9/3/2017,38.20176,-120.67848,2017-09-03T09:23:00Z,,22,Amador,38.508333,-120.79972,227,0,0.52,0.67,0.79,102,69.4,85.2,39,14,26,Keep?
Lake,9/3/2017,39.01748,-122.49327,2017-09-03T20:32:00Z,,21,Colusa,39.210667,-122.168889,250,0,0.02,0.02,0.27,99.7,67.4,81.7,80,29,59,Keep?
San Benito,9/5/2017,36.35578,-120.99552,2017-09-05T14:55:00Z,,21,San Benito,36.854833,-121.36275,126,0,0,0,0.18,91.2,,75.2,89,47,,
Napa,9/5/2017,38.68347,-122.2654,2017-09-05T18:38:00Z,,22,Napa,38.428475,-122.41021,77,0,0,0,0,89.6,63.8,75.5,89,45,68,
Sonoma,9/7/2017,38.51937,-123.24713,2017-09-07T15:00:00Z,,20,Sonoma,38.52665,-122.813758,103,0.02,0.02,0.65,1.22,71,60.3,65.6,95,77,87,
Butte,9/10/2017,39.364,-121.4143,2017-09-10T13:49:00Z,,21,Butte,39.386632,-121.835278,244,0,0.01,0.01,0.01,110.2,69.1,86.8,97,30,,
San Bernardino,9/11/2017,34.139,-117.199,2017-09-11T19:41:00Z,,20,San Bernardino,34.112042,-117.1857,251,0,2.15,5.06,6.33,,78.4,,65,29,,
Tulare,9/11/2017,36.10858,-118.81979,2017-09-11T15:11:00Z,,21,Tulare,36.082056,-119.09342,169,0,0,0,0,102.8,66.1,82.7,83,24,50,
Humboldt,9/11/2017,40.88516,-123.96844,2017-09-11T10:00:00Z,,20,Siskiyou,41.577778,-122.838125,225,0,0.22,0.39,0.39,95.2,48,67.9,97,26,58,Keep?
Riverside,9/12/2017,33.52584,-116.85226,2017-09-12T17:42:00Z,,20,Riverside,33.55281,-117.043302,237,0,0.09,0.41,0.48,85.3,60.3,72.3,86,43,60,
Riverside,9/12/2017,33.88994,-116.91023,2017-09-12T17:24:00Z,,19,Riverside,33.9,-117.17,238,0,0,0.01,0.01,107.9,68.7,84.4,72,30,54,
Contra Costa,9/12/2017,37.86549,-122.2102,2017-09-12T06:58:00Z,,20,Contra Costa,37.837614,-122.14074,178,0.05,2.33,6.47,12.25,83.5,60.2,68.8,92,46,73,
Mendocino,9/12/2017,39.13207,-123.10227,2017-09-12T12:45:00Z,,20,Mendocino,38.982581,-123.08928,106,0,0.03,0.78,1.9,65.3,63.5,64.4,88,39,87,
Tehama,9/12/2017,40.20077,-122.24731,2017-09-12T14:36:00Z,,20,Tehama,40.040006,-122.154539,222,0,0.24,0.24,0.24,96.7,69,80.9,84,33,56,
Tuolumne,9/12/2017,37.65986,-120.31157,2017-09-12T16:08:00Z,,20,Merced,37.314139,-120.3867,148,0,0.12,0.12,0.12,94.1,63.6,78.2,95,29,,Keep?
Monterey,9/17/2017,35.77082,-120.92482,2017-09-17T15:18:00Z,,20,Monterey,36.121083,-121.08457,113,0,0,0,0,81.3,50.3,62,95,28,68,
Kings,9/18/2017,35.983,-119.91508,2017-09-18T16:04:00Z,,20,Kings,36.157972,-119.85143,15,0,0,0,0,89.7,53.3,72.5,65,23,43,
Alameda,9/19/2017,37.63358,-121.49925,2017-09-19T14:05:00Z,,155,Alameda,37.663969,-121.88503,191,0.01,0.43,0.89,1.2,75.7,51.2,63.5,89,34,59,
Tuolumne,9/19/2017,37.896778,-120.504134,2017-09-19T00:22:00Z,,39,Stanislaus,37.727194,-120.85086,194,0,0,0,0,78.6,49.7,63.9,90,27,54,Keep?
Nevada,9/19/2017,39.06414,-121.13737,2017-09-19T13:02:00Z,,19,Placer,38.887603,-121.10291,195,0,0,0,0,74.9,50.6,63.1,86,27,50,Keep?
Humboldt,9/19/2017,40.39799,-123.57562,2017-09-19T19:47:00Z,,19,Shasta,40.63,-122.31,224,0,0.52,0.52,0.52,74.9,43.1,61.6,76,29,47,Keep?
Riverside,9/20/2017,33.797216,-117.124538,2017-09-20T13:41:00Z,,19,Riverside,33.76,-117.2,240,0,0.19,0.26,0.26,75.6,61.2,66.6,84,48,68,
Sonoma,9/20/2017,38.26294,-122.71998,2017-09-20T14:53:00Z,,18,Sonoma,38.266428,-122.61646,144,0.02,0.96,1.97,3.28,67.1,46,57.3,97,63,79,
Siskiyou,9/20/2017,40.703775,-122.645079,2017-09-20T21:07:00Z,,19,Siskiyou,41.577778,-122.838125,225,0,0.25,0.44,0.44,62.6,39.9,52.1,88,44,68,
Kern,9/23/2017,35.71704,-118.30601,2017-09-23T15:40:00Z,,19,Kern,35.205583,-118.77841,125,0,0.3,0.3,0.3,76.7,50.4,64.1,76,26,45,
Stanislaus,9/23/2017,37.81827,-120.65764,2017-09-23T11:05:00Z,,19,Stanislaus,37.727194,-120.85086,194,0,0,0,0,78.5,44.1,61.3,86,18,44,
Orange,9/25/2017,33.8668,-117.68598,2017-09-25T13:03:00Z,,2662,Orange,33.68845,-117.72118,75,0,0,0,0,87.3,48.6,69.4,93,19,35,
Butte,9/25/2017,39.53944,-121.54722,2017-09-25T11:03:00Z,,18,Butte,39.608639,-121.82443,12,0,0.06,0.06,0.06,86.6,48.2,65.6,82,19,48,
Monterey,9/26/2017,36.1727,-120.86682,2017-09-26T12:22:00Z,,18,Monterey,36.121083,-121.08457,113,0,0,0,0,90.6,45.6,67,73,16,40,
Fresno,9/26/2017,36.61332,-120.7109,2017-09-26T15:20:00Z,,18,Fresno,36.851222,-120.59092,7,0.03,0.54,0.77,1.03,87,50.6,69.1,50,18,32,
Shasta,9/26/2017,40.92602,-121.5935,2017-09-26T16:45:00Z,,17,Shasta,41.063767,-121.45602,43,0,0.02,0.57,0.57,76.7,33.6,56.8,87,28,52,
Mariposa,9/26/2017,37.41231,-119.87465,2017-09-26T15:30:00Z,,17,Merced,37.314139,-120.3867,148,0,0.18,0.18,0.18,88.8,43.3,65.1,92,17,45,Keep?
Shasta,9/27/2017,40.69259,-122.17384,2017-09-27T14:00:00Z,,17,Shasta,40.63,-122.31,224,0,0.52,0.52,0.52,91,52.3,70.6,58,13,29,
San Luis Obispo,9/28/2017,35.556667,-120.474,2017-09-28T14:46:00Z,,17,San Luis Obispo,35.472556,-120.64814,163,0,0.08,0.15,0.19,92.6,43.6,66,81,12,39,
Riverside,9/29/2017,33.88466,-116.99229,2017-09-29T18:01:00Z,,17,Riverside,33.9,-117.17,238,0,0,0.01,0.01,,63.5,82.7,41,9,25,
Monterey,9/29/2017,36.2771,-120.94328,2017-09-29T14:42:00Z,,17,Monterey,36.121083,-121.08457,113,0,0,0,0,89,46.3,64.1,89,19,51,
Fresno,9/29/2017,36.96642,-119.58292,2017-09-29T15:58:00Z,,16,Fresno,36.820833,-119.74231,80,0,0.23,0.23,0.23,90.3,53.3,72.9,80,15,34,
Kern,10/2/2017,35.188,-119.2877,2017-10-02T09:37:00Z,,16,Kern,35.532556,-119.28179,5,0,0.24,0.24,0.24,76.9,44.6,59.5,90,21,47,
Tehama,10/3/2017,39.87983,-122.5415,2017-10-03T16:22:00Z,,15,Tehama,40.040006,-122.154539,222,0,0.24,0.24,0.24,77.3,45.6,66.8,63,18,28,
Nevada,10/3/2017,39.16826,-120.95498,2017-10-03T11:44:00Z,,15,Yuba,39.252561,-121.31567,84,0,0.15,0.15,0.15,79.1,54.8,66.4,40,19,28,Keep?
San Bernardino,10/6/2017,34.04412,-116.55326,2017-10-06T14:38:00Z,,16,San Bernardino,34.138147,-116.21319,233,0,0.92,1.22,1.91,85.7,44.6,66.8,30,8,15,
Monterey,10/7/2017,35.947,-120.87492,2017-10-07T20:00:00Z,,15,Monterey,36.121083,-121.08457,113,0,0,0,0,93,42.9,64,79,11,36,
Riverside,10/8/2017,33.56777,-116.08003,2017-10-08T12:15:00Z,,15,Riverside,33.595694,-116.15811,218,0,0,0,0,92.9,52.6,74.7,68,13,34,
Riverside,10/8/2017,33.97155,-117.44148,2017-10-08T23:48:00Z,,14,Riverside,33.964942,-117.33698,44,0,0.06,0.18,0.48,84.5,54.4,68.3,93,19,49,
Napa,10/8/2017,38.39206,-122.24367,2017-10-08T21:45:00Z,,51624,Napa,38.428475,-122.41021,77,0,0.01,0.01,0.01,84,41.2,66.5,94,9,28,
Solano,10/8/2017,38.39206,-122.24367,2017-10-08T23:59:00Z,,51624,Solano,38.501258,-121.97853,139,0,0,0,0,77.3,51.3,68.3,55,10,19,
Napa,10/8/2017,38.4041,-122.5209,2017-10-08T23:36:00Z,,56556,Napa,38.428475,-122.41021,77,0,0.01,0.01,0.01,84,41.2,66.5,94,9,28,
Sonoma,10/8/2017,38.4041,-122.5209,2017-10-08T21:45:00Z,,56556,Sonoma,38.419439,-122.65872,158,0,0.6,1.28,2.03,86.2,45.2,66.8,88,8,31,
Napa,10/8/2017,38.60895,-122.62879,2017-10-08T22:00:00Z,,36807,Napa,38.428475,-122.41021,77,0,0.01,0.01,0.01,84,41.2,66.5,94,9,28,
Sonoma,10/8/2017,38.60895,-122.62879,2017-10-08T22:00:00Z,,36807,Sonoma,38.52665,-122.813758,103,0,0.06,0.08,0.69,88.4,49.5,69.8,69,7,26,
Sonoma,10/8/2017,38.76549,-122.90939,2017-10-08T21:52:00Z,,17357,Sonoma,38.52665,-122.813758,103,0,0.06,0.08,0.69,88.4,49.5,69.8,69,7,26,
Yuba,10/8/2017,39.32198,-121.4021,2017-10-08T21:52:00Z,,9989,Yuba,39.252561,-121.31567,84,0,0,0.15,0.15,85.2,55.4,69.1,53,14,29,
Butte,10/8/2017,39.39455,-121.40613,2017-10-08T21:45:00Z,,6151,Butte,39.386632,-121.835278,244,0,0,0.01,0.01,83.2,52.6,69.6,76,17,34,
Butte,10/8/2017,39.62496,-121.52966,2017-10-08T23:03:00Z,,8417,Butte,39.608639,-121.82443,12,0,0,0.06,0.06,79.7,51.4,66.6,83,12,28,
Modoc,10/8/2017,41.45589,-120.56933,2017-10-08T16:40:00Z,,15,Modoc,41.438214,-120.48031,90,0,0.16,0.28,1.01,55.1,22.5,39.3,92,24,51,
Calaveras,10/8/2017,38.19906,-120.83484,2017-10-08T04:53:00Z,,15,Amador,38.508333,-120.79972,227,0,0.01,0.52,0.68,75.9,46,62.1,52,11,31,Keep?
Orange,10/9/2017,33.87041,-117.70975,2017-10-09T09:51:00Z,,9217,Orange,33.68845,-117.72118,75,0,0,0,0,88.4,55.6,69.7,99,8,51,
San Bernardino,10/9/2017,34.304722,-117.3125,2017-10-09T01:30:00Z,,13,San Bernardino,34.255942,-117.21814,192,0,0,0,0,59.6,29.6,47.9,66,15,29,
Santa Barbara,10/9/2017,34.605358,-120.414875,2017-10-09T01:00:00Z,,14,Santa Barbara,34.672222,-120.51306,231,0,0,0,0,77.2,41.3,57.5,93,50,83,
Stanislaus,10/9/2017,37.89532,-120.84748,2017-10-09T14:00:00Z,,13,Stanislaus,37.727194,-120.85086,194,0,0,0,0,80.3,43.1,61.4,62,19,37,
El Dorado,10/9/2017,38.67474,-121.06088,2017-10-09T14:30:00Z,,13,El Dorado,38.636111,-120.79305,228,0,0.02,0.02,0.02,77.3,54.5,65.2,41,9,18,
El Dorado,10/9/2017,38.69775,-120.73757,2017-10-09T15:05:00Z,,13,El Dorado,38.753136,-120.7336,13,0,0.07,0.07,0.07,78.1,53.9,65.1,39,8,18,
Mendocino,10/9/2017,39.24873,-123.16635,2017-10-09T03:30:00Z,,36523,Mendocino,38.982581,-123.08928,106,0,0.12,0.15,1.05,47.1,42.6,44.4,66,12,,
Butte,10/9/2017,39.8629,-121.6268,2017-10-09T01:10:00Z,,14,Butte,39.608639,-121.82443,12,0,0,0.06,0.06,83.3,51.8,63.8,69,14,32,
Lake,10/9/2017,39.01387,-122.64543,2017-10-09T00:57:00Z,,2207,Mendocino,38.982581,-123.08928,106,0,0.12,0.15,1.05,47.1,42.6,44.4,66,12,,Keep?
Nevada,10/9/2017,39.19325,-121.08406,2017-10-09T00:00:00Z,,76,Yuba,39.252561,-121.31567,84,,0,0.15,0.15,,,,,,,Keep?
Nevada,10/9/2017,39.24549,-121.12792,2017-10-09T00:01:00Z,,821,Yuba,39.252561,-121.31567,84,,0,0.15,0.15,,,,,,,Keep?
Santa Barbara,10/10/2017,34.71796,-120.27077,2017-10-10T14:57:00Z,,14,Santa Barbara,34.841878,-120.21274,165,,0,0,0,,,,,,,
Monterey,10/10/2017,35.80375,-120.52508,2017-10-10T12:30:00Z,,14,Monterey,36.121083,-121.08457,113,0,0,0,0,87.7,41.2,60.9,94,8,53,
Butte,10/10/2017,39.44257,-121.60683,2017-10-10T15:36:00Z,,12,Butte,39.386632,-121.835278,244,0,0,0.01,0.01,86.1,43.2,65.2,82,27,48,
Merced,10/11/2017,37.21812,-121.07761,2017-10-11T15:59:00Z,,12,Merced,37.231861,-120.88082,92,0,0.01,0.01,0.01,74.7,42.8,58,78,14,41,
San Luis Obispo,10/12/2017,35.6879,-120.3317,2017-10-12T10:42:00Z,,12,San Luis Obispo,35.472556,-120.64814,163,0,0.03,0.15,0.15,74.2,40.3,58.9,75,15,34,
Sonoma,10/13/2017,38.70289,-122.90217,2017-10-13T12:14:00Z,,11,Sonoma,38.52665,-122.813758,103,0,0.06,0.08,0.59,81.1,35.2,56.9,89,20,50,
Tehama,10/13/2017,40.24789,-122.255,2017-10-13T15:40:00Z,,10,Tehama,40.040006,-122.154539,222,0,0,0.24,0.24,76.2,47.9,61.9,57,22,36,
Riverside,10/14/2017,33.7866,-117.5048,2017-10-14T16:00:00Z,,12,Riverside,33.964942,-117.33698,44,0,0,0.18,0.48,91.6,53.2,72.8,100,7,30,
Riverside,10/14/2017,33.913089,-117.096233,2017-10-14T05:00:00Z,,11,Riverside,33.9,-117.17,238,0,0.01,0.01,0.02,103.6,54.6,76.7,91,5,28,
Sonoma,10/14/2017,38.46123,-122.58152,2017-10-14T20:35:00Z,,100,Sonoma,38.419439,-122.65872,158,0,0.47,1.18,1.96,83.4,42.3,58.3,82,13,40,
Kern,10/15/2017,35.3091,-118.701,2017-10-15T17:11:00Z,,184,Kern,35.205583,-118.77841,125,0,0.07,0.3,0.3,88,44.8,63.9,68,17,38,
Fresno,10/15/2017,37.10067,-119.32109,2017-10-15T14:55:00Z,,10,Fresno,36.721083,-119.38903,142,0,0.21,0.26,0.3,85.5,42,62.9,66,12,32,
Amador,10/15/2017,38.34421,-120.72274,2017-10-15T14:05:00Z,,10,Amador,38.508333,-120.79972,227,0,0.01,0.45,0.68,79.4,43.9,61.1,46,13,26,
Nevada,10/16/2017,39.36902,-120.97586,2017-10-16T22:30:00Z,,10,Yuba,39.252561,-121.31567,84,0,0,0.15,0.15,82.3,54.6,67.9,39,20,29,Keep?
Los Angeles,10/17/2017,34.23925,-117.85182,2017-10-17T10:19:00Z,,10,Los Angeles,34.146372,-117.9858,159,0,0.15,0.15,0.15,96.1,63.6,77.7,38,11,22,
Shasta,10/17/2017,40.48972,-122.38619,2017-10-17T14:00:00Z,,10,Shasta,40.63,-122.31,224,0,0,0.52,0.52,84.3,37.9,58.2,66,13,34,
Mariposa,10/17/2017,37.76888,-120.15846,2017-10-17T03:43:00Z,,10,Merced,37.314139,-120.3867,148,0,0.06,0.18,0.18,83.9,39.9,59.2,91,21,50,Keep?
Butte,10/18/2017,39.50475,-121.33785,2017-10-18T12:53:00Z,,10,Butte,39.608639,-121.82443,12,0,0,0.06,0.06,82.2,40.9,57.9,91,20,53,
Nevada,10/20/2017,39.08382,-121.06656,2017-10-20T12:13:00Z,,10,Placer,38.887603,-121.10291,195,0.34,0.51,0.51,0.51,61.1,47.1,52.9,100,58,80,Keep?
Riverside,10/21/2017,33.77896,-117.24091,2017-10-21T13:04:00Z,,10,Riverside,33.76,-117.2,240,0,0,0.19,0.26,82.3,47.5,64.8,92,13,41,
Riverside,10/23/2017,33.91806,-116.99321,2017-10-23T10:31:00Z,,10,Riverside,33.9,-117.17,238,0,0.01,0.01,0.02,,68.3,87.1,21,8,,
Riverside,10/24/2017,33.87107,-116.88097,2017-10-24T10:27:00Z,,10,Riverside,33.664747,-116.955121,239,0,0.01,0.06,0.06,98.3,63.4,79,25,8,16,
Riverside,10/24/2017,117.138741,33.939428,2017-10-24T14:44:00Z,,10,Riverside,33.964942,-117.33698,44,0,0,0.18,0.45,97.2,69.5,83.8,31,11,,
Riverside,10/26/2017,33.90965,-116.9669,2017-10-26T12:34:00Z,,10,Riverside,33.9,-117.17,238,0,0.01,0.01,0.02,,64.7,,36,12,,
Kern,10/26/2017,34.87128,-118.35296,2017-10-26T20:00:00Z,,10,Kern,35.205583,-118.77841,125,0,0,0.3,0.3,90.5,53.1,71,64,23,41,
Kern,10/26/2017,35.564124,-118.796513,2017-10-26T11:55:00Z,,10,Kern,35.205583,-118.77841,125,0,0,0.3,0.3,90.5,53.1,71,64,23,41,
Mariposa,10/31/2017,37.73596,-119.78256,2017-10-31T11:22:00Z,,0,Merced,37.314139,-120.3867,148,0,0.19,0.35,0.37,,,,,,,Keep?
Sonoma,11/2/2017,38.36685,-122.64001,2017-11-02T14:40:00Z,,0,Sonoma,38.419439,-122.65872,158,0,0.63,1.26,1.96,67.1,41.8,53.4,97,53,78,
Yuba,11/13/2017,39.23205,-121.376,2017-11-13T11:28:00Z,,10,Yuba,39.252561,-121.31567,84,0.09,3.12,3.12,3.27,62.4,54.4,57.7,98,67,83,
Napa,11/14/2017,38.31802,-122.39052,2017-11-14T16:11:00Z,,0,Napa,38.219503,-122.35496,109,0,1,1,1.04,67.1,38,51.7,100,42,83,
Monterey,11/25/2017,36.44141,-121.34695,2017-11-25T16:46:00Z,,10,Monterey,36.456728,-121.344388,252,0,0.05,0.13,0.15,82.9,50.9,62.5,84,30,62,
Riverside,11/29/2017,33.94673,-117.17773,2017-11-29T12:19:00Z,,10,Riverside,33.9,-117.17,238,0,0.07,0.08,0.08,,55.8,69.5,43,14,25,
Santa Barbara,12/4/2017,34.41521,-119.09124,2017-12-04T18:28:00Z,,281893,Santa Barbara,34.405556,-119.715,230,0,0,0,0,62.7,51.1,56.5,93,43,67,
Ventura,12/4/2017,34.41521,-119.09124,2017-12-04T18:28:00Z,,281893,Ventura,34.324639,-119.10488,198,0,0,0.03,0.03,69.2,43,60.1,76,12,26,
Lassen,12/4/2017,40.6361,-120.9643,2017-12-04T12:26:00Z,,0,Lassen,40.289799,-120.433948,57,0,3.13,3.65,3.87,38.4,14.7,25,84,46,70,
Los Angeles,12/5/2017,34.31283,-118.35863,2017-12-05T03:44:00Z,,15619,Los Angeles,34.256111,-118.38278,216,0,0.53,0.68,0.72,68.5,53,60,13,8,11,
Los Angeles,12/5/2017,34.45283,-118.58188,2017-12-05T11:31:00Z,,6049,Los Angeles,34.426361,-118.51758,204,0,0.01,0.02,0.03,62.1,46.9,54.5,19,7,12,
Siskiyou,12/5/2017,41.86609,-122.73031,2017-12-05T13:28:00Z,,0,Siskiyou,41.577778,-122.838125,225,0,1.11,1.51,1.77,43.6,21,27.4,99,57,91,
Glenn,12/5/2017,39.75425,-122.17657,2017-12-05T13:35:00Z,,0,Tehama,40.040006,-122.154539,222,0,2.03,2.4,2.63,64.5,37.5,49.7,58,23,40,Keep?
Los Angeles,12/6/2017,34.09454,-118.48178,2017-12-06T06:31:00Z,,422,Los Angeles,34.044311,-118.47689,99,0,0.01,0.32,0.32,73.7,46.5,66.6,37,9,15,
Modoc,12/7/2017,41.338,-120.304,2017-12-07T13:14:00Z,,0,Modoc,41.438214,-120.48031,90,0,1.21,2.53,2.69,53.9,10.9,27.5,92,25,63,
Siskiyou,12/7/2017,41.702,-123.508,2017-12-07T11:15:00Z,,0,Siskiyou,41.577778,-122.838125,225,0,1.1,1.51,1.59,46.4,16.4,26.3,98,48,88,
Tulare,12/13/2017,36.51912,-119.50606,2017-12-13T15:27:00Z,,0,Tulare,36.3605,-119.05935,86,0,0.55,0.58,0.84,64.3,29.2,43.4,94,38,72,
Butte,12/14/2017,39.51158,-121.55633,2017-12-14T12:59:00Z,,0,Butte,39.608639,-121.82443,12,0,1.99,4.38,4.38,59.4,34.8,43.5,100,51,83,
San Luis Obispo,12/16/2017,35.85253,-120.80411,2017-12-16T12:21:00Z,,0,San Luis Obispo,35.472556,-120.64814,163,0,0.05,0.14,0.17,61.4,35.2,47.7,88,27,50,
Siskiyou,12/21/2017,41.841,-123.474,2017-12-21T11:16:00Z,,0,Siskiyou,41.577778,-122.838125,225,0,0.35,1.31,1.59,41.8,17.6,27.5,97,54,86,
San Diego,12/28/2017,33.43513,-117.58252,2017-12-28T20:51:00Z,,0,San Diego,32.901867,-117.25046,173,0,0.11,0.18,0.18,66.4,50.8,58.9,93,54,72,
Santa Barbara,1/9/2018,34.0232,-119.76576,2018-01-09T04:00:00Z,,258,Santa Barbara,34.405556,-119.715,230,0,0,0,0,61.1,53.3,56.3,99,77,82,
Monterey,1/9/2018,35.96689,-121.28185,2018-01-09T04:00:00Z,,50,Monterey,36.121083,-121.08457,113,0.96,2.09,2.14,2.44,59.4,49.6,54.3,96,82,91,
Inyo,2/7/2018,36.71537,-118.08449,2018-02-07T15:53:00Z,,1265,Inyo,36.488611,-117.91944,183,0,0.58,0.61,0.66,72,33.2,47.9,73,16,47,
Fresno,2/18/2018,35.92436,-119.94083,2018-02-18T13:45:00Z,,30,Fresno,36.175833,-120.36027,205,0,0.12,1.44,1.44,65.8,40.3,52.8,51,25,39,
Inyo,2/18/2018,37.40208,-118.50235,2018-02-18T14:12:00Z,,2070,Inyo,37.358514,-118.40553,35,0,0,0.18,0.18,68.8,24.5,44.8,56,5,21,
Riverside,3/27/2018,33.86439,-117.48144,2018-03-27T16:20:00Z,,21,Riverside,33.964942,-117.33698,44,0,1.93,1.95,3.61,73.3,47,61.4,63,13,26,
Riverside,4/9/2018,33.711263,-116.164058,2018-04-09T18:18:00Z,,15,Riverside,33.748586,-116.2529,200,0,0.03,0.03,0.54,96.6,63.4,80,58,5,20,
Riverside,4/12/2018,33.88744,-117.16232,2018-04-12T14:30:00Z,,18,Riverside,33.9,-117.17,238,0,0.79,1.78,1.78,72,50.6,60,86,15,42,
Shasta,4/15/2018,40.4635,-121.77419,2018-04-15T04:38:00Z,,11,Shasta,40.63,-122.31,224,0.24,6.25,10.24,12.88,59.3,36.3,50.4,95,57,75,
Humboldt,4/19/2018,40.70258,-123.55012,2018-04-19T10:28:00Z,,0,Shasta,40.63,-122.31,224,0,6.12,10.26,11.95,71.3,33.3,53.2,99,31,58,Keep?
Butte,4/26/2018,39.71217,-121.77385,2018-04-26T15:00:00Z,,0,Butte,39.608639,-121.82443,12,0,3.13,6.72,6.76,80,49.9,65.2,96,36,58,
San Diego,4/28/2018,32.75072,-116.92404,2018-04-28T14:26:00Z,,10,San Diego,32.628208,-116.93928,147,0,0.09,1.91,2.24,67.3,49.7,57.4,88,54,72,
Monterey,5/2/2018,35.77017,-120.57833,2018-05-02T16:00:00Z,,10,Monterey,36.121083,-121.08457,113,0,0.21,2.64,4.3,74.1,42.8,55.3,92,38,69,
Riverside,5/4/2018,33.53924,-116.10231,2018-05-04T18:53:00Z,,10,Riverside,33.523694,-116.15575,136,0,1.28,2.26,2.63,97.1,61.4,80.8,52,12,25,
Sonoma,5/4/2018,38.245151,-122.44408,2018-05-04T11:44:00Z,,10,Sonoma,38.266428,-122.61646,144,0.04,4.67,7.73,9.59,69.9,46.1,54.9,95,57,81,
