Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),Wildfire_Probability,AcresBurned,County,Latitude,Longitude,Stn Id,Precip (in),precip30 (in),precip60 (in),precip90 (in),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%),
Mariposa,5/14/2017,37.644,-119.618,2017-05-14T12:51:00Z,,8094,Merced,37.314139,-120.3867,148,0,0.53,2.59,4.14,72.9,39.4,56.9,93,26,55,Keep?
Mono,5/14/2017,38.655,-119.55425,2017-05-14T12:00:00Z,,8925,Alpine,38.773409,-119.79193,246,0,10.93,28.72,35.37,57.1,26.4,41.9,85,27,52,Keep?
Modoc,5/15/2017,41.466,-120.321,2017-05-15T13:58:00Z,,7697,Modoc,41.438214,-120.48031,90,0,0.85,2.67,4.41,61.3,25.2,45.3,96,29,58,
Mariposa,5/15/2017,37.538,-119.598,2017-05-15T14:05:00Z,,7000,Merced,37.314139,-120.3867,148,0,0.53,2.59,4.14,75.6,50.3,64.4,91,32,46,Keep?
Riverside,5/16/2017,33.530045,-116.594422,2017-05-16T16:10:00Z,,6309,Riverside,33.678186,-116.27299,208,0,0,0,0,78.8,58.4,68.1,61,33,44,
Butte,5/17/2017,39.45352,-121.41222,2017-05-17T15:30:00Z,,6033,Butte,39.386632,-121.835278,244,0,0.2,4.08,7.56,79.2,42.8,63.1,98,19,50,
Lassen,5/17/2017,40.43962,-120.22215,2017-05-17T15:18:00Z,,6042,Lassen,40.289799,-120.433948,57,0,0.36,2.63,6.63,60.7,30,46.4,80,28,48,
San Diego,5/18/2017,33.3237,-117.163,2017-05-18T17:25:00Z,,4100,San Diego,33.08105,-116.9757,153,0,1.05,1.09,1.15,74.9,49.9,62.4,100,56,76,
Fresno,5/18/2017,36.07228,-120.26561,2017-05-18T08:48:00Z,,5738,Fresno,36.175833,-120.36027,205,0,0.22,0.96,1.78,84.1,46.7,68,46,12,23,
Stanislaus,5/18/2017,38.329,-119.782,2017-05-18T13:11:00Z,,5247,Stanislaus,37.727194,-120.85086,194,0,0.43,3.36,5.81,84.2,46,65.8,84,17,43,
Trinity,5/18/2017,40.17598,-123.36882,2017-05-18T12:54:00Z,,4736,Shasta,40.63,-122.31,224,0,2.09,11.14,15.85,85.2,45.4,66.1,84,16,39,Keep?
Siskiyou,5/19/2017,41.853,-123.676,2017-05-19T13:10:00Z,,3142,Siskiyou,41.577778,-122.838125,225,0,0.73,2.73,5.01,83.1,33.6,59.5,100,18,52,
Plumas,5/19/2017,39.75312,-120.75485,2017-05-19T14:45:00Z,,2575,Lassen,40.289799,-120.433948,57,0,0.34,2.63,5.87,74.7,33.9,56.5,80,19,43,Keep?
Plumas,5/19/2017,39.9034,-120.9761,2017-05-19T23:28:00Z,,4310,Lassen,40.289799,-120.433948,57,0,0.34,2.63,5.87,74.7,33.9,56.5,80,19,43,Keep?
Kern,5/20/2017,35.77896,-118.89627,2017-05-20T23:19:00Z,,2940,Kern,35.532556,-119.28179,5,0,0.07,0.76,0.96,92.4,54.4,74.8,73,19,39,
Tulare,5/20/2017,36.0226,-118.94252,2017-05-20T17:54:00Z,,2289,Tulare,36.082056,-119.09342,169,0,0,0.81,1.57,95,55.2,75.7,63,14,34,
Kings,5/20/2017,36.05187,-120.05404,2017-05-20T13:11:00Z,,2312,Kings,36.157972,-119.85143,15,0,0.5,0.96,1.27,94.3,52.1,75.7,63,17,33,
Tulare,5/20/2017,36.257,-118.296,2017-05-20T14:23:00Z,,2295,Tulare,36.3605,-119.05935,86,0,0.14,1.9,2.88,94.7,55.2,76.3,77,21,41,
Yolo,5/21/2017,38.49521,-122.0251,2017-05-21T16:12:00Z,,2269,Yolo,38.691786,-122.01381,196,0,0,2.47,6.08,97.3,64.3,82.1,59,19,32,
San Diego,5/22/2017,32.65597,-116.80527,2017-05-22T04:50:00Z,,2056,San Diego,32.628208,-116.93928,147,0,1.67,1.73,4.36,82.4,58.1,68,99,49,77,
Monterey,5/24/2017,35.86949,-120.57894,2017-05-24T15:30:00Z,,1816,Monterey,36.121083,-121.08457,113,0,0.07,0.82,1.49,74.7,50.4,57.3,97,51,80,
San Luis Obispo,5/25/2017,35.86949,-120.57894,2017-05-25T14:48:00Z,,1816,San Luis Obispo,35.472556,-120.64814,163,0.02,0.68,2.27,5.06,61.1,50.2,54.6,89,68,80,
Merced,5/25/2017,36.96655,-120.89261,2017-05-25T18:15:00Z,,1800,Merced,37.096694,-120.7539,56,0,0,1.08,2.14,74,54.5,61.8,83,48,66,
San Luis Obispo,5/28/2017,35.4025,-120.4992,2017-05-28T15:30:00Z,,1598,San Luis Obispo,35.472556,-120.64814,163,0,0.66,2.27,4,84,41.2,62.2,95,35,62,
Kern,5/28/2017,35.59904,-119.08312,2017-05-28T16:16:00Z,,1626,Kern,35.532556,-119.28179,5,0,0.07,0.44,0.79,87.4,56,72.2,95,30,57,
Fresno,5/28/2017,35.95911,-120.55579,2017-05-28T15:27:00Z,,1649,Fresno,36.175833,-120.36027,205,0,0.09,0.39,0.97,88.9,56.1,74.5,69,26,41,
Stanislaus,5/28/2017,38.12,-119.941,2017-05-28T07:49:00Z,,1749,Stanislaus,37.727194,-120.85086,194,0,0.04,1.82,3.68,87,49.9,68.8,91,35,58,
Sonoma,5/28/2017,38.14242,-122.47301,2017-05-28T10:59:00Z,,1660,Sonoma,38.266428,-122.61646,144,0,0.8,3.33,5.89,63,45.5,51.4,99,71,89,
San Bernardino,5/29/2017,34.2976,-116.826,2017-05-29T15:31:00Z,,1503,San Bernardino,34.237419,-116.86571,199,0,0,0.09,0.41,75.7,35.8,55.7,,,,
Kern,5/29/2017,35.53456,-118.66733,2017-05-29T01:20:00Z,,1522,Kern,35.205583,-118.77841,125,0,0.03,0.03,0.03,90.4,65.4,78.5,70,34,48,
Madera,5/31/2017,37.0825,-119.8011,2017-05-31T11:30:00Z,,1431,Madera,37.02,-120.15,188,0.01,0.02,0.57,1,78.9,58,66.5,85,45,64,
Kern,6/1/2017,35.543,-118.654,2017-06-01T16:12:00Z,,1350,Kern,35.205583,-118.77841,125,0,0.03,0.03,0.03,83.1,56.7,71.1,74,38,53,
Fresno,6/1/2017,36.269125,-120.620791,2017-06-01T15:38:00Z,,1538,Fresno,36.175833,-120.36027,205,0,0.09,0.39,0.97,85.2,55.1,72.4,68,28,43,
Riverside,6/2/2017,34.00566,-117.30693,2017-06-02T18:55:00Z,,1350,Riverside,33.964942,-117.33698,44,0,0.06,0.1,0.25,91,56.2,71.7,98,34,65,
San Diego,6/3/2017,33.402411,-117.402445,2017-06-03T15:39:00Z,,1088,San Diego,33.08105,-116.9757,153,0,1.05,1.05,1.15,84.3,56.7,67.9,97,50,75,
Kern,6/3/2017,35.38298,-118.80123,2017-06-03T12:09:00Z,,1200,Kern,35.205583,-118.77841,125,0,0.03,0.03,0.03,96.3,66.2,81.9,71,27,44,
Kern,6/3/2017,35.76,-118.406,2017-06-03T13:09:00Z,,1319,Kern,35.205583,-118.77841,125,0,0.03,0.03,0.03,96.3,66.2,81.9,71,27,44,
San Diego,6/4/2017,33.34988,-117.39818,2017-06-04T16:48:00Z,,1000,San Diego,33.08105,-116.9757,153,0,1.05,1.05,1.09,82.2,56.8,67.5,97,52,76,
Riverside,6/4/2017,33.98212,-117.30819,2017-06-04T11:04:00Z,,1044,Riverside,33.964942,-117.33698,44,0,0.06,0.1,0.22,87.5,58,71.6,100,41,68,
Kern,6/4/2017,34.94373,-119.44751,2017-06-04T16:22:00Z,,1083,Kern,35.505833,-119.69114,146,0,0,0.06,0.74,98.9,61.8,78.5,78,21,39,
Madera,6/4/2017,37.21616,-119.48067,2017-06-04T16:12:00Z,,1035,Madera,37.02,-120.15,188,0,0.02,0.57,0.88,90.3,57.7,74.4,68,18,36,
Sacramento,6/4/2017,38.5181,-121.104,2017-06-04T22:11:00Z,,1286,Sacramento,38.649964,-121.21887,131,0,0.19,4.53,6.49,88,57.3,70.3,72,24,48,
Mendocino,6/5/2017,39.30125,-123.28825,2017-06-05T14:02:00Z,,900,Mendocino,38.982581,-123.08928,106,0,0.33,4.65,7.15,88.9,43.9,66,94,23,53,
Plumas,6/5/2017,39.75371,-120.1397,2017-06-05T13:17:00Z,,1020,Lassen,40.289799,-120.433948,57,0,0.29,1.96,2.63,84.5,43.1,64.3,59,14,31,Keep?
Fresno,6/6/2017,36.530836,-120.206592,2017-06-06T16:38:00Z,,976,Fresno,36.382028,-120.22985,190,0,0.1,0.52,1.14,99.1,59.9,81.1,50,14,23,
Shasta,6/6/2017,40.98352,-121.81623,2017-06-06T12:43:00Z,,995,Shasta,41.063767,-121.45602,43,0,0.37,2.23,4.56,81.7,45.9,64.3,82,26,50,
Riverside,6/7/2017,33.60247,-117.34192,2017-06-07T21:00:00Z,,866,Riverside,33.48665,-117.22827,62,,0.05,0.96,1.1,,,,,,,
Yuba,6/7/2017,39.1234,-121.32957,2017-06-07T11:55:00Z,,867,Yuba,39.252561,-121.31567,84,0,0.25,1.81,6.73,82.7,59.6,72.4,65,33,47,
Los Angeles,6/9/2017,34.55607,-118.60703,2017-06-09T04:53:00Z,,800,Los Angeles,34.426361,-118.51758,204,0,0.15,0.28,0.56,81,55,66.5,86,44,65,
San Luis Obispo,6/9/2017,35.7908,-120.77485,2017-06-09T16:15:00Z,,775,San Luis Obispo,35.472556,-120.64814,163,0,0.41,1.64,3.19,71.2,49.6,60.9,90,65,78,
Los Angeles,6/10/2017,34.37443,-118.49343,2017-06-10T13:19:00Z,,760,Los Angeles,34.426361,-118.51758,204,0,0.15,0.28,0.56,69.6,56.7,62.3,90,58,75,
Lassen,6/10/2017,39.888,-120.066,2017-06-10T12:17:00Z,,859,Lassen,40.289799,-120.433948,57,0,0.02,0.61,2.63,66.9,41.8,55.1,59,24,39,
San Bernardino,6/11/2017,34.14575,-117.17813,2017-06-11T22:45:00Z,,670,San Bernardino,34.112042,-117.1857,251,0,0.65,1.29,1.52,78.4,60.2,67.8,95,49,68,
Mariposa,6/11/2017,37.37397,-119.83556,2017-06-11T18:12:00Z,,680,Madera,37.02,-120.15,188,0,0.01,0.37,0.88,72,48.4,59.8,82,33,53,Keep?
Mariposa,6/11/2017,37.3762,-119.9646,2017-06-11T18:49:00Z,,630,Merced,37.314139,-120.3867,148,0.11,0.17,1,2.76,71.2,42.6,56.9,94,34,59,Keep?
Tuolumne,6/11/2017,37.905545,-120.408135,2017-06-11T10:46:00Z,,690,Stanislaus,37.727194,-120.85086,194,0,0.18,1.31,3.54,73.5,44.3,57.8,90,29,56,Keep?
Sierra,6/11/2017,39.439722,-120.027222,2017-06-11T17:15:00Z,,747,Alpine,38.773409,-119.79193,246,0.04,0.59,13.87,29.2,54.5,34.3,45.9,57,25,41,Keep?
San Diego,6/13/2017,33.3906,-117.32348,2017-06-13T12:47:00Z,,486,San Diego,33.08105,-116.9757,153,0,0.01,1.05,1.09,80.7,46.2,64.8,95,38,60,
Riverside,6/13/2017,33.95036,-116.88066,2017-06-13T17:00:00Z,,545,Riverside,33.9,-117.17,238,0,0,0,0.01,104.3,54.4,74.6,78,16,43,
Kern,6/13/2017,35.4605,-118.85896,2017-06-13T12:00:00Z,,506,Kern,35.205583,-118.77841,125,0,0,0.03,0.03,81.8,50.9,68.6,73,28,44,
Lassen,6/13/2017,41.11989,-120.74968,2017-06-13T14:31:00Z,,530,Lassen,40.289799,-120.433948,57,0,0.39,0.76,3.02,71.4,41.8,57.3,80,36,54,
Siskiyou,6/13/2017,41.3975,-122.8428,2017-06-13T17:21:00Z,,469,Siskiyou,41.577778,-122.838125,225,0,0.53,1.44,4.13,73.2,38,56.3,97,31,58,
Modoc,6/13/2017,41.85763,-121.29581,2017-06-13T10:18:00Z,,562,Modoc,41.438214,-120.48031,90,0,0.9,1.9,3.58,68.1,36.9,50.5,93,28,62,
San Luis Obispo,6/14/2017,35.40357,-120.28037,2017-06-14T11:44:00Z,,460,San Luis Obispo,35.472556,-120.64814,163,0.01,0.35,1.4,3.2,90.8,32,80,77,21,29,
Santa Barbara,6/15/2017,34.67403,-120.4393,2017-06-15T07:30:00Z,,444,Santa Barbara,34.672222,-120.51306,231,0,0,0.27,0.38,66.8,45.3,56.9,91,65,79,
Fresno,6/15/2017,36.616986,-120.369347,2017-06-15T11:36:00Z,,450,Fresno,36.634028,-120.38181,105,0,0.11,0.42,0.85,95.5,57.1,80,53,17,28,
Madera,6/15/2017,37.14624,-120.015509,2017-06-15T15:51:00Z,,429,Madera,37.02,-120.15,188,0,0.01,0.24,0.88,91.3,52.9,73.9,85,29,49,
San Diego,6/16/2017,32.84796,-116.85396,2017-06-16T14:51:00Z,,400,San Diego,32.628208,-116.93928,147,0.02,0.11,1.79,2.03,87.6,56,70.8,94,32,63,
Tulare,6/16/2017,36.22265,-119.06598,2017-06-16T09:27:00Z,,416,Tulare,36.3605,-119.05935,86,0,0.04,0.59,1.94,,,,,,,
Modoc,6/16/2017,41.72163,-121.30451,2017-06-16T15:49:00Z,,410,Modoc,41.438214,-120.48031,90,0,0.69,1.73,3.57,79.9,46.6,64.8,94,46,65,
El Dorado,6/17/2017,38.848,-120.287,2017-06-17T13:55:00Z,,426,El Dorado,38.753136,-120.7336,13,0,0.47,1.48,8.51,91.4,67.6,80.2,54,27,38,
San Luis Obispo,6/18/2017,35.42433,-120.47322,2017-06-18T16:03:00Z,,340,San Luis Obispo,35.472556,-120.64814,163,0,0.27,0.88,3.19,96.6,59.7,77,88,25,48,
Fresno,6/18/2017,36.27306,-120.65185,2017-06-18T15:45:00Z,,357,Fresno,36.175833,-120.36027,205,0,0,0.09,0.96,103.6,70.7,89.5,37,21,28,
Fresno,6/18/2017,36.45491,-120.2445,2017-06-18T07:15:00Z,,400,Fresno,36.382028,-120.22985,190,0,0.05,0.1,1.14,106.1,67.3,89.7,52,19,31,
Santa Cruz,6/18/2017,37.18356,-122.07012,2017-06-18T12:28:00Z,,391,Santa Cruz,36.997444,-121.99676,104,0,0.18,0.25,8.06,81,57.7,68.2,91,46,66,
Modoc,6/18/2017,41.16716,-120.58342,2017-06-18T14:22:00Z,,380,Modoc,41.438214,-120.48031,90,0,0.69,1.62,3.48,88.8,45.6,70.1,94,31,54,
Mono,6/18/2017,38.46111,-119.48284,2017-06-18T15:10:00Z,,370,Alpine,38.773409,-119.79193,246,0,0.48,10.58,29.17,87.8,49,69.8,77,25,44,Keep?
Nevada,6/18/2017,39.34292,-121.12004,2017-06-18T14:04:00Z,,392,Yuba,39.252561,-121.31567,84,0,0.97,1.24,7.47,102.3,69.6,87.4,66,33,,Keep?
Kern,6/19/2017,34.92907,-118.9267,2017-06-19T21:41:00Z,,338,Kern,35.205583,-118.77841,125,0,0,0.03,0.03,107.3,,,63,22,,
Tulare,6/19/2017,36.45809,-118.87676,2017-06-19T15:05:00Z,,339,Tulare,36.3605,-119.05935,86,0,0.04,0.18,1.94,,,,,,,
San Bernardino,6/21/2017,34.08492,-117.03826,2017-06-21T18:02:00Z,,325,San Bernardino,34.112042,-117.1857,251,0.07,0.78,1.51,1.6,,69,91.4,68,20,38,
Contra Costa,6/21/2017,38.02929,-122.25544,2017-06-21T14:45:00Z,,370,Contra Costa,37.931539,-122.302714,213,0,0.34,0.44,3.6,73.6,51.7,59.6,94,57,78,
San Bernardino,6/22/2017,34.16564,-117.33334,2017-06-22T11:10:00Z,,260,San Bernardino,34.255942,-117.21814,192,0,0,0.43,1.17,83.1,45.8,67,83,15,39,
San Luis Obispo,6/22/2017,35.12269,-120.39387,2017-06-22T13:08:00Z,,245,San Luis Obispo,35.028281,-120.56003,202,0.02,0.76,2.02,3.44,64.5,49.7,56.6,100,80,95,
Del Norte,6/22/2017,41.478,-123.506,2017-06-22T09:49:00Z,,319,Siskiyou,41.577778,-122.838125,225,0,0.48,0.92,2.84,90.5,47.8,70.2,93,16,42,Keep?
Kern,6/23/2017,35.41283,-118.84466,2017-06-23T16:00:00Z,,288,Kern,35.205583,-118.77841,125,0,0,0.03,0.03,105.5,75.2,92.1,52,23,32,
Fresno,6/23/2017,36.24653,-120.31598,2017-06-23T22:32:00Z,,237,Fresno,36.175833,-120.36027,205,0,0,0.09,0.75,106.1,72.4,91.9,42,14,23,
Riverside,6/24/2017,33.59257,-117.14979,2017-06-24T16:16:00Z,,300,Riverside,33.663325,-117.09338,179,0,0,0.07,0.07,92.5,64.3,78.7,79,33,51,
El Dorado,6/24/2017,38.538332,-121.039267,2017-06-24T11:15:00Z,,236,El Dorado,38.636111,-120.79305,228,0,0.47,0.79,5.49,93,69.9,82.3,62,28,40,
Kern,6/25/2017,35.59804,-118.47939,2017-06-25T12:47:00Z,,206,Kern,35.205583,-118.77841,125,0,0,0.03,0.03,106.7,71.6,90.1,63,14,31,
Contra Costa,6/25/2017,37.87808,-121.78677,2017-06-25T12:09:00Z,,231,Contra Costa,37.928258,-121.6599,47,0.01,0.07,0.07,1.37,90.4,58.9,73,83,29,55,
Mariposa,6/25/2017,37.4591,-119.921,2017-06-25T17:00:00Z,,225,Merced,37.314139,-120.3867,148,0,0.17,0.17,1.52,96.2,62.3,80,76,35,50,Keep?
Riverside,6/26/2017,33.85323,-117.48195,2017-06-26T21:30:00Z,,205,Riverside,33.964942,-117.33698,44,0,0,0.06,0.1,102.2,69.2,85.2,65,10,29,
San Luis Obispo,6/26/2017,35.21177,-119.87525,2017-06-26T15:27:00Z,,225,San Luis Obispo,35.028281,-120.56003,202,0.04,0.72,2.04,3.3,72.3,49.1,60.9,100,59,80,
San Luis Obispo,6/26/2017,35.34541,-120.76464,2017-06-26T15:10:00Z,,225,San Luis Obispo,35.335261,-120.73588,160,0,0,0.36,0.36,75.7,46.7,60.7,97,51,75,
Lake,6/26/2017,39.44543,-122.85194,2017-06-26T12:30:00Z,,200,Mendocino,38.982581,-123.08928,106,0,0.97,1.15,5.48,82.4,55.9,65.9,91,48,70,Keep?
San Diego,6/27/2017,32.65003,-116.42907,2017-06-27T10:39:00Z,,200,San Diego,32.628208,-116.93928,147,0.02,0.12,1.77,1.85,87.7,60.8,73.7,94,33,55,
Riverside,6/27/2017,33.689092,-117.396404,2017-06-27T07:39:00Z,,200,Riverside,33.76,-117.2,240,0,0,0.03,0.03,99.8,59.1,80.7,43,9,22,
Alameda,6/27/2017,37.72543,-121.90516,2017-06-27T15:22:00Z,,200,Alameda,37.663969,-121.88503,191,0,0.37,0.47,3.04,76.8,54.9,63.8,84,44,68,
Tehama,6/27/2017,40.02261,-121.91425,2017-06-27T09:38:00Z,,194,Tehama,40.040006,-122.154539,222,0,0.54,0.55,3.04,90.8,57.7,76.2,86,26,49,
Santa Barbara,6/28/2017,34.9465,-119.8036,2017-06-28T15:49:00Z,,190,Santa Barbara,34.942525,-119.6738,88,,0.02,0.48,0.63,,,,,,,
Kern,6/28/2017,35.19008,-118.76152,2017-06-28T17:56:00Z,,183,Kern,35.205583,-118.77841,125,0,0,0.03,0.03,94.5,67.3,82,65,20,38,
Fresno,6/28/2017,36.704679,-120.405077,2017-06-28T09:30:00Z,,186,Fresno,36.634028,-120.38181,105,0,0.11,0.14,0.52,96,57.3,77.5,77,15,38,
Plumas,6/28/2017,39.9864,-120.89746,2017-06-28T13:50:00Z,,186,Lassen,40.289799,-120.433948,57,0,0.45,0.74,2.67,87.9,49.1,70.3,64,19,35,Keep?
Riverside,6/29/2017,33.87679,-117.00258,2017-06-29T20:44:00Z,,168,Riverside,33.9,-117.17,238,0,0,0,0,95.3,58.3,75.7,86,28,53,
San Bernardino,6/29/2017,34.41204,-117.03031,2017-06-29T15:09:00Z,,170,San Bernardino,34.475914,-117.26351,117,0,0,0.09,0.09,95.8,57.4,77.7,58,11,28,
Shasta,6/29/2017,40.47106,-122.43608,2017-06-29T13:56:00Z,,180,Shasta,40.63,-122.31,224,0,0.67,1.57,7.43,98.5,59.6,80.3,84,12,35,
Sierra,6/29/2017,39.71101,-120.02325,2017-06-29T15:45:00Z,,168,Lassen,40.289799,-120.433948,57,0,0.45,0.74,2.41,86.3,47.8,71.2,71,23,37,Keep?
Butte,6/30/2017,39.37192,-121.53865,2017-06-30T13:49:00Z,,166,Butte,39.386632,-121.835278,244,0,0.71,0.71,2.92,103.9,59.4,83,90,38,58,
Lassen,7/1/2017,40.80968,-120.48641,2017-07-01T00:48:00Z,,157,Lassen,40.289799,-120.433948,57,0,0.45,0.74,2.41,92.5,55.2,75.1,67,13,36,
Riverside,7/2/2017,33.98639,-117.21314,2017-07-02T13:36:00Z,,153,Riverside,33.9,-117.17,238,0,0,0,0,108.6,62.2,80,97,6,45,
San Luis Obispo,7/2/2017,35.7751,-120.23656,2017-07-02T22:28:00Z,,150,San Luis Obispo,35.472556,-120.64814,163,0,0.07,0.77,2.3,77.1,45.9,61.2,94,48,71,
Madera,7/2/2017,37.12759,-120.0193,2017-07-02T13:04:00Z,,157,Madera,37.02,-120.15,188,0,0,0.02,0.57,96.8,56.6,76.7,87,26,49,
Butte,7/2/2017,39.74679,-121.67261,2017-07-02T13:43:00Z,,150,Butte,39.608639,-121.82443,12,0,0.6,0.76,3.9,93.1,63.8,77.8,95,47,66,
Siskiyou,7/2/2017,41.9808,-121.9741,2017-07-02T12:41:00Z,,155,Siskiyou,41.802476,-121.996159,236,0,2.21,2.61,3.85,89.7,38.7,66.9,92,23,46,
San Luis Obispo,7/3/2017,35.6871,-120.3187,2017-07-03T15:14:00Z,,150,San Luis Obispo,35.472556,-120.64814,163,0,0.05,0.74,2.28,80.9,49,65.1,94,39,62,
Madera,7/3/2017,36.90967,-119.79315,2017-07-03T13:34:00Z,,150,Madera,37.02,-120.15,188,0,0,0.02,0.57,97,59.1,79.5,87,25,47,
Trinity,7/3/2017,40.46836,-123.51619,2017-07-03T19:31:00Z,,148,Shasta,40.63,-122.31,224,0,0.5,1.57,7.43,96.3,63.1,80.6,82,21,41,Keep?
San Bernardino,7/4/2017,34.30104,-117.45646,2017-07-04T13:21:00Z,,150,San Bernardino,34.255942,-117.21814,192,0,0,0,1.13,83.9,46.3,67.5,79,14,33,
Los Angeles,7/4/2017,34.792882,-118.851943,2017-07-04T15:45:00Z,,135,Los Angeles,34.426361,-118.51758,204,0,0,0.27,0.37,101.1,59.5,79.2,70,13,30,
Tulare,7/4/2017,35.8556,-118.74542,2017-07-04T15:21:00Z,,135,Tulare,36.082056,-119.09342,169,0,0,0,0.61,100.1,62.6,81.2,76,21,47,
El Dorado,7/4/2017,38.559707,-120.70013,2017-07-04T14:45:00Z,,140,El Dorado,38.636111,-120.79305,228,0,0.24,0.67,4.97,90.4,65.7,78,50,21,33,
El Dorado,7/4/2017,38.5758,-120.915,2017-07-04T15:20:00Z,,136,El Dorado,38.636111,-120.79305,228,0,0.24,0.67,4.97,90.4,65.7,78,50,21,33,
Mendocino,7/4/2017,39.02482,-123.1362,2017-07-04T13:15:00Z,,146,Mendocino,38.982581,-123.08928,106,0,1.03,1.36,5.68,87.9,47.2,69.1,93,20,47,
Butte,7/4/2017,40.07613,-121.56858,2017-07-04T13:21:00Z,,143,Butte,39.608639,-121.82443,12,0,0.6,0.76,3.9,93.6,58.6,75.9,95,28,57,
Calaveras,7/4/2017,38.40234,-120.52953,2017-07-04T16:55:00Z,,130,Amador,38.508333,-120.79972,227,0,0.12,1.56,6.23,92.9,57.4,74.8,74,20,39,Keep?
San Diego,7/5/2017,32.6001,-116.76997,2017-07-05T16:56:00Z,,130,San Diego,32.628208,-116.93928,147,0,0.11,1.73,1.83,80.7,62,70.3,96,49,74,
San Luis Obispo,7/5/2017,35.78286,-120.22647,2017-07-05T08:24:00Z,,130,San Luis Obispo,35.472556,-120.64814,163,0,0.05,0.71,2.25,94.7,51.6,73.6,77,19,40,
Butte,7/5/2017,39.69717,-121.75417,2017-07-05T11:05:00Z,,134,Butte,39.608639,-121.82443,12,0,0.6,0.76,3.9,91.3,60.2,75.8,84,35,58,
Mariposa,7/5/2017,37.62823,-120.30046,2017-07-05T15:40:00Z,,125,Merced,37.314139,-120.3867,148,0,0.11,0.17,1.48,97.1,59.9,80.2,64,27,39,Keep?
Riverside,7/6/2017,34.009026,-117.239099,2017-07-06T15:44:00Z,,122,Riverside,33.964942,-117.33698,44,0,0,0.02,0.1,100.4,65.7,82,74,22,44,
Fresno,7/6/2017,36.5355,-120.6585,2017-07-06T12:29:00Z,,126,Fresno,36.634028,-120.38181,105,0,0,0.11,0.52,103.8,66.8,86.1,54,14,27,
Shasta,7/6/2017,40.69554,-122.0122,2017-07-06T12:41:00Z,,128,Shasta,40.63,-122.31,224,0,0.5,1.57,4.94,104.3,55.6,81.3,75,11,31,
Tuolumne,7/6/2017,37.90014,-120.36005,2017-07-06T13:00:00Z,,124,Stanislaus,37.727194,-120.85086,194,0,0,0.18,1.89,100.8,65.1,81.9,44,18,31,Keep?
Riverside,7/7/2017,33.88287,-116.99651,2017-07-07T10:00:00Z,,120,Riverside,33.9,-117.17,238,0,0,0,0,111,73.9,93.1,57,14,30,
Riverside,7/7/2017,33.950382,-116.884446,2017-07-07T16:23:00Z,,105,Riverside,33.9,-117.17,238,0,0,0,0,111,73.9,93.1,57,14,30,
San Luis Obispo,7/7/2017,35.31886,-120.50886,2017-07-07T09:18:00Z,,120,San Luis Obispo,35.305442,-120.66178,52,0,0,0.02,1.3,96.7,61.7,79,85,22,,
Fresno,7/7/2017,36.36113,-120.32685,2017-07-07T15:50:00Z,,102,Fresno,36.382028,-120.22985,190,0,0,0.05,0.46,108,79,98.4,44,13,,
Alameda,7/7/2017,37.7393,-121.85663,2017-07-07T14:52:00Z,,116,Alameda,37.663969,-121.88503,191,0.01,0.32,0.56,1.65,101.8,56.6,82,65,12,26,
Napa,7/7/2017,38.49336,-122.2483,2017-07-07T15:45:00Z,,114,Napa,38.428475,-122.41021,77,0,0,0,0.01,106,53,79.5,83,12,34,
Calaveras,7/7/2017,38.29113,-120.62177,2017-07-07T12:56:00Z,,117,Amador,38.508333,-120.79972,227,0,0.12,1.52,4.5,101.6,64.9,84.3,55,13,28,Keep?
San Diego,7/8/2017,32.64962,-116.37345,2017-07-08T18:30:00Z,,100,San Diego,32.628208,-116.93928,147,0,0.11,0.15,1.83,87.9,66.5,74.8,86,48,67,
San Bernardino,7/8/2017,34.035344,-116.940661,2017-07-08T18:58:00Z,,99,San Bernardino,34.237419,-116.86571,199,0.05,0.31,0.31,0.36,85.7,48,64.3,90,24,59,
San Luis Obispo,7/8/2017,35.3024,-120.65279,2017-07-08T11:00:00Z,,105,San Luis Obispo,35.305442,-120.66178,52,0,0,0.02,1.11,100.4,63.6,,68,17,,
Fresno,7/8/2017,36.93332,-119.43376,2017-07-08T15:26:00Z,,111,Fresno,36.721083,-119.38903,142,0,0,0,0.77,105,72.6,90.3,65,9,25,
Santa Clara,7/8/2017,36.99092,-121.59899,2017-07-08T16:47:00Z,,100,Santa Clara,37.015026,-121.53704,211,0,0.02,0.05,0.08,100.1,56.4,78.8,65,12,,
Santa Clara,7/8/2017,37.39801,-121.8179,2017-07-08T13:43:00Z,,101,Santa Clara,37.015026,-121.53704,211,0,0.02,0.05,0.08,100.1,56.4,78.8,65,12,,
Solano,7/8/2017,38.43658,-121.97233,2017-07-08T16:38:00Z,,100,Solano,38.501258,-121.97853,139,0,0.11,0.13,0.65,103.1,65.8,87.7,50,11,19,
Butte,7/8/2017,39.38416,-121.5786,2017-07-08T02:20:00Z,,111,Butte,39.386632,-121.835278,244,0,0.6,0.71,1.76,108.2,67.4,89.1,95,27,47,
Lake,7/8/2017,39.0199,-122.57487,2017-07-08T18:30:00Z,,100,Colusa,39.210667,-122.168889,250,0,0.25,0.32,0.83,98.8,64.9,82.5,79,31,52,Keep?
