Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,Extinguished,,,,,,,
Riverside,10/24/2017,33.87107,-116.88097,2017-10-24T10:27:00Z,33,,10,,,,2018-01-09T13:45:00Z,,,,2017-10-24,2017,10,24
Yuba,11/13/2017,39.23205,-121.376,2017-11-13T11:28:00Z,58,,10,,,,2018-01-09T13:46:00Z,,,,2017-11-13,2017,11,13
Kern,10/26/2017,34.87128,-118.35296,2017-10-26T20:00:00Z,15,,10,,,,2018-01-09T13:46:00Z,,,,2017-10-26,2017,10,26
Riverside,11/29/2017,33.94673,-117.17773,2017-11-29T12:19:00Z,33,,10,,,,2018-01-09T13:46:00Z,,,,2017-11-29,2017,11,29
Monterey,11/25/2017,36.44141,-121.34695,2017-11-25T16:46:00Z,27,,10,,,,2018-01-09T13:46:00Z,,,,2017-11-25,2017,11,25
Sonoma,11/2/2017,38.36685,-122.64001,2017-11-02T14:40:00Z,49,,0,,,,2018-01-09T13:46:00Z,,,,2017-11-02,2017,11,2
Napa,11/14/2017,38.31802,-122.39052,2017-11-14T16:11:00Z,28,,0,,,,2018-01-09T13:46:00Z,,,,2017-11-14,2017,11,14
Mariposa,10/31/2017,37.73596,-119.78256,2017-10-31T11:22:00Z,22,,0,,,,2018-01-09T13:46:00Z,,,,2017-10-31,2017,10,31
Siskiyou,12/7/2017,41.702,-123.508,2017-12-07T11:15:00Z,47,,0,,,,2018-01-09T13:47:00Z,,,,2017-12-07,2017,12,7
Modoc,12/7/2017,41.338,-120.304,2017-12-07T13:14:00Z,25,,0,,,,2018-01-09T13:47:00Z,,,,2017-12-07,2017,12,7
Glenn,12/5/2017,39.75425,-122.17657,2017-12-05T13:35:00Z,11,,0,,,,2018-01-09T13:47:00Z,,,,2017-12-05,2017,12,5
Lassen,12/4/2017,40.6361,-120.9643,2017-12-04T12:26:00Z,18,,0,,,,2018-01-09T13:47:00Z,,,,2017-12-04,2017,12,4
Siskiyou,12/5/2017,41.86609,-122.73031,2017-12-05T13:28:00Z,47,,0,,,,2018-01-09T13:47:00Z,,,,2017-12-05,2017,12,5
San Diego,12/28/2017,33.43513,-117.58252,2017-12-28T20:51:00Z,37,,0,,,,2018-01-09T13:49:00Z,,,,2017-12-28,2017,12,28
Siskiyou,12/21/2017,41.841,-123.474,2017-12-21T11:16:00Z,47,,0,,,,2018-01-09T13:49:00Z,,,,2017-12-21,2017,12,21
Tulare,12/13/2017,36.51912,-119.50606,2017-12-13T15:27:00Z,54,,0,,,,2018-01-09T13:49:00Z,,,,2017-12-13,2017,12,13
San Luis Obispo,12/16/2017,35.85253,-120.80411,2017-12-16T12:21:00Z,40,,0,,,,2018-01-09T13:49:00Z,,,,2017-12-16,2017,12,16
Butte,12/14/2017,39.51158,-121.55633,2017-12-14T12:59:00Z,4,,0,,,,2018-01-09T13:49:00Z,,,,2017-12-14,2017,12,14
Los Angeles,12/5/2017,34.45283,-118.58188,2017-12-05T11:31:00Z,19,,6049,,,,2018-01-18T09:58:00Z,,,,2017-12-05,2017,12,5
Los Angeles,12/6/2017,34.09454,-118.48178,2017-12-06T06:31:00Z,19,,422,,,,2018-01-23T08:11:00Z,,,,2017-12-06,2017,12,6
Napa,10/8/2017,38.4041,-122.5209,2017-10-08T23:36:00Z,"28,49",,56556,,,,2018-02-09T08:56:00Z,,,,2017-10-08,2017,10,8
Sonoma,10/8/2017,38.4041,-122.5209,2017-10-08T21:45:00Z,"28,49",,56556,,,,2018-02-09T09:27:00Z,,,,2017-10-08,2017,10,8
Napa,10/8/2017,38.39206,-122.24367,2017-10-08T21:45:00Z,"28,48",,51624,,,,2018-02-09T09:27:00Z,,,,2017-10-08,2017,10,8
Solano,10/8/2017,38.39206,-122.24367,2017-10-08T23:59:00Z,"28,48",,51624,,,,2018-02-09T09:29:00Z,,,,2017-10-08,2017,10,8
Napa,10/8/2017,38.60895,-122.62879,2017-10-08T22:00:00Z,"28,49",,36807,,,,2018-02-09T09:30:00Z,,,,2017-10-08,2017,10,8
Sonoma,10/8/2017,38.60895,-122.62879,2017-10-08T22:00:00Z,"28,49",,36807,,,,2018-02-09T09:30:00Z,,,,2017-10-08,2017,10,8
Mendocino,10/9/2017,39.24873,-123.16635,2017-10-09T03:30:00Z,23,,36523,,,,2018-02-09T09:32:00Z,,,,2017-10-09,2017,10,9
Sonoma,10/8/2017,38.76549,-122.90939,2017-10-08T21:52:00Z,49,,17357,,,,2018-02-09T09:37:00Z,,,,2017-10-08,2017,10,8
Yuba,10/8/2017,39.32198,-121.4021,2017-10-08T21:52:00Z,58,,9989,,,,2018-02-09T09:37:00Z,,,,2017-10-08,2017,10,8
Butte,10/8/2017,39.62496,-121.52966,2017-10-08T23:03:00Z,4,,8417,,,,2018-02-09T09:39:00Z,,,,2017-10-08,2017,10,8
Butte,10/8/2017,39.39455,-121.40613,2017-10-08T21:45:00Z,4,,6151,,,,2018-02-09T09:48:00Z,,,,2017-10-08,2017,10,8
Lake,10/9/2017,39.01387,-122.64543,2017-10-09T00:57:00Z,17,,2207,,,,2018-02-09T09:50:00Z,,,,2017-10-09,2017,10,9
Nevada,10/9/2017,39.24549,-121.12792,2017-10-09T00:01:00Z,29,,821,,,,2018-02-09T09:51:00Z,,,,2017-10-09,2017,10,9
Nevada,10/9/2017,39.19325,-121.08406,2017-10-09T00:00:00Z,29,,76,,,,2018-02-09T09:52:00Z,,,,2017-10-09,2017,10,9
Los Angeles,8/31/2017,34.52055,-118.62882,2017-08-31T16:32:00Z,19,,30,,,,2018-03-22T16:34:00Z,,,,2017-08-31,2017,8,31
Tuolumne,9/19/2017,37.896778,-120.504134,2017-09-19T00:22:00Z,55,,39,,,,2018-03-26T10:49:00Z,,,,2017-09-19,2017,9,19
Orange,9/25/2017,33.8668,-117.68598,2017-09-25T13:03:00Z,30,,2662,,,,2018-03-28T11:36:00Z,,,,2017-09-25,2017,9,25
Kern,10/15/2017,35.3091,-118.701,2017-10-15T17:11:00Z,15,,184,,,,2018-04-03T10:46:00Z,,,,2017-10-15,2017,10,15
Orange,10/9/2017,33.87041,-117.70975,2017-10-09T09:51:00Z,30,,9217,,,,2018-04-05T10:47:00Z,,,,2017-10-09,2017,10,9
Alameda,9/19/2017,37.63358,-121.49925,2017-09-19T14:05:00Z,1,,155,,,,2018-04-05T10:48:00Z,,,,2017-09-19,2017,9,19
Sonoma,10/14/2017,38.46123,-122.58152,2017-10-14T20:35:00Z,49,,100,,,,2018-04-05T12:01:00Z,,,,2017-10-14,2017,10,14
San Bernardino,7/14/2017,34.09773,-117.10567,2017-07-14T14:23:00Z,36,,460,,,,2018-04-12T14:52:00Z,,,,2017-07-14,2017,7,14
San Diego,7/22/2017,33.34659,-116.66107,2017-07-22T15:00:00Z,37,,255,,,,2018-04-12T14:52:00Z,,,,2017-07-22,2017,7,22
Butte,7/19/2017,39.76243,-121.74121,2017-07-19T16:02:00Z,4,,103,,,,2018-04-12T14:52:00Z,,,,2017-07-19,2017,7,19
Los Angeles,6/20/2016,0,0,2016-06-20T13:59:00Z,19,,5399,,,,2018-04-23T15:07:00Z,,,,2016-06-20,2016,6,20
Los Angeles,12/5/2017,34.31283,-118.35863,2017-12-05T03:44:00Z,19,,15619,,,,2018-08-06T10:52:00Z,,,,2017-12-05,2017,12,5
Butte,8/29/2017,39.57701,-121.30209,2017-08-29T13:16:00Z,4,,4016,,,,2018-08-30T15:27:00Z,,,,2017-08-29,2017,8,29
Butte,11/8/2018,39.8134,-121.4347,2018-11-08T06:33:00Z,4,,153336,,,,2018-11-25T08:00:00Z,,,,2018-11-08,2018,11,8
Inyo,2/18/2018,37.40208,-118.50235,2018-02-18T14:12:00Z,14,,2070,,,,2019-01-03T09:43:00Z,,,,2018-02-18,2018,2,18
Inyo,2/7/2018,36.71537,-118.08449,2018-02-07T15:53:00Z,14,,1265,,,,2019-01-03T09:43:00Z,,,,2018-02-07,2018,2,7
Santa Barbara,1/9/2018,34.0232,-119.76576,2018-01-09T04:00:00Z,42,,258,,,,2019-01-03T09:43:00Z,,,,2018-01-09,2018,1,9
Monterey,1/9/2018,35.96689,-121.28185,2018-01-09T04:00:00Z,27,,50,,,,2019-01-03T09:43:00Z,,,,2018-01-09,2018,1,9
Tulare,3/27/2018,0,0,2018-03-27T14:45:00Z,54,,33,,,,2019-01-03T09:44:00Z,,,,2018-03-27,2018,3,27
Fresno,2/18/2018,35.92436,-119.94083,2018-02-18T13:45:00Z,10,,30,,,,2019-01-03T09:44:00Z,,,,2018-02-18,2018,2,18
Riverside,3/27/2018,33.86439,-117.48144,2018-03-27T16:20:00Z,33,,21,,,,2019-01-03T09:45:00Z,,,,2018-03-27,2018,3,27
Riverside,4/12/2018,33.88744,-117.16232,2018-04-12T14:30:00Z,33,,18,,,,2019-01-03T09:46:00Z,,,,2018-04-12,2018,4,12
Riverside,4/9/2018,33.711263,-116.164058,2018-04-09T18:18:00Z,33,,15,,,,2019-01-03T09:46:00Z,,,,2018-04-09,2018,4,9
Shasta,4/15/2018,40.4635,-121.77419,2018-04-15T04:38:00Z,45,,11,,,,2019-01-03T09:46:00Z,,,,2018-04-15,2018,4,15
Humboldt,4/19/2018,40.70258,-123.55012,2018-04-19T10:28:00Z,12,,0,,,,2019-01-03T13:09:00Z,,,,2018-04-19,2018,4,19
Santa Barbara,4/22/2018,0,0,2018-04-22T13:35:00Z,"42,56",,0,,,,2019-01-03T13:10:00Z,,,,2018-04-22,2018,4,22
Ventura,4/24/2018,0,0,2018-04-24T16:59:00Z,"42,56",,0,,,,2019-01-03T15:23:00Z,,,,2018-04-24,2018,4,24
Colusa,11/8/2018,39.243283,-123.103367,2018-11-08T14:24:00Z,"6,11,17,23",,410203,,,,2019-01-04T08:42:00Z,,,,2018-11-08,2018,11,8
Glenn,11/8/2018,39.243283,-123.103367,2018-11-08T14:24:00Z,"6,11,17,23",,410203,,,,2019-01-04T08:42:00Z,,,,2018-11-08,2018,11,8
Lake,11/29/2018,39.243283,-123.103367,2018-11-29T23:30:00Z,"6,11,17,23",,410203,,,,2019-01-04T08:42:00Z,,,,2018-11-29,2018,11,29
Mendocino,11/8/2018,39.243283,-123.103367,2018-11-08T14:03:00Z,"6,11,17,23",,410203,,,,2019-01-04T08:43:00Z,,,,2018-11-08,2018,11,8
Shasta,11/15/2018,40.65428,-122.62357,2018-11-15T01:39:00Z,"45,53",,229651,,,,2019-01-04T08:44:00Z,,,,2018-11-15,2018,11,15
Trinity,11/15/2018,40.65428,-122.62357,2018-11-15T13:31:00Z,"45,53",,229651,,,,2019-01-04T08:44:00Z,,,,2018-11-15,2018,11,15
Los Angeles,11/16/2018,34.235,-118.70128,2018-11-16T11:01:00Z,"19,56",,96949,,,,2019-01-04T08:44:00Z,,,,2018-11-16,2018,11,16
Ventura,11/13/2018,34.235,-118.70128,2018-11-13T08:19:00Z,"19,56",,96949,,,,2019-01-04T08:45:00Z,,,,2018-11-13,2018,11,13
Mariposa,11/14/2018,37.6549,-119.88581,2018-11-14T14:56:00Z,22,,96901,,,,2019-01-04T08:45:00Z,,,,2018-11-14,2018,11,14
Napa,11/12/2018,38.80583,-122.18183,2018-11-12T10:06:00Z,"28,57",,90288,,,,2019-01-04T08:46:00Z,,,,2018-11-12,2018,11,12
Yolo,11/12/2018,38.80583,-122.18183,2018-11-12T17:39:00Z,"28,57",,90288,,,,2019-01-04T08:46:00Z,,,,2018-11-12,2018,11,12
Shasta,11/8/2018,40.9425,-122.43,2018-11-08T13:28:00Z,"45,53",,63311,,,,2019-01-04T08:47:00Z,,,,2018-11-08,2018,11,8
Trinity,11/8/2018,40.9425,-122.43,2018-11-08T11:25:00Z,"45,53",,63311,,,,2019-01-04T08:47:00Z,,,,2018-11-08,2018,11,8
Colusa,11/8/2018,39.04786,-123.11971,2018-11-08T11:58:00Z,"6,17,23",,48920,,,,2019-01-04T08:49:00Z,,,,2018-11-08,2018,11,8
Lake,10/30/2018,39.04786,-123.11971,2018-10-30T14:46:00Z,"6,17,23",,48920,,,,2019-01-04T08:50:00Z,,,,2018-10-30,2018,10,30
Mendocino,11/5/2018,39.04786,-123.11971,2018-11-05T10:17:00Z,"6,17,23",,48920,,,,2019-01-04T08:50:00Z,,,,2018-11-05,2018,11,5
Shasta,11/3/2018,40.896,-122.219,2018-11-03T21:28:00Z,45,,46150,,,,2019-01-04T08:50:00Z,,,,2018-11-03,2018,11,3
Modoc,10/24/2018,41.38544,-121.04386,2018-10-24T12:18:00Z,25,,39387,,,,2019-01-04T08:51:00Z,,,,2018-10-24,2018,10,24
Siskiyou,10/19/2018,41.893332,-122.534655,2018-10-19T14:10:00Z,47,,38008,,,,2019-01-04T08:52:00Z,,,,2018-10-19,2018,10,19
Tuolumne,10/15/2018,38.349,-119.929,2018-10-15T11:57:00Z,55,,36450,,,,2019-01-04T08:52:00Z,,,,2018-10-15,2018,10,15
Orange,10/14/2018,33.69888,-117.52055,2018-10-14T11:33:00Z,30,,23136,,,,2019-01-04T08:53:00Z,,,,2018-10-14,2018,10,14
Lassen,10/13/2018,40.633536,-120.868091,2018-10-13T14:43:00Z,18,,18703,,,,2019-01-04T08:54:00Z,,,,2018-10-13,2018,10,13
Lake,10/14/2018,39.0674,-122.59848,2018-10-14T06:45:00Z,17,,15185,,,,2019-01-04T08:54:00Z,,,,2018-10-14,2018,10,14
Riverside,10/12/2018,0,0,2018-10-12T11:21:00Z,33,,13139,,,,2019-01-04T08:55:00Z,,,,2018-10-12,2018,10,12
San Joaquin,10/10/2018,38.052055,-120.945482,2018-10-10T21:50:00Z,39,,12300,,,,2019-01-04T08:55:00Z,,,,2018-10-10,2018,10,10
Mono,10/7/2018,38.347395,-119.45186,2018-10-07T13:00:00Z,26,,6974,,,,2019-01-04T08:57:00Z,,,,2018-10-07,2018,10,7
Merced,10/7/2018,37.39339,-120.34207,2018-10-07T12:51:00Z,24,,4564,,,,2019-01-04T08:57:00Z,,,,2018-10-07,2018,10,7
Ventura,10/2/2018,34.22685,-118.93444,2018-10-02T12:32:00Z,56,,4531,,,,2019-01-04T08:57:00Z,,,,2018-10-02,2018,10,2
Solano,10/7/2018,0,0,2018-10-07T12:57:00Z,48,,4500,,,,2019-01-04T08:57:00Z,,,,2018-10-07,2018,10,7
Madera,9/29/2018,37.571,-119.118,2018-09-29T09:30:00Z,20,,4064,,,,2019-01-04T08:58:00Z,,,,2018-09-29,2018,9,29
Tehama,9/28/2018,40.22027778,-122.18,2018-09-28T14:44:00Z,52,,3889,,,,2019-01-04T08:58:00Z,,,,2018-09-28,2018,9,28
Tehama,9/28/2018,40.35068,-121.77867,2018-09-28T13:08:00Z,52,,3716,,,,2019-01-04T08:59:00Z,,,,2018-09-28,2018,9,28
Humboldt,9/26/2018,41.07944,-123.688056,2018-09-26T10:56:00Z,12,,3674,,,,2019-01-04T09:00:00Z,,,,2018-09-26,2018,9,26
Los Angeles,9/24/2018,34.48229,-118.60858,2018-09-24T00:41:00Z,19,,3380,,,,2019-01-04T09:01:00Z,,,,2018-09-24,2018,9,24
Kings,9/23/2018,35.97896,-119.98329,2018-09-23T16:23:00Z,16,,2995,,,,2019-01-04T09:02:00Z,,,,2018-09-23,2018,9,23
Tehama,9/22/2018,39.94355,-122.3571,2018-09-22T14:30:00Z,52,,2956,,,,2019-01-04T09:03:00Z,,,,2018-09-22,2018,9,22
Kern,9/22/2018,35.37444,-118.83556,2018-09-22T15:44:00Z,15,,2950,,,,2019-01-04T09:03:00Z,,,,2018-09-22,2018,9,22
Inyo,9/22/2018,36.6734,-118.21881,2018-09-22T14:41:00Z,14,,2883,,,,2019-01-04T09:03:00Z,,,,2018-09-22,2018,9,22
Napa,9/20/2018,38.69601,-122.44468,2018-09-20T12:39:00Z,28,,2490,,,,2019-01-04T09:03:00Z,,,,2018-09-20,2018,9,20
Glenn,9/13/2018,39.64978,-122.58218,2018-09-13T15:37:00Z,11,,2290,,,,2019-01-04T09:04:00Z,,,,2018-09-13,2018,9,13
Monterey,9/16/2018,35.847778,-120.343056,2018-09-16T08:34:00Z,27,,2225,,,,2019-01-04T09:04:00Z,,,,2018-09-16,2018,9,16
Solano,9/14/2018,38.431278,-122.043747,2018-09-14T19:32:00Z,48,,2162,,,,2019-01-04T09:04:00Z,,,,2018-09-14,2018,9,14
Modoc,9/9/2018,41.29363,-120.11461,2018-09-09T12:10:00Z,25,,2100,,,,2019-01-04T09:05:00Z,,,,2018-09-09,2018,9,9
Shasta,9/10/2018,40.99344,-121.52225,2018-09-10T19:00:00Z,45,,1900,,,,2019-01-04T09:05:00Z,,,,2018-09-10,2018,9,10
Merced,9/8/2018,36.85156,-120.77206,2018-09-08T14:29:00Z,24,,1756,,,,2019-01-04T09:06:00Z,,,,2018-09-08,2018,9,8
Trinity,9/8/2018,40.616251,-123.52019,2018-09-08T13:34:00Z,53,,1751,,,,2019-01-04T09:06:00Z,,,,2018-09-08,2018,9,8
Shasta,9/12/2018,40.50318,-122.42308,2018-09-12T11:25:00Z,45,,1678,,,,2019-01-04T09:06:00Z,,,,2018-09-12,2018,9,12
Solano,9/5/2018,38.21396,-121.9424,2018-09-05T12:51:00Z,48,,1500,,,,2019-01-04T09:07:00Z,,,,2018-09-05,2018,9,5
San Luis Obispo,9/5/2018,35.73629,-120.75593,2018-09-05T12:51:00Z,40,,1500,,,,2019-01-04T09:07:00Z,,,,2018-09-05,2018,9,5
Los Angeles,9/4/2018,34.5486,-118.31138,2018-09-04T15:20:00Z,19,,1352,,,,2019-01-04T09:08:00Z,,,,2018-09-04,2018,9,4
San Bernardino,9/4/2018,34.095568,-116.958806,2018-09-04T14:43:00Z,36,,1350,,,,2019-01-04T09:08:00Z,,,,2018-09-04,2018,9,4
San Benito,9/4/2018,36.40755,-120.99322,2018-09-04T14:26:00Z,35,,1314,,,,2019-01-04T09:09:00Z,,,,2018-09-04,2018,9,4
Riverside,9/4/2018,33.62924,-117.05992,2018-09-04T15:03:00Z,33,,1261,,,,2019-01-04T09:09:00Z,,,,2018-09-04,2018,9,4
Sutter,9/3/2018,39.186144,-121.792885,2018-09-03T16:38:00Z,51,,1200,,,,2019-01-04T09:10:00Z,,,,2018-09-03,2018,9,3
Placer,9/2/2018,39.268611,-120.658333,2018-09-02T14:02:00Z,31,,1120,,,,2019-01-04T09:11:00Z,,,,2018-09-02,2018,9,2
Santa Barbara,9/3/2018,35.11416667,-120.0922222,2018-09-03T13:58:00Z,42,,1014,,,,2019-01-04T09:11:00Z,,,,2018-09-03,2018,9,3
Kern,9/2/2018,35.387408,-118.817934,2018-09-02T14:53:00Z,15,,993,,,,2019-01-04T09:11:00Z,,,,2018-09-02,2018,9,2
Mendocino,9/1/2018,39.82877,-123.08489,2018-09-01T14:22:00Z,23,,972,,,,2019-01-04T09:12:00Z,,,,2018-09-01,2018,9,1
Butte,8/31/2018,39.77124,-121.76859,2018-08-31T17:58:00Z,4,,962,,,,2019-01-04T09:12:00Z,,,,2018-08-31,2018,8,31
Tehama,8/30/2018,40.33682,-121.93908,2018-08-30T15:44:00Z,52,,856,,,,2019-01-04T09:12:00Z,,,,2018-08-30,2018,8,30
Amador,8/27/2018,38.42623,-120.95408,2018-08-27T23:19:00Z,3,,825,,,,2019-01-04T09:13:00Z,,,,2018-08-27,2018,8,27
Yolo,8/27/2018,38.59694444,-121.9938889,2018-08-27T10:49:00Z,57,,822,,,,2019-01-04T09:13:00Z,,,,2018-08-27,2018,8,27
Placer,8/26/2018,38.82426,-121.451307,2018-08-26T18:04:00Z,31,,700,,,,2019-01-04T09:14:00Z,,,,2018-08-26,2018,8,26
Tulare,8/26/2018,35.79012,-118.7393,2018-08-26T14:23:00Z,54,,668,,,,2019-01-04T09:14:00Z,,,,2018-08-26,2018,8,26
Monterey,8/23/2018,36.00912,-120.82226,2018-08-23T15:40:00Z,27,,650,,,,2019-01-04T09:15:00Z,,,,2018-08-23,2018,8,23
Lassen,8/25/2018,40.3768,-120.36403,2018-08-25T11:58:00Z,18,,646,,,,2019-01-04T09:15:00Z,,,,2018-08-25,2018,8,25
Alameda,8/22/2018,37.75646,-121.60646,2018-08-22T13:45:00Z,1,,640,,,,2019-01-04T09:15:00Z,,,,2018-08-22,2018,8,22
Tuolumne,8/19/2018,37.83388,-120.61746,2018-08-19T13:37:00Z,55,,573,,,,2019-01-04T09:16:00Z,,,,2018-08-19,2018,8,19
Butte,8/18/2018,39.36529,-121.51707,2018-08-18T15:17:00Z,4,,550,,,,2019-01-04T09:16:00Z,,,,2018-08-18,2018,8,18
San Benito,8/19/2018,36.378333,-120.901167,2018-08-19T07:32:00Z,35,,513,,,,2019-01-04T09:16:00Z,,,,2018-08-19,2018,8,19
San Diego,8/17/2018,32.833674,-116.7311,2018-08-17T18:47:00Z,37,,504,,,,2019-01-04T09:16:00Z,,,,2018-08-17,2018,8,17
Alameda,8/19/2018,37.75375,-121.57918,2018-08-19T15:55:00Z,1,,484,,,,2019-01-04T09:16:00Z,,,,2018-08-19,2018,8,19
Lassen,8/16/2018,40.316137,-120.45053,2018-08-16T09:18:00Z,18,,441,,,,2019-01-04T09:17:00Z,,,,2018-08-16,2018,8,16
Monterey,8/16/2018,36.35502,-121.1563,2018-08-16T16:06:00Z,27,,400,,,,2019-01-04T09:17:00Z,,,,2018-08-16,2018,8,16
Kern,8/17/2018,35.51777778,-118.6525,2018-08-17T19:19:00Z,15,,367,,,,2019-01-04T09:17:00Z,,,,2018-08-17,2018,8,17
San Diego,7/27/2018,33.07892,-116.91845,2018-07-27T13:01:00Z,37,,365,,,,2019-01-04T09:18:00Z,,,,2018-07-27,2018,7,27
Madera,7/27/2018,37.38789,-119.68912,2018-07-27T13:01:00Z,20,,360,,,,2019-01-04T09:18:00Z,,,,2018-07-27,2018,7,27
Butte,7/27/2018,39.59872,-121.78208,2018-07-27T13:01:00Z,4,,347,,,,2019-01-04T09:18:00Z,,,,2018-07-27,2018,7,27
Inyo,8/15/2018,37.735461,-118.970443,2018-08-15T17:14:00Z,14,,338,,,,2019-01-04T09:19:00Z,,,,2018-08-15,2018,8,15
Shasta,8/13/2018,40.52909,-122.17457,2018-08-13T14:58:00Z,45,,328,,,,2019-01-04T09:19:00Z,,,,2018-08-13,2018,8,13
Santa Clara,8/12/2018,37.449425,-121.88807,2018-08-12T14:20:00Z,43,,320,,,,2019-01-04T09:19:00Z,,,,2018-08-12,2018,8,12
El Dorado,8/15/2018,38.539806,-121.059979,2018-08-15T18:05:00Z,9,,316,,,,2019-01-04T09:20:00Z,,,,2018-08-15,2018,8,15
Trinity,8/10/2018,40.60402,-122.9144,2018-08-10T16:57:00Z,53,,300,,,,2019-01-04T09:20:00Z,,,,2018-08-10,2018,8,10
Madera,8/11/2018,37.10181,-119.623981,2018-08-11T14:12:00Z,20,,300,,,,2019-01-04T09:20:00Z,,,,2018-08-11,2018,8,11
San Diego,8/9/2018,33.389425,-117.502405,2018-08-09T14:21:00Z,37,,300,,,,2019-01-04T09:20:00Z,,,,2018-08-09,2018,8,9
Kern,8/9/2018,0,0,2018-08-09T01:55:00Z,15,,293,,,,2019-01-04T09:21:00Z,,,,2018-08-09,2018,8,9
Calaveras,8/9/2018,38.061298,-120.872244,2018-08-09T14:34:00Z,5,,290,,,,2019-01-04T09:21:00Z,,,,2018-08-09,2018,8,9
Madera,8/9/2018,37.197039,-120.002619,2018-08-09T13:09:00Z,20,,289,,,,2019-01-04T09:21:00Z,,,,2018-08-09,2018,8,9
Riverside,8/7/2018,33.836101,-117.607577,2018-08-07T02:11:00Z,33,,282,,,,2019-01-04T09:22:00Z,,,,2018-08-07,2018,8,7
San Benito,12/31/1969,36.65351,-121.0454,1969-12-31T16:00:00Z,35,,278,,,,2019-01-04T09:22:00Z,,,,1969-12-31,1969,12,31
Contra Costa,8/6/2018,37.94714,-121.9921,2018-08-06T13:20:00Z,7,,268,,,,2019-01-04T09:23:00Z,,,,2018-08-06,2018,8,6
Tehama,8/6/2018,40.18395,-122.27574,2018-08-06T17:29:00Z,52,,268,,,,2019-01-04T09:23:00Z,,,,2018-08-06,2018,8,6
San Diego,8/6/2018,32.63046,-116.46674,2018-08-06T12:59:00Z,37,,265,,,,2019-01-04T09:23:00Z,,,,2018-08-06,2018,8,6
Tehama,8/6/2018,40.34256,-121.43025,2018-08-06T16:26:00Z,52,,261,,,,2019-01-04T09:23:00Z,,,,2018-08-06,2018,8,6
San Luis Obispo,8/6/2018,35.33916,-120.71488,2018-08-06T14:19:00Z,40,,260,,,,2019-01-04T09:23:00Z,,,,2018-08-06,2018,8,6
San Diego,8/5/2018,33.076239,-116.902985,2018-08-05T04:19:00Z,37,,250,,,,2019-01-04T09:24:00Z,,,,2018-08-05,2018,8,5
Contra Costa,8/4/2018,37.89612,-121.85847,2018-08-04T13:57:00Z,7,,247,,,,2019-01-04T09:24:00Z,,,,2018-08-04,2018,8,4
Siskiyou,8/6/2018,41.70877,-122.47293,2018-08-06T10:31:00Z,47,,224,,,,2019-01-04T09:24:00Z,,,,2018-08-06,2018,8,6
Siskiyou,8/4/2018,41.085,-123.051,2018-08-04T17:32:00Z,47,,215,,,,2019-01-04T09:25:00Z,,,,2018-08-04,2018,8,4
San Benito,8/1/2018,36.37532,-120.862579,2018-08-01T17:48:00Z,35,,215,,,,2019-01-04T09:26:00Z,,,,2018-08-01,2018,8,1
San Diego,8/3/2018,33.41476,-117.24044,2018-08-03T14:48:00Z,37,,207,,,,2019-01-04T09:26:00Z,,,,2018-08-03,2018,8,3
Riverside,8/1/2018,33.571763,-116.500058,2018-08-01T15:53:00Z,33,,205,,,,2019-01-04T09:26:00Z,,,,2018-08-01,2018,8,1
Kern,8/1/2018,34.91482,-118.92485,2018-08-01T14:40:00Z,15,,200,,,,2019-01-04T09:27:00Z,,,,2018-08-01,2018,8,1
Merced,7/31/2018,37.33924,-120.24315,2018-07-31T17:34:00Z,24,,200,,,,2019-01-04T09:28:00Z,,,,2018-07-31,2018,7,31
Butte,8/1/2018,39.491737,-121.637759,2018-08-01T13:11:00Z,4,,191,,,,2019-01-04T09:28:00Z,,,,2018-08-01,2018,8,1
Ventura,8/1/2018,34.26734825,-118.6438159,2018-08-01T13:57:00Z,56,,186,,,,2019-01-04T09:28:00Z,,,,2018-08-01,2018,8,1
Merced,7/31/2018,37.05876,-121.176354,2018-07-31T15:28:00Z,24,,185,,,,2019-01-04T09:29:00Z,,,,2018-07-31,2018,7,31
Los Angeles,7/31/2018,37.97638,-122.5275,2018-07-31T15:07:00Z,19,,175,,,,2019-01-04T09:29:00Z,,,,2018-07-31,2018,7,31
Orange,7/29/2018,33.55132,-117.72044,2018-07-29T16:22:00Z,30,,175,,,,2019-01-04T09:29:00Z,,,,2018-07-29,2018,7,29
Santa Barbara,7/28/2018,34.576944,-119.61416,2018-07-28T16:30:00Z,42,,172,,,,2019-01-04T09:30:00Z,,,,2018-07-28,2018,7,28
Tehama,7/28/2018,40.12791,-122.19792,2018-07-28T15:38:00Z,52,,170,,,,2019-01-04T09:30:00Z,,,,2018-07-28,2018,7,28
Monterey,7/28/2018,36.18401,-120.69955,2018-07-28T15:14:00Z,27,,167,,,,2019-01-04T09:31:00Z,,,,2018-07-28,2018,7,28
Lassen,7/27/2018,40.34822,-120.82497,2018-07-27T13:32:00Z,18,,167,,,,2019-01-04T09:32:00Z,,,,2018-07-27,2018,7,27
Los Angeles,7/27/2018,34.2325,-117.846111,2018-07-27T16:12:00Z,19,,166,,,,2019-01-04T09:32:00Z,,,,2018-07-27,2018,7,27
Tuolumne,7/27/2018,37.80785,-120.30187,2018-07-27T13:28:00Z,55,,163,,,,2019-01-04T09:32:00Z,,,,2018-07-27,2018,7,27
