Counties (Location),FormattedDate,Latitude,Longitude,Extinguished (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,Extinguished,,Started
Fresno,1/9/2018,36.099681,-120.443545,2018-01-09T12:44:00Z,10,,31,,,,2018-01-09T12:46:00Z,,2017-08-28T22:00:00Z
Kern,1/9/2018,35.60001,-118.4683,2018-01-09T09:55:00Z,15,,31,,,,2018-01-09T12:46:00Z,,2017-08-28T21:38:00Z
Humboldt,1/9/2018,40.27582,-123.64281,2018-01-09T12:18:00Z,12,,30,,,,2018-01-09T12:46:00Z,,2017-08-28T08:01:00Z
Riverside,1/9/2018,33.96896,-117.25411,2018-01-09T11:42:00Z,33,,30,,,,2018-01-09T12:46:00Z,,2017-08-28T17:06:00Z
El Dorado,1/9/2018,38.77921,-120.46234,2018-01-09T13:35:00Z,9,,29,,,,2018-01-09T12:47:00Z,,2017-08-29T08:29:00Z
Tehama,1/9/2018,40.29118,-122.42606,2018-01-09T11:51:00Z,52,,29,,,,2018-01-09T12:47:00Z,,2017-08-29T15:15:00Z
Butte,1/9/2018,39.8255,-121.7127,2018-01-09T13:24:00Z,4,,28,,,,2018-01-09T12:47:00Z,,2017-08-29T14:36:00Z
Modoc,1/9/2018,41.4844,-120.36659,2018-01-09T12:48:00Z,25,,28,,,,2018-01-09T12:47:00Z,,2017-08-29T15:39:00Z
Del Norte,1/9/2018,41.93323,-124.19629,2018-01-09T11:08:00Z,8,,28,,,,2018-01-09T12:48:00Z,,2017-08-30T08:30:00Z
Riverside,1/9/2018,33.79925,-117.11659,2018-01-09T10:33:00Z,33,,28,,,,2018-01-09T12:48:00Z,,2017-08-30T15:38:00Z
Modoc,1/9/2018,41.64469,-120.31814,2018-01-09T12:48:00Z,25,,27,,,,2018-01-09T12:48:00Z,,2017-08-30T16:51:00Z
Riverside,1/9/2018,33.82165,-116.96079,2018-01-09T10:24:00Z,33,,27,,,,2018-01-09T12:48:00Z,,2017-08-30T11:38:00Z
Yuba,1/9/2018,39.03168,-121.40947,2018-01-09T13:25:00Z,58,,26,,,,2018-01-09T12:48:00Z,,2017-08-30T14:50:00Z
Riverside,1/9/2018,33.71025,-117.31924,2018-01-09T10:59:00Z,33,,26,,,,2018-01-09T12:49:00Z,,2017-08-30T18:00:00Z
Riverside,1/9/2018,33.94788,-116.59719,2018-01-09T10:23:00Z,33,,26,,,,2018-01-09T12:49:00Z,,2017-09-01T13:26:00Z
San Diego,1/9/2018,33.18716,-116.50897,2018-01-09T13:40:00Z,37,,25,,,,2018-01-09T12:49:00Z,,2017-08-31T10:13:00Z
San Luis Obispo,1/9/2018,35.76343,-121.04445,2018-01-09T13:23:00Z,40,,25,,,,2018-01-09T12:49:00Z,,2017-08-31T13:57:00Z
San Diego,1/9/2018,32.59252,-116.61609,2018-01-09T13:19:00Z,37,,25,,,,2018-01-09T12:49:00Z,,2017-09-01T11:21:00Z
Shasta,1/9/2018,40.71923,-122.02525,2018-01-09T12:49:00Z,45,,25,,,,2018-01-09T12:50:00Z,,2017-09-02T13:33:00Z
San Diego,1/9/2018,32.7789,-116.8516,2018-01-09T11:09:00Z,37,,25,,,,2018-01-09T12:50:00Z,,2017-09-03T16:23:00Z
Madera,1/9/2018,37.02081,-119.95136,2018-01-09T10:35:00Z,20,,25,,,,2018-01-09T12:50:00Z,,2017-09-01T14:37:00Z
Los Angeles,1/9/2018,34.29931,-118.37539,2018-01-09T10:24:00Z,19,,25,,,,2018-01-09T12:50:00Z,,2017-09-01T04:20:00Z
San Diego,1/9/2018,32.679,-116.29296,2018-01-09T10:10:00Z,37,,25,,,,2018-01-09T12:50:00Z,,2017-09-03T16:59:00Z
Riverside,1/9/2018,33.50488,-117.02132,2018-01-09T13:32:00Z,33,,23,,,,2018-01-09T12:50:00Z,,2017-09-03T19:17:00Z
Alameda,1/9/2018,37.77982,-122.169,2018-01-09T13:25:00Z,1,,22,,,,2018-01-09T12:51:00Z,,2017-09-03T13:10:00Z
Calaveras,1/9/2018,38.20176,-120.67848,2018-01-09T11:44:00Z,5,,22,,,,2018-01-09T12:51:00Z,,2017-09-03T09:23:00Z
Napa,1/9/2018,38.68347,-122.2654,2018-01-09T10:31:00Z,28,,22,,,,2018-01-09T13:18:00Z,,2017-09-05T18:38:00Z
San Luis Obispo,1/9/2018,35.41112,-120.00353,2018-01-09T13:42:00Z,40,,21,,,,2018-01-09T13:18:00Z,,2017-09-03T13:06:00Z
Lake,1/9/2018,39.01748,-122.49327,2018-01-09T13:19:00Z,17,,21,,,,2018-01-09T13:18:00Z,,2017-09-03T20:32:00Z
Tulare,1/9/2018,36.10858,-118.81979,2018-01-09T11:44:00Z,54,,21,,,,2018-01-09T13:19:00Z,,2017-09-11T15:11:00Z
Butte,1/9/2018,39.364,-121.4143,2018-01-09T11:00:00Z,4,,21,,,,2018-01-09T13:19:00Z,,2017-09-10T13:49:00Z
Shasta,1/9/2018,0,0,2018-01-09T10:32:00Z,45,,21,,,,2018-01-09T13:19:00Z,,2017-09-07T15:41:00Z
San Benito,1/9/2018,36.35578,-120.99552,2018-01-09T10:07:00Z,35,,21,,,,2018-01-09T13:19:00Z,,2017-09-05T14:55:00Z
Humboldt,1/9/2018,40.88516,-123.96844,2018-01-09T13:30:00Z,12,,20,,,,2018-01-09T13:19:00Z,,2017-09-11T10:00:00Z
Sonoma,1/9/2018,38.51937,-123.24713,2018-01-09T13:30:00Z,49,,20,,,,2018-01-09T13:19:00Z,,2017-09-07T15:00:00Z
Tehama,1/9/2018,40.20077,-122.24731,2018-01-09T13:29:00Z,52,,20,,,,2018-01-09T13:20:00Z,,2017-09-12T14:36:00Z
Tuolumne,1/9/2018,37.65986,-120.31157,2018-01-09T12:16:00Z,55,,20,,,,2018-01-09T13:20:00Z,,2017-09-12T16:08:00Z
San Bernardino,1/9/2018,34.139,-117.199,2018-01-09T12:03:00Z,36,,20,,,,2018-01-09T13:20:00Z,,2017-09-11T19:41:00Z
Mendocino,1/9/2018,39.13207,-123.10227,2018-01-09T11:58:00Z,23,,20,,,,2018-01-09T13:20:00Z,,2017-09-12T12:45:00Z
Riverside,1/9/2018,33.52584,-116.85226,2018-01-09T10:32:00Z,33,,20,,,,2018-01-09T13:21:00Z,,2017-09-12T17:42:00Z
Contra Costa,1/9/2018,37.86549,-122.2102,2018-01-09T10:26:00Z,7,,20,,,,2018-01-09T13:21:00Z,,2017-09-12T06:58:00Z
Kings,1/9/2018,35.983,-119.91508,2018-01-09T10:04:00Z,16,,20,,,,2018-01-09T13:21:00Z,,2017-09-18T16:04:00Z
Monterey,1/9/2018,35.77082,-120.92482,2018-01-09T09:56:00Z,27,,20,,,,2018-01-09T13:21:00Z,,2017-09-17T15:18:00Z
Riverside,1/9/2018,33.88994,-116.91023,2018-01-09T13:49:00Z,33,,19,,,,2018-01-09T13:21:00Z,,2017-09-12T17:24:00Z
Nevada,1/9/2018,39.06414,-121.13737,2018-01-09T13:33:00Z,29,,19,,,,2018-01-09T13:22:00Z,,2017-09-19T13:02:00Z
Riverside,1/9/2018,33.797216,-117.124538,2018-01-09T12:38:00Z,33,,19,,,,2018-01-09T13:23:00Z,,2017-09-20T13:41:00Z
Humboldt,1/9/2018,40.39799,-123.57562,2018-01-09T12:16:00Z,12,,19,,,,2018-01-09T13:23:00Z,,2017-09-19T19:47:00Z
Stanislaus,1/9/2018,37.81827,-120.65764,2018-01-09T12:01:00Z,50,,19,,,,2018-01-09T13:23:00Z,,2017-09-23T11:05:00Z
Siskiyou,1/9/2018,40.703775,-122.645079,2018-01-09T11:08:00Z,47,,19,,,,2018-01-09T13:23:00Z,,2017-09-20T21:07:00Z
Kern,1/9/2018,35.71704,-118.30601,2018-01-09T09:54:00Z,15,,19,,,,2018-01-09T13:23:00Z,,2017-09-23T15:40:00Z
Sonoma,1/9/2018,38.26294,-122.71998,2018-01-09T12:45:00Z,49,,18,,,,2018-01-09T13:23:00Z,,2017-09-20T14:53:00Z
Butte,1/9/2018,39.53944,-121.54722,2018-01-09T11:43:00Z,4,,18,,,,2018-01-09T13:24:00Z,,2017-09-25T11:03:00Z
Fresno,1/9/2018,36.61332,-120.7109,2018-01-09T10:21:00Z,10,,18,,,,2018-01-09T13:25:00Z,,2017-09-26T15:20:00Z
Monterey,1/9/2018,36.1727,-120.86682,2018-01-09T09:58:00Z,27,,18,,,,2018-01-09T13:25:00Z,,2017-09-26T12:22:00Z
Mariposa,1/9/2018,37.41231,-119.87465,2018-01-09T13:29:00Z,22,,17,,,,2018-01-09T13:26:00Z,,2017-09-26T15:30:00Z
Shasta,1/9/2018,40.92602,-121.5935,2018-01-09T12:42:00Z,45,,17,,,,2018-01-09T13:26:00Z,,2017-09-26T16:45:00Z
Shasta,1/9/2018,40.69259,-122.17384,2018-01-09T12:12:00Z,45,,17,,,,2018-01-09T13:27:00Z,,2017-09-27T14:00:00Z
San Luis Obispo,1/9/2018,35.556667,-120.474,2018-01-09T10:06:00Z,40,,17,,,,2018-01-09T13:27:00Z,,2017-09-28T14:46:00Z
Monterey,1/9/2018,36.2771,-120.94328,2018-01-09T09:59:00Z,27,,17,,,,2018-01-09T13:28:00Z,,2017-09-29T14:42:00Z
Riverside,1/9/2018,33.88466,-116.99229,2018-01-09T09:56:00Z,33,,17,,,,2018-01-09T13:28:00Z,,2017-09-29T18:01:00Z
Kern,1/9/2018,35.188,-119.2877,2018-01-09T10:23:00Z,15,,16,,,,2018-01-09T13:29:00Z,,2017-10-02T09:37:00Z
San Bernardino,1/9/2018,34.04412,-116.55326,2018-01-09T10:22:00Z,36,,16,,,,2018-01-09T13:29:00Z,,2017-10-06T14:38:00Z
Fresno,1/9/2018,36.96642,-119.58292,2018-01-09T10:17:00Z,10,,16,,,,2018-01-09T13:29:00Z,,2017-09-29T15:58:00Z
Tehama,1/9/2018,39.87983,-122.5415,2018-01-09T12:31:00Z,52,,15,,,,2018-01-09T13:29:00Z,,2017-10-03T16:22:00Z
Nevada,1/9/2018,39.16826,-120.95498,2018-01-09T12:06:00Z,29,,15,,,,2018-01-09T13:29:00Z,,2017-10-03T11:44:00Z
Modoc,1/9/2018,41.45589,-120.56933,2018-01-09T11:58:00Z,25,,15,,,,2018-01-09T13:30:00Z,,2017-10-08T16:40:00Z
Monterey,1/9/2018,35.947,-120.87492,2018-01-09T11:10:00Z,27,,15,,,,2018-01-09T13:30:00Z,,2017-10-07T20:00:00Z
Calaveras,1/9/2018,38.19906,-120.83484,2018-01-09T10:21:00Z,5,,15,,,,2018-01-09T13:31:00Z,,2017-10-08T04:53:00Z
Riverside,1/9/2018,33.56777,-116.08003,2018-01-09T09:50:00Z,33,,15,,,,2018-01-09T13:31:00Z,,2017-10-08T12:15:00Z
Santa Barbara,1/9/2018,34.71796,-120.27077,2018-01-09T13:49:00Z,42,,14,,,,2018-01-09T13:32:00Z,,2017-10-10T14:57:00Z
Santa Barbara,1/9/2018,34.605358,-120.414875,2018-01-09T13:49:00Z,42,,14,,,,2018-01-09T13:33:00Z,,2017-10-09T01:00:00Z
Butte,1/9/2018,39.8629,-121.6268,2018-01-09T11:17:00Z,4,,14,,,,2018-01-09T13:33:00Z,,2017-10-09T01:10:00Z
Monterey,1/9/2018,35.80375,-120.52508,2018-01-09T10:29:00Z,27,,14,,,,2018-01-09T13:33:00Z,,2017-10-10T12:30:00Z
Riverside,1/9/2018,33.97155,-117.44148,2018-01-09T10:05:00Z,33,,14,,,,2018-01-09T13:33:00Z,,2017-10-08T23:48:00Z
Stanislaus,1/9/2018,37.89532,-120.84748,2018-01-09T13:41:00Z,50,,13,,,,2018-01-09T13:34:00Z,,2017-10-09T14:00:00Z
El Dorado,1/9/2018,38.69775,-120.73757,2018-01-09T12:06:00Z,9,,13,,,,2018-01-09T13:34:00Z,,2017-10-09T15:05:00Z
El Dorado,1/9/2018,38.67474,-121.06088,2018-01-09T11:53:00Z,9,,13,,,,2018-01-09T13:34:00Z,,2017-10-09T14:30:00Z
San Bernardino,1/9/2018,34.304722,-117.3125,2018-01-09T11:42:00Z,36,,13,,,,2018-01-09T13:34:00Z,,2017-10-09T01:30:00Z
Butte,1/9/2018,39.44257,-121.60683,2018-01-09T13:21:00Z,4,,12,,,,2018-01-09T13:35:00Z,,2017-10-10T15:36:00Z
San Diego,1/9/2018,0,0,2018-01-09T10:25:00Z,37,,12,,,,2018-01-09T13:36:00Z,,2017-10-13T13:16:00Z
San Luis Obispo,1/9/2018,35.6879,-120.3317,2018-01-09T09:55:00Z,40,,12,,,,2018-01-09T13:36:00Z,,2017-10-12T10:42:00Z
Riverside,1/9/2018,33.7866,-117.5048,2018-01-09T09:54:00Z,33,,12,,,,2018-01-09T13:36:00Z,,2017-10-14T16:00:00Z
Merced,1/9/2018,37.21812,-121.07761,2018-01-09T10:05:00Z,24,,12,,,,2018-01-09T13:36:00Z,,2017-10-11T15:59:00Z
Sonoma,1/9/2018,38.70289,-122.90217,2018-01-09T12:15:00Z,49,,11,,,,2018-01-09T13:37:00Z,,2017-10-13T12:14:00Z
Riverside,1/9/2018,33.913089,-117.096233,2018-01-09T11:16:00Z,33,,11,,,,2018-01-09T13:38:00Z,,2017-10-14T05:00:00Z
Tehama,1/9/2018,40.24789,-122.255,2018-01-09T13:31:00Z,52,,10,,,,2018-01-09T13:38:00Z,,2017-10-13T15:40:00Z
Mariposa,1/9/2018,37.76888,-120.15846,2018-01-09T13:23:00Z,22,,10,,,,2018-01-09T13:40:00Z,,2017-10-17T03:43:00Z
Fresno,1/9/2018,37.10067,-119.32109,2018-01-09T13:19:00Z,10,,10,,,,2018-01-09T13:40:00Z,,2017-10-15T14:55:00Z
Amador,1/9/2018,38.34421,-120.72274,2018-01-09T12:46:00Z,3,,10,,,,2018-01-09T13:40:00Z,,2017-10-15T14:05:00Z
Los Angeles,1/9/2018,34.23925,-117.85182,2018-01-09T12:18:00Z,19,,10,,,,2018-01-09T13:41:00Z,,2017-10-17T10:19:00Z
Nevada,1/9/2018,39.36902,-120.97586,2018-01-09T12:03:00Z,29,,10,,,,2018-01-09T13:41:00Z,,2017-10-16T22:30:00Z
Shasta,1/9/2018,40.48972,-122.38619,2018-01-09T11:56:00Z,45,,10,,,,2018-01-09T13:41:00Z,,2017-10-17T14:00:00Z
Riverside,1/9/2018,33.77896,-117.24091,2018-01-09T11:54:00Z,33,,10,,,,2018-01-09T13:41:00Z,,2017-10-21T13:04:00Z
Butte,1/9/2018,39.50475,-121.33785,2018-01-09T11:53:00Z,4,,10,,,,2018-01-09T13:41:00Z,,2017-10-18T12:53:00Z
Riverside,1/9/2018,33.91806,-116.99321,2018-01-09T11:41:00Z,33,,10,,,,2018-01-09T13:42:00Z,,2017-10-23T10:31:00Z
Nevada,1/9/2018,39.08382,-121.06656,2018-01-09T11:16:00Z,29,,10,,,,2018-01-09T13:42:00Z,,2017-10-20T12:13:00Z
Riverside,1/9/2018,33.90965,-116.9669,2018-01-09T10:35:00Z,33,,10,,,,2018-01-09T13:45:00Z,,2017-10-26T12:34:00Z
Riverside,1/9/2018,117.138741,33.939428,2018-01-09T10:34:00Z,33,,10,,,,2018-01-09T13:45:00Z,,2017-10-24T14:44:00Z
Kern,1/9/2018,35.564124,-118.796513,2018-01-09T10:27:00Z,15,,10,,,,2018-01-09T13:45:00Z,,2017-10-26T11:55:00Z
Riverside,1/9/2018,33.87107,-116.88097,2018-01-09T10:26:00Z,33,,10,,,,2018-01-09T13:45:00Z,,2017-10-24T10:27:00Z
Yuba,1/9/2018,39.23205,-121.376,2018-01-09T10:22:00Z,58,,10,,,,2018-01-09T13:46:00Z,,2017-11-13T11:28:00Z
Kern,1/9/2018,34.87128,-118.35296,2018-01-09T10:17:00Z,15,,10,,,,2018-01-09T13:46:00Z,,2017-10-26T20:00:00Z
Riverside,1/9/2018,33.94673,-117.17773,2018-01-09T10:08:00Z,33,,10,,,,2018-01-09T13:46:00Z,,2017-11-29T12:19:00Z
Monterey,1/9/2018,36.44141,-121.34695,2018-01-09T09:51:00Z,27,,10,,,,2018-01-09T13:46:00Z,,2017-11-25T16:46:00Z
Sonoma,1/9/2018,38.36685,-122.64001,2018-01-09T13:34:00Z,49,,0,,,,2018-01-09T13:46:00Z,,2017-11-02T14:40:00Z
Napa,1/9/2018,38.31802,-122.39052,2018-01-09T13:33:00Z,28,,0,,,,2018-01-09T13:46:00Z,,2017-11-14T16:11:00Z
Mariposa,1/9/2018,37.73596,-119.78256,2018-01-09T13:19:00Z,22,,0,,,,2018-01-09T13:46:00Z,,2017-10-31T11:22:00Z
Siskiyou,1/9/2018,41.702,-123.508,2018-01-09T12:05:00Z,47,,0,,,,2018-01-09T13:47:00Z,,2017-12-07T11:15:00Z
Modoc,1/9/2018,41.338,-120.304,2018-01-09T12:04:00Z,25,,0,,,,2018-01-09T13:47:00Z,,2017-12-07T13:14:00Z
Glenn,1/9/2018,39.75425,-122.17657,2018-01-09T12:02:00Z,11,,0,,,,2018-01-09T13:47:00Z,,2017-12-05T13:35:00Z
Lassen,1/9/2018,40.6361,-120.9643,2018-01-09T11:45:00Z,18,,0,,,,2018-01-09T13:47:00Z,,2017-12-04T12:26:00Z
Siskiyou,1/9/2018,41.86609,-122.73031,2018-01-09T11:43:00Z,47,,0,,,,2018-01-09T13:47:00Z,,2017-12-05T13:28:00Z
San Diego,1/9/2018,33.43513,-117.58252,2018-01-09T11:10:00Z,37,,0,,,,2018-01-09T13:49:00Z,,2017-12-28T20:51:00Z
Siskiyou,1/9/2018,41.841,-123.474,2018-01-09T11:07:00Z,47,,0,,,,2018-01-09T13:49:00Z,,2017-12-21T11:16:00Z
Tulare,1/9/2018,36.51912,-119.50606,2018-01-09T11:01:00Z,54,,0,,,,2018-01-09T13:49:00Z,,2017-12-13T15:27:00Z
San Luis Obispo,1/9/2018,35.85253,-120.80411,2018-01-09T10:05:00Z,40,,0,,,,2018-01-09T13:49:00Z,,2017-12-16T12:21:00Z
Butte,1/9/2018,39.51158,-121.55633,2018-01-09T09:24:00Z,4,,0,,,,2018-01-09T13:49:00Z,,2017-12-14T12:59:00Z
Los Angeles,1/18/2018,34.45283,-118.58188,2018-01-18T09:58:00Z,19,,6049,,,,2018-01-18T09:58:00Z,,2017-12-05T11:31:00Z
Los Angeles,1/23/2018,34.09454,-118.48178,2018-01-23T08:11:00Z,19,,422,,,,2018-01-23T08:11:00Z,,2017-12-06T06:31:00Z
Napa,2/9/2018,38.4041,-122.5209,2018-02-09T09:30:00Z,"28,49",,56556,,,,2018-02-09T08:56:00Z,,2017-10-08T23:36:00Z
Sonoma,2/9/2018,38.4041,-122.5209,2018-02-09T09:30:00Z,"28,49",,56556,,,,2018-02-09T09:27:00Z,,2017-10-08T21:45:00Z
Napa,2/9/2018,38.39206,-122.24367,2018-02-09T09:37:00Z,"28,48",,51624,,,,2018-02-09T09:27:00Z,,2017-10-08T21:45:00Z
Solano,2/9/2018,38.39206,-122.24367,2018-02-09T09:37:00Z,"28,48",,51624,,,,2018-02-09T09:29:00Z,,2017-10-08T23:59:00Z
Napa,2/9/2018,38.60895,-122.62879,2018-02-09T09:27:00Z,"28,49",,36807,,,,2018-02-09T09:30:00Z,,2017-10-08T22:00:00Z
Sonoma,2/9/2018,38.60895,-122.62879,2018-02-09T09:27:00Z,"28,49",,36807,,,,2018-02-09T09:30:00Z,,2017-10-08T22:00:00Z
Mendocino,2/9/2018,39.24873,-123.16635,2018-02-09T08:56:00Z,23,,36523,,,,2018-02-09T09:32:00Z,,2017-10-09T03:30:00Z
Sonoma,2/9/2018,38.76549,-122.90939,2018-02-09T09:32:00Z,49,,17357,,,,2018-02-09T09:37:00Z,,2017-10-08T21:52:00Z
Yuba,2/9/2018,39.32198,-121.4021,2018-02-09T09:39:00Z,58,,9989,,,,2018-02-09T09:37:00Z,,2017-10-08T21:52:00Z
Butte,2/9/2018,39.62496,-121.52966,2018-02-09T09:48:00Z,4,,8417,,,,2018-02-09T09:39:00Z,,2017-10-08T23:03:00Z
Butte,2/9/2018,39.39455,-121.40613,2018-02-09T09:50:00Z,4,,6151,,,,2018-02-09T09:48:00Z,,2017-10-08T21:45:00Z
Lake,2/9/2018,39.01387,-122.64543,2018-02-09T09:29:00Z,17,,2207,,,,2018-02-09T09:50:00Z,,2017-10-09T00:57:00Z
Nevada,2/9/2018,39.24549,-121.12792,2018-02-09T09:51:00Z,29,,821,,,,2018-02-09T09:51:00Z,,2017-10-09T00:01:00Z
Nevada,2/9/2018,39.19325,-121.08406,2018-02-09T09:52:00Z,29,,76,,,,2018-02-09T09:52:00Z,,2017-10-09T00:00:00Z
Los Angeles,3/22/2018,34.52055,-118.62882,2018-03-22T16:34:00Z,19,,30,,,,2018-03-22T16:34:00Z,,2017-08-31T16:32:00Z
Tuolumne,3/26/2018,37.896778,-120.504134,2018-03-26T10:49:00Z,55,,39,,,,2018-03-26T10:49:00Z,,2017-09-19T00:22:00Z
Orange,3/28/2018,33.8668,-117.68598,2018-03-28T11:36:00Z,30,,2662,,,,2018-03-28T11:36:00Z,,2017-09-25T13:03:00Z
Kern,4/3/2018,35.3091,-118.701,2018-04-03T10:46:00Z,15,,184,,,,2018-04-03T10:46:00Z,,2017-10-15T17:11:00Z
Orange,4/5/2018,33.87041,-117.70975,2018-04-05T10:47:00Z,30,,9217,,,,2018-04-05T10:47:00Z,,2017-10-09T09:51:00Z
Alameda,4/5/2018,37.63358,-121.49925,2018-04-05T10:48:00Z,1,,155,,,,2018-04-05T10:48:00Z,,2017-09-19T14:05:00Z
Sonoma,4/5/2018,38.46123,-122.58152,2018-04-05T12:01:00Z,49,,100,,,,2018-04-05T12:01:00Z,,2017-10-14T20:35:00Z
San Bernardino,4/12/2018,34.09773,-117.10567,2018-04-12T14:52:00Z,36,,460,,,,2018-04-12T14:52:00Z,,2017-07-14T14:23:00Z
San Diego,4/12/2018,33.34659,-116.66107,2018-04-12T14:52:00Z,37,,255,,,,2018-04-12T14:52:00Z,,2017-07-22T15:00:00Z
Butte,4/12/2018,39.76243,-121.74121,2018-04-12T14:52:00Z,4,,103,,,,2018-04-12T14:52:00Z,,2017-07-19T16:02:00Z
Los Angeles,4/23/2018,0,0,2018-04-23T15:07:00Z,19,,5399,,,,2018-04-23T15:07:00Z,,2016-06-20T13:59:00Z
Los Angeles,8/6/2018,34.31283,-118.35863,2018-08-06T10:52:00Z,19,,15619,,,,2018-08-06T10:52:00Z,,2017-12-05T03:44:00Z
Butte,8/30/2018,39.57701,-121.30209,2018-08-30T15:27:00Z,4,,4016,,,,2018-08-30T15:27:00Z,,2017-08-29T13:16:00Z
Butte,11/25/2018,39.8134,-121.4347,2018-11-25T08:00:00Z,4,,153336,,,,2018-11-25T08:00:00Z,,2018-11-08T06:33:00Z
Inyo,1/3/2019,37.40208,-118.50235,2019-01-03T09:43:00Z,14,,2070,,,,2019-01-03T09:43:00Z,,2018-02-18T14:12:00Z
Inyo,1/3/2019,36.71537,-118.08449,2019-01-03T13:09:00Z,14,,1265,,,,2019-01-03T09:43:00Z,,2018-02-07T15:53:00Z
Santa Barbara,1/3/2019,34.0232,-119.76576,2019-01-03T09:44:00Z,42,,258,,,,2019-01-03T09:43:00Z,,2018-01-09T04:00:00Z
Monterey,1/3/2019,35.96689,-121.28185,2019-01-03T09:43:00Z,27,,50,,,,2019-01-03T09:43:00Z,,2018-01-09T04:00:00Z
Tulare,1/3/2019,0,0,2019-01-03T09:44:00Z,54,,33,,,,2019-01-03T09:44:00Z,,2018-03-27T14:45:00Z
Fresno,1/3/2019,35.92436,-119.94083,2019-01-03T09:46:00Z,10,,30,,,,2019-01-03T09:44:00Z,,2018-02-18T13:45:00Z
Riverside,1/3/2019,33.86439,-117.48144,2019-01-03T09:46:00Z,33,,21,,,,2019-01-03T09:45:00Z,,2018-03-27T16:20:00Z
Riverside,1/3/2019,33.88744,-117.16232,2019-01-03T13:10:00Z,33,,18,,,,2019-01-03T09:46:00Z,,2018-04-12T14:30:00Z
Riverside,1/3/2019,33.711263,-116.164058,2019-01-03T09:46:00Z,33,,15,,,,2019-01-03T09:46:00Z,,2018-04-09T18:18:00Z
Shasta,1/3/2019,40.4635,-121.77419,2019-01-03T09:45:00Z,45,,11,,,,2019-01-03T09:46:00Z,,2018-04-15T04:38:00Z
Humboldt,1/3/2019,40.70258,-123.55012,2019-01-03T15:23:00Z,12,,0,,,,2019-01-03T13:09:00Z,,2018-04-19T10:28:00Z
Santa Barbara,1/3/2019,0,0,2019-01-03T09:43:00Z,"42,56",,0,,,,2019-01-03T13:10:00Z,,2018-04-22T13:35:00Z
Ventura,1/3/2019,0,0,2019-01-03T09:43:00Z,"42,56",,0,,,,2019-01-03T15:23:00Z,,2018-04-24T16:59:00Z
Colusa,1/4/2019,39.243283,-123.103367,2019-01-04T09:33:00Z,"6,11,17,23",,410203,,,,2019-01-04T08:42:00Z,,2018-11-08T14:24:00Z
Glenn,1/4/2019,39.243283,-123.103367,2019-01-04T09:33:00Z,"6,11,17,23",,410203,,,,2019-01-04T08:42:00Z,,2018-11-08T14:24:00Z
Lake,1/4/2019,39.243283,-123.103367,2019-01-04T09:33:00Z,"6,11,17,23",,410203,,,,2019-01-04T08:42:00Z,,2018-11-29T23:30:00Z
Mendocino,1/4/2019,39.243283,-123.103367,2019-01-04T09:33:00Z,"6,11,17,23",,410203,,,,2019-01-04T08:43:00Z,,2018-11-08T14:03:00Z
Shasta,1/4/2019,40.65428,-122.62357,2019-01-04T09:37:00Z,"45,53",,229651,,,,2019-01-04T08:44:00Z,,2018-11-15T01:39:00Z
Trinity,1/4/2019,40.65428,-122.62357,2019-01-04T09:37:00Z,"45,53",,229651,,,,2019-01-04T08:44:00Z,,2018-11-15T13:31:00Z
Los Angeles,1/4/2019,34.235,-118.70128,2019-01-04T08:42:00Z,"19,56",,96949,,,,2019-01-04T08:44:00Z,,2018-11-16T11:01:00Z
Ventura,1/4/2019,34.235,-118.70128,2019-01-04T08:42:00Z,"19,56",,96949,,,,2019-01-04T08:45:00Z,,2018-11-13T08:19:00Z
Mariposa,1/4/2019,37.6549,-119.88581,2019-01-04T09:48:00Z,22,,96901,,,,2019-01-04T08:45:00Z,,2018-11-14T14:56:00Z
Napa,1/4/2019,38.80583,-122.18183,2019-01-04T09:57:00Z,"28,57",,90288,,,,2019-01-04T08:46:00Z,,2018-11-12T10:06:00Z
Yolo,1/4/2019,38.80583,-122.18183,2019-01-04T09:57:00Z,"28,57",,90288,,,,2019-01-04T08:46:00Z,,2018-11-12T17:39:00Z
Shasta,1/4/2019,40.9425,-122.43,2019-01-04T09:07:00Z,"45,53",,63311,,,,2019-01-04T08:47:00Z,,2018-11-08T13:28:00Z
Trinity,1/4/2019,40.9425,-122.43,2019-01-04T09:07:00Z,"45,53",,63311,,,,2019-01-04T08:47:00Z,,2018-11-08T11:25:00Z
Colusa,1/4/2019,39.04786,-123.11971,2019-01-04T09:18:00Z,"6,17,23",,48920,,,,2019-01-04T08:49:00Z,,2018-11-08T11:58:00Z
Lake,1/4/2019,39.04786,-123.11971,2019-01-04T09:18:00Z,"6,17,23",,48920,,,,2019-01-04T08:50:00Z,,2018-10-30T14:46:00Z
Mendocino,1/4/2019,39.04786,-123.11971,2019-01-04T09:18:00Z,"6,17,23",,48920,,,,2019-01-04T08:50:00Z,,2018-11-05T10:17:00Z
Shasta,1/4/2019,40.896,-122.219,2019-01-04T09:21:00Z,45,,46150,,,,2019-01-04T08:50:00Z,,2018-11-03T21:28:00Z
Modoc,1/4/2019,41.38544,-121.04386,2019-01-04T09:20:00Z,25,,39387,,,,2019-01-04T08:51:00Z,,2018-10-24T12:18:00Z
Siskiyou,1/4/2019,41.893332,-122.534655,2019-01-04T09:55:00Z,47,,38008,,,,2019-01-04T08:52:00Z,,2018-10-19T14:10:00Z
