Counties (Location),FormattedDate,Latitude,Longitude,Extinguished (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,Extinguished,,Started
Humboldt,8/1/2015,41.295667,-123.784067,2015-08-01T21:45:00Z,12,,158,,,,2015-08-01T21:45:00Z,,2015-07-24T23:00:00Z
Trinity,8/1/2015,0,0,2015-08-01T15:25:00Z,53,,0,,,,2015-08-01T22:15:00Z,,2015-06-17T15:52:00Z
Trinity,8/3/2015,0,0,2015-08-03T14:00:00Z,53,,29416,,,,2015-08-03T08:55:00Z,,2015-07-30T13:36:00Z
Butte,8/3/2015,39.43963,-121.38794,2015-08-03T17:00:00Z,4,,400,,,,2015-08-03T14:00:00Z,,2015-07-30T16:00:00Z
Mendocino,8/3/2015,39.43301,-123.36316,2015-08-03T08:55:00Z,23,,50,,,,2015-08-03T17:00:00Z,,2015-07-29T11:25:00Z
Del Norte,8/4/2015,0,0,2015-08-04T09:00:00Z,8,,30361,,,,2015-08-04T08:15:00Z,,2015-07-17T21:30:00Z
Lassen,8/4/2015,40.938,-120.105,2015-08-04T10:37:00Z,18,,10570,,,,2015-08-04T08:15:00Z,,2015-08-03T14:28:00Z
Tuolumne,8/4/2015,37.823,-120.15644,2015-08-04T18:00:00Z,55,,204,,,,2015-08-04T09:00:00Z,,2015-07-31T21:00:00Z
Los Angeles,8/4/2015,34.367,-117.683,2015-08-04T08:15:00Z,19,,200,,,,2015-08-04T10:37:00Z,,2015-08-03T14:15:00Z
Shasta,8/4/2015,40.67868,-121.93244,2015-08-04T18:00:00Z,45,,75,,,,2015-08-04T18:00:00Z,,2015-07-29T16:30:00Z
Shasta,8/4/2015,40.3929,-122.40546,2015-08-04T08:15:00Z,45,,59,,,,2015-08-04T18:00:00Z,,2015-08-02T03:00:00Z
Tulare,8/5/2015,36.49845,-118.9009,2015-08-05T17:45:00Z,54,,86,,,,2015-08-05T07:30:00Z,,2015-08-03T18:07:00Z
San Bernardino,8/5/2015,0,0,2015-08-05T09:00:00Z,36,,65,,,,2015-08-05T09:00:00Z,,2015-08-01T13:04:00Z
Yuba,8/5/2015,39.33303,-121.18735,2015-08-05T07:30:00Z,58,,30,,,,2015-08-05T17:45:00Z,,2015-07-30T12:40:00Z
Mendocino,8/7/2015,0,0,2015-08-07T21:00:00Z,23,,227,,,,2015-08-07T21:00:00Z,,2015-07-30T14:00:00Z
Tehama,8/9/2015,40.3506868,-121.7786799,2015-08-09T20:30:00Z,52,,110,,,,2015-08-09T20:30:00Z,,2015-08-08T14:55:00Z
San Diego,8/10/2015,33.4115972,-117.2886249,2015-08-10T15:05:00Z,37,,55,,,,2015-08-10T15:05:00Z,,2015-08-09T08:22:00Z
Nevada,8/12/2015,39.192088,-120.882313,2015-08-12T19:15:00Z,29,,2304,,,,2015-08-12T08:00:00Z,,2015-08-02T13:15:00Z
Ventura,8/12/2015,0,0,2015-08-12T08:00:00Z,56,,282,,,,2015-08-12T19:15:00Z,,2015-07-25T14:37:00Z
Madera,8/13/2015,37.279722,-119.50014,2015-08-13T10:30:00Z,20,,5702,,,,2015-08-13T10:30:00Z,,2015-07-25T14:30:00Z
Lake,8/14/2015,38.8863538,-122.4762475,2015-08-14T18:15:00Z,17,,69438,,,,2015-08-14T18:15:00Z,,2015-07-29T15:29:00Z
Riverside,8/15/2015,33.5736,-116.5387,2015-08-15T17:30:00Z,33,,543,,,,2015-08-15T17:30:00Z,,2015-08-10T11:44:00Z
Los Angeles,8/16/2015,0,0,2015-08-16T20:00:00Z,19,,300,,,,2015-08-16T12:00:00Z,,2015-08-14T15:22:00Z
Ventura,8/16/2015,0,0,2015-08-16T12:00:00Z,56,,186,,,,2015-08-16T19:20:00Z,,2015-08-15T16:11:00Z
Tuolumne,8/16/2015,37.83618,-120.61691,2015-08-16T19:20:00Z,55,,112,,,,2015-08-16T20:00:00Z,,2015-08-16T15:30:00Z
San Diego,8/18/2015,0,0,2015-08-18T19:00:00Z,37,,1850,,,,2015-08-18T07:15:00Z,,2015-08-13T16:15:00Z
Calaveras,8/18/2015,38.052,-120.5577,2015-08-18T07:15:00Z,5,,114,,,,2015-08-18T19:00:00Z,,2015-08-13T13:03:00Z
Humboldt,8/19/2015,0,0,2015-08-19T19:15:00Z,12,,4883,,,,2015-08-19T19:15:00Z,,2015-07-30T16:02:00Z
Los Angeles,8/20/2015,0,0,2015-08-20T08:10:00Z,19,,374,,,,2015-08-20T08:10:00Z,,2015-08-16T13:30:00Z
Kern,8/21/2015,0,0,2015-08-21T18:45:00Z,15,,167,,,,2015-08-21T18:45:00Z,,2015-08-20T15:57:00Z
Alameda,8/22/2015,37.3845,-121.3732,2015-08-22T18:30:00Z,1,,2700,,,,2015-08-22T18:00:00Z,,2015-08-20T16:00:00Z
Siskiyou,8/22/2015,0,0,2015-08-22T18:00:00Z,47,,69,,,,2015-08-22T18:30:00Z,,2015-08-19T14:45:00Z
Mono,8/23/2015,0,0,2015-08-23T17:45:00Z,26,,3676,,,,2015-08-23T17:45:00Z,,2015-08-14T21:31:00Z
Trinity,8/24/2015,0,0,2015-08-24T10:00:00Z,53,,36503,,,,2015-08-24T10:00:00Z,,2015-07-30T21:30:00Z
Lake,8/25/2015,38.8142503,-122.4867319,2015-08-25T06:45:00Z,"17,28",,25118,,,,2015-08-25T06:45:00Z,,2015-08-09T15:34:00Z
Napa,8/25/2015,38.8142503,-122.4867319,2015-08-25T06:45:00Z,"17,28",,25118,,,,2015-08-25T06:45:00Z,,2015-08-09T15:34:00Z
Lake,8/25/2015,38.831478,-122.53428,2015-08-25T18:30:00Z,17,,22,,,,2015-08-25T18:30:00Z,,2015-08-24T12:12:00Z
Lake,8/27/2015,38.925764,-122.879272,2015-08-27T15:15:00Z,17,,215,,,,2015-08-27T15:15:00Z,,2015-08-22T17:30:00Z
San Luis Obispo,8/28/2015,35.3477,-120.6269,2015-08-28T18:15:00Z,40,,2446,,,,2015-08-28T18:15:00Z,,2015-08-16T18:13:00Z
Humboldt,8/29/2015,40.1058823,-124.0720419,2015-08-29T07:00:00Z,12,,146,,,,2015-08-29T07:00:00Z,,2015-08-18T18:30:00Z
Trinity,8/29/2015,40.724898,-122.96174,2015-08-29T18:45:00Z,53,,128,,,,2015-08-29T18:45:00Z,,2015-08-25T14:08:00Z
Lassen,8/30/2015,41.12362,-121.194256,2015-08-30T08:00:00Z,18,,30,,,,2015-08-30T08:00:00Z,,2015-08-29T16:06:00Z
Sacramento,9/3/2015,0,0,2015-09-03T14:30:00Z,34,,110,,,,2015-09-03T14:30:00Z,,2015-09-03T12:12:00Z
Butte,9/3/2015,26.42,-121,2015-09-03T19:35:00Z,4,,72,,,,2015-09-03T19:35:00Z,,2015-09-02T13:18:00Z
Tulare,9/5/2015,36.24,-118.54,2015-09-05T18:00:00Z,54,,6980,,,,2015-09-05T18:00:00Z,,2015-07-19T08:00:00Z
Lake,9/8/2015,55.23,-122,2015-09-08T19:28:00Z,17,,673,,,,2015-09-08T19:28:00Z,,2015-09-02T14:57:00Z
Santa Clara,9/10/2015,0,0,2015-09-10T18:50:00Z,43,,215,,,,2015-09-10T07:49:00Z,,2015-09-09T14:12:00Z
Lassen,9/10/2015,40.400196,-120.553075,2015-09-10T07:49:00Z,18,,40,,,,2015-09-10T17:05:00Z,,2015-09-08T15:56:00Z
Trinity,9/10/2015,40,41.46,2015-09-10T17:05:00Z,53,,35,,,,2015-09-10T18:50:00Z,,2015-09-09T15:58:00Z
Mariposa,9/11/2015,0,0,2015-09-11T11:00:00Z,22,,415,,,,2015-09-11T11:00:00Z,,2015-09-07T21:23:00Z
Fresno,9/11/2015,40.400196,-120.553075,2015-09-11T19:17:00Z,10,,170,,,,2015-09-11T15:00:00Z,,2015-08-23T12:25:00Z
San Bernardino,9/11/2015,34.23,-116.883,2015-09-11T15:00:00Z,36,,55,,,,2015-09-11T19:17:00Z,,2015-09-09T14:30:00Z
Shasta,9/13/2015,40.47512,-122.52541,2015-09-13T10:15:00Z,45,,109,,,,2015-09-13T10:15:00Z,,2015-09-11T15:08:00Z
Tuolumne,9/15/2015,38.04684,-120.30188,2015-09-15T19:15:00Z,55,,108,,,,2015-09-15T19:10:00Z,,2015-09-09T11:45:00Z
Kern,9/15/2015,0,0,2015-09-15T19:10:00Z,15,,45,,,,2015-09-15T19:15:00Z,,2015-09-08T13:23:00Z
Butte,9/17/2015,39.5218,-121.3363,2015-09-17T19:30:00Z,4,,1042,,,,2015-09-17T19:30:00Z,,2015-09-11T14:15:00Z
Monterey,9/21/2015,36.5696373,-121.7556029,2015-09-21T18:20:00Z,27,,95,,,,2015-09-21T14:36:00Z,,2015-09-22T07:00:00Z
Nevada,9/21/2015,39.081,-121.194,2015-09-21T14:36:00Z,29,,30,,,,2015-09-21T18:20:00Z,,2015-09-19T15:25:00Z
Monterey,9/27/2015,36.3699644,-121.589554,2015-09-27T18:15:00Z,27,,1086,,,,2015-09-27T18:15:00Z,,2015-09-19T15:00:00Z
Butte,10/2/2015,39.8707,-121.8938,2015-10-02T17:50:00Z,4,,104,,,,2015-10-02T17:50:00Z,,2015-10-02T14:38:00Z
Butte,10/4/2015,0,0,2015-10-04T18:40:00Z,4,,860,,,,2015-10-04T18:40:00Z,,2015-10-03T21:15:00Z
Siskiyou,10/10/2015,0,0,2015-10-10T18:45:00Z,47,,58,,,,2015-10-10T18:45:00Z,,2015-10-10T12:00:00Z
San Benito,10/16/2015,36.70854,-121.32734,2015-10-16T18:00:00Z,35,,670,,,,2015-10-16T18:00:00Z,,2015-10-12T16:00:00Z
Ventura,11/7/2015,34.15,-118.879444,2015-11-07T16:45:00Z,56,,50,,,,2015-11-07T16:45:00Z,,2015-11-07T01:45:00Z
Fresno,11/9/2015,36.874,-118.905,2015-11-09T12:00:00Z,10,,151623,,,,2015-11-09T12:00:00Z,,2015-07-31T19:00:00Z
Del Norte,11/9/2015,0,0,2015-11-09T12:00:00Z,8,,7509,,,,2015-11-09T12:00:00Z,,2015-08-01T23:23:00Z
Santa Barbara,11/9/2015,34.4828,-119.63216,2015-11-09T12:00:00Z,42,,21,,,,2015-11-09T12:00:00Z,,2015-10-29T05:30:00Z
Ventura,11/12/2015,0,0,2015-11-12T18:00:00Z,56,,29,,,,2015-11-12T18:00:00Z,,2015-11-11T17:40:00Z
Los Angeles,4/19/2016,34.6888731,-118.7892593,2016-04-19T15:30:00Z,19,,0,,,,2016-04-19T15:30:00Z,,2016-04-19T13:09:00Z
Merced,4/24/2016,37.2171,-121.08036,2016-04-24T15:30:00Z,24,,30,,,,2016-04-24T15:30:00Z,,2016-04-24T11:10:00Z
Fresno,4/29/2016,0,0,2016-04-29T17:15:00Z,10,,151,,,,2016-04-29T17:15:00Z,,2016-04-28T17:45:00Z
Ventura,4/30/2016,0,0,2016-04-30T07:00:00Z,56,,50,,,,2016-04-30T07:00:00Z,,2016-04-28T19:00:00Z
San Luis Obispo,5/10/2016,35.61961,-120.39993,2016-05-10T18:45:00Z,40,,150,,,,2016-05-10T18:45:00Z,,2016-05-10T16:11:00Z
Monterey,5/12/2016,35.8378273,-121.0381507,2016-05-12T20:45:00Z,27,,25,,,,2016-05-12T20:45:00Z,,2016-05-12T14:13:00Z
Ventura,5/13/2016,0,0,2016-05-13T22:30:00Z,56,,20,,,,2016-05-13T22:30:00Z,,2016-05-12T14:13:00Z
Fresno,5/17/2016,36.78769,-119.38248,2016-05-17T19:10:00Z,10,,132,,,,2016-05-17T19:10:00Z,,2016-05-15T16:38:00Z
Placer,5/19/2016,38.8390117,-121.3090268,2016-05-19T18:00:00Z,31,,169,,,,2016-05-19T18:00:00Z,,2016-05-17T15:06:00Z
San Luis Obispo,5/20/2016,0,0,2016-05-20T18:00:00Z,40,,3712,,,,2016-05-20T18:00:00Z,,2016-05-18T14:27:00Z
Siskiyou,5/21/2016,0,0,2016-05-21T19:00:00Z,47,,56,,,,2016-05-21T19:00:00Z,,2016-05-19T15:37:00Z
Monterey,5/25/2016,36.38123,-121.20059,2016-05-25T18:15:00Z,27,,3876,,,,2016-05-25T08:00:00Z,,2016-05-25T01:03:00Z
Fresno,5/25/2016,36.88286,-119.654,2016-05-25T08:00:00Z,10,,278,,,,2016-05-25T18:15:00Z,,2016-05-22T15:27:00Z
Los Angeles,5/25/2016,34.276,-118.354,2016-05-25T18:45:00Z,19,,156,,,,2016-05-25T18:45:00Z,,2016-05-23T14:15:00Z
Shasta,5/25/2016,0,0,2016-05-25T20:00:00Z,45,,11,,,,2016-05-25T20:00:00Z,,2016-05-25T16:51:00Z
Butte,5/27/2016,39.33035,-121.78973,2016-05-27T17:00:00Z,4,,91,,,,2016-05-27T17:00:00Z,,2016-05-27T13:43:00Z
Butte,5/29/2016,39.624017,-121.595093,2016-05-29T19:53:00Z,4,,30,,,,2016-05-29T19:53:00Z,,2016-05-29T16:51:00Z
Tuolumne,6/1/2016,37.927613,-120.528836,2016-06-01T19:45:00Z,55,,85,,,,2016-06-01T19:45:00Z,,2016-05-30T15:10:00Z
Sacramento,6/3/2016,38.3131,-121.06452,2016-06-03T19:55:00Z,34,,32,,,,2016-06-03T17:30:00Z,,2016-06-03T17:39:00Z
San Benito,6/3/2016,36.80296,-121.40304,2016-06-03T17:30:00Z,35,,30,,,,2016-06-03T19:55:00Z,,2016-06-03T16:57:00Z
Kern,6/4/2016,0,0,2016-06-04T17:00:00Z,15,,43,,,,2016-06-04T15:30:00Z,,2016-06-03T12:41:00Z
El Dorado,6/4/2016,38.64107,-120.6955,2016-06-04T15:30:00Z,9,,25,,,,2016-06-04T17:00:00Z,,2016-05-30T17:57:00Z
Riverside,6/7/2016,33.476894,-117.140883,2016-06-07T18:15:00Z,33,,139,,,,2016-06-07T06:45:00Z,,2016-05-31T13:48:00Z
San Diego,6/7/2016,33.41639,-117.08829,2016-06-07T06:45:00Z,37,,70,,,,2016-06-07T18:15:00Z,,2016-06-04T11:40:00Z
Stanislaus,6/9/2016,37.17072,-121.42238,2016-06-09T17:10:00Z,50,,120,,,,2016-06-09T17:10:00Z,,2016-06-07T16:30:00Z
Tehama,6/11/2016,39.7947,-121.857,2016-06-11T16:15:00Z,52,,80,,,,2016-06-11T16:15:00Z,,2016-06-11T14:30:00Z
San Benito,6/12/2016,36.49914,-121.04993,2016-06-12T15:45:00Z,35,,83,,,,2016-06-12T12:30:00Z,,2016-06-11T15:04:00Z
Kern,6/12/2016,35.77135,-120.251,2016-06-12T12:30:00Z,15,,61,,,,2016-06-12T15:00:00Z,,2016-06-11T16:02:00Z
Shasta,6/12/2016,40.61388,-122.46777,2016-06-12T15:00:00Z,45,,24,,,,2016-06-12T15:45:00Z,,2016-06-12T12:45:00Z
Los Angeles,6/13/2016,0,0,2016-06-13T12:30:00Z,19,,0,,,,2016-06-13T12:30:00Z,,2016-06-04T16:09:00Z
Calaveras,6/16/2016,0,0,2016-06-16T10:00:00Z,5,,83,,,,2016-06-16T10:00:00Z,,2016-06-15T12:46:00Z
San Luis Obispo,6/19/2016,35.01382,-119.58206,2016-06-19T08:30:00Z,40,,0,,,,2016-06-19T08:30:00Z,,2016-06-04T17:46:00Z
Tulare,6/19/2016,35.84883,-118.08591,2016-06-19T18:00:00Z,54,,0,,,,2016-06-19T18:00:00Z,,2016-06-01T15:35:00Z
Monterey,6/20/2016,36.01542,-121.25029,2016-06-20T08:30:00Z,27,,2520,,,,2016-06-20T06:00:00Z,,2016-06-17T14:30:00Z
San Benito,6/20/2016,0,0,2016-06-20T06:00:00Z,35,,237,,,,2016-06-20T08:30:00Z,,2016-06-04T14:33:00Z
Butte,6/20/2016,39.595,-121.6008,2016-06-20T19:50:00Z,4,,112,,,,2016-06-20T18:15:00Z,,2016-06-18T16:47:00Z
Monterey,6/20/2016,36.2833,-121.3306,2016-06-20T18:15:00Z,27,,70,,,,2016-06-20T19:50:00Z,,2016-06-20T16:38:00Z
Amador,6/21/2016,38.26874,-120.90265,2016-06-21T18:30:00Z,3,,210,,,,2016-06-21T13:00:00Z,,2016-06-21T10:26:00Z
Placer,6/21/2016,38.86804,-121.37704,2016-06-21T15:45:00Z,31,,88,,,,2016-06-21T15:45:00Z,,2016-06-21T12:24:00Z
Butte,6/21/2016,39.43351,-121.6051,2016-06-21T16:30:00Z,4,,49,,,,2016-06-21T16:30:00Z,,2016-06-21T15:09:00Z
Tehama,6/21/2016,39.93965,-122.40142,2016-06-21T13:00:00Z,52,,43,,,,2016-06-21T18:30:00Z,,2016-06-17T14:54:00Z
Monterey,6/24/2016,36.1934,-120.9293,2016-06-24T18:20:00Z,27,,52,,,,2016-06-24T18:20:00Z,,2016-06-23T17:57:00Z
Merced,6/26/2016,37.07147,-121.20155,2016-06-26T18:50:00Z,24,,1246,,,,2016-06-26T07:00:00Z,,2016-06-25T16:11:00Z
Alameda,6/26/2016,37.74369,-121.58677,2016-06-26T07:00:00Z,1,,211,,,,2016-06-26T18:50:00Z,,2016-06-25T23:45:00Z
Yolo,6/27/2016,38.69971,-122.15457,2016-06-27T06:15:00Z,57,,277,,,,2016-06-27T06:15:00Z,,2016-06-26T15:45:00Z
Lake,6/28/2016,39.12366,-122.50373,2016-06-28T20:00:00Z,17,,215,,,,2016-06-28T20:00:00Z,,2016-06-26T16:00:00Z
Amador,6/29/2016,38.385,-121.003611,2016-06-29T07:30:00Z,3,,372,,,,2016-06-29T07:30:00Z,,2016-06-28T19:02:00Z
San Luis Obispo,6/29/2016,35.70821,-120.82266,2016-06-29T17:00:00Z,40,,86,,,,2016-06-29T17:00:00Z,,2016-06-27T12:07:00Z
Orange,6/29/2016,33.57872,-117.77395,2016-06-29T18:30:00Z,30,,47,,,,2016-06-29T18:30:00Z,,2016-06-26T13:10:00Z
San Diego,6/30/2016,32.60729,-116.63028,2016-06-30T18:30:00Z,37,,7609,,,,2016-06-30T07:00:00Z,,2016-06-27T18:00:00Z
Ventura,6/30/2016,34.701,-119.144,2016-06-30T16:55:00Z,56,,2304,,,,2016-06-30T16:55:00Z,,2016-06-30T16:55:00Z
Calaveras,6/30/2016,38.22017,-120.8678,2016-06-30T07:00:00Z,5,,33,,,,2016-06-30T18:30:00Z,,2016-06-19T11:03:00Z
Tehama,7/1/2016,40.07846,-122.2071,2016-07-01T17:45:00Z,52,,88,,,,2016-07-01T17:45:00Z,,2016-07-01T13:54:00Z
Ventura,7/1/2016,34.27619,-118.63264,2016-07-01T19:50:00Z,56,,45,,,,2016-07-01T19:50:00Z,,2016-07-01T14:00:00Z
Inyo,7/2/2016,36.58972,-118.15589,2016-07-02T20:00:00Z,14,,30,,,,2016-07-02T20:00:00Z,,2016-07-01T12:56:00Z
Tehama,7/4/2016,40.0353,-122.56939,2016-07-04T07:45:00Z,52,,464,,,,2016-07-04T07:45:00Z,,2016-06-30T13:32:00Z
Fresno,7/5/2016,36.0749,-120.452041,2016-07-05T07:05:00Z,10,,2944,,,,2016-07-05T07:05:00Z,,2016-07-01T17:16:00Z
Madera,7/6/2016,37.25601,-119.65776,2016-07-06T20:00:00Z,20,,103,,,,2016-07-06T20:00:00Z,,2016-07-04T11:53:00Z
Fresno,7/7/2016,36.14161,-120.62048,2016-07-07T19:00:00Z,10,,145,,,,2016-07-07T19:00:00Z,,2016-07-04T17:15:00Z
Kern,7/8/2016,35.20993,-118.72272,2016-07-08T19:00:00Z,15,,1785,,,,2016-07-08T19:00:00Z,,2016-07-01T14:05:00Z
Calaveras,7/8/2016,38.02845,-120.61153,2016-07-08T19:32:00Z,5,,310,,,,2016-07-08T19:32:00Z,,2016-07-02T14:55:00Z
Mono,7/9/2016,37.97,-119.14,2016-07-09T08:30:00Z,26,,650,,,,2016-07-09T08:30:00Z,,2016-06-25T06:30:00Z
Kern,7/10/2016,34.913,118.9082,2016-07-10T19:37:00Z,15,,554,,,,2016-07-10T19:30:00Z,,2016-07-09T12:43:00Z
San Benito,7/10/2016,5487,-120.841536,2016-07-10T19:30:00Z,35,,95,,,,2016-07-10T19:37:00Z,,2016-07-08T11:15:00Z
Kern,7/11/2016,35.6115,-118.45628,2016-07-11T09:40:00Z,15,,48019,,,,2016-07-11T06:35:00Z,,2016-07-10T15:30:00Z
Sacramento,7/11/2016,38.517772,-121.103642,2016-07-11T06:35:00Z,34,,87,,,,2016-07-11T09:40:00Z,,2016-06-23T15:51:00Z
Santa Barbara,7/12/2016,34.776,-119.643,2016-07-12T14:30:00Z,42,,7474,,,,2016-07-12T07:00:00Z,,2016-07-08T22:45:00Z
Shasta,7/12/2016,40.36873,-122.72913,2016-07-12T07:00:00Z,45,,441,,,,2016-07-12T10:30:00Z,,2016-07-11T12:58:00Z
Ventura,7/12/2016,33.11645,-116.58542,2016-07-12T10:30:00Z,56,,15,,,,2016-07-12T14:30:00Z,,2016-06-15T15:21:00Z
Fresno,7/13/2016,36.92244,-119.39619,2016-07-13T17:30:00Z,10,,188,,,,2016-07-13T17:30:00Z,,2016-07-11T14:30:00Z
Calaveras,7/13/2016,37.96311,-120.67335,2016-07-13T19:00:00Z,5,,35,,,,2016-07-13T19:00:00Z,,2016-07-12T15:19:00Z
Kern,7/14/2016,35.68313,-118.21793,2016-07-14T12:00:00Z,15,,221,,,,2016-07-14T12:00:00Z,,2016-07-13T17:08:00Z
Riverside,7/15/2016,0,0,2016-07-15T08:00:00Z,33,,173,,,,2016-07-15T08:00:00Z,,2016-07-12T15:20:00Z
Yolo,7/15/2016,38.8866,-122.04726,2016-07-15T15:40:00Z,57,,84,,,,2016-07-15T14:00:00Z,,2016-07-13T15:52:00Z
Ventura,7/15/2016,36.92244,-119.39619,2016-07-15T14:00:00Z,56,,78,,,,2016-07-15T15:40:00Z,,2016-07-15T14:00:00Z
Los Angeles,7/16/2016,34.36763,-118.57245,2016-07-16T12:00:00Z,19,,1109,,,,2016-07-16T07:40:00Z,,2016-07-15T23:55:00Z
Calaveras,7/16/2016,38.08056,-120.81394,2016-07-16T18:30:00Z,5,,341,,,,2016-07-16T12:00:00Z,,2016-07-09T12:04:00Z
Kern,7/16/2016,35.60748,-118.94811,2016-07-16T07:40:00Z,15,,138,,,,2016-07-16T18:00:00Z,,2016-07-15T16:45:00Z
Fresno,7/16/2016,37.0099,-119.5792,2016-07-16T18:00:00Z,10,,123,,,,2016-07-16T18:30:00Z,,2016-07-12T13:14:00Z
El Dorado,7/18/2016,38.96741,-120.9375,2016-07-18T09:50:00Z,"9,31",,5646,,,,2016-07-18T09:50:00Z,,2016-06-28T13:55:00Z
Placer,7/18/2016,38.96741,-120.9375,2016-07-18T09:50:00Z,"9,31",,5646,,,,2016-07-18T09:50:00Z,,2016-06-28T13:55:00Z
San Diego,7/20/2016,32.9612,-116.7945,2016-07-20T13:45:00Z,37,,100,,,,2016-07-20T09:00:00Z,,2016-07-19T14:09:00Z
Siskiyou,7/20/2016,41.96191,-122.59328,2016-07-20T09:00:00Z,47,,26,,,,2016-07-20T13:45:00Z,,2016-07-18T13:08:00Z
Lake,7/22/2016,39.0863,-122.7891,2016-07-22T18:15:00Z,17,,69,,,,2016-07-22T12:00:00Z,,2016-07-21T20:30:00Z
Solano,7/22/2016,38.33475,-122.02564,2016-07-22T16:07:00Z,48,,57,,,,2016-07-22T16:07:00Z,,2016-07-22T13:01:00Z
Calaveras,7/22/2016,37.98171,-120.64241,2016-07-22T19:00:00Z,5,,57,,,,2016-07-22T18:15:00Z,,2016-07-19T17:16:00Z
Siskiyou,7/22/2016,41.71847,-122.36924,2016-07-22T12:00:00Z,47,,23,,,,2016-07-22T19:00:00Z,,2016-07-21T15:06:00Z
Monterey,7/23/2016,35.85093,-120.81081,2016-07-23T08:45:00Z,27,,100,,,,2016-07-23T08:45:00Z,,2016-07-22T15:15:00Z
El Dorado,7/23/2016,38.79549,-121.00299,2016-07-23T18:00:00Z,9,,50,,,,2016-07-23T18:00:00Z,,2016-07-22T13:15:00Z
Contra Costa,7/24/2016,38.01264,-122.1885,2016-07-24T19:00:00Z,7,,40,,,,2016-07-24T14:30:00Z,,2016-07-22T14:47:00Z
San Diego,7/24/2016,33.00056,-116.9571,2016-07-24T14:30:00Z,37,,28,,,,2016-07-24T19:00:00Z,,2016-07-24T16:30:00Z
Madera,7/25/2016,0,0,2016-07-25T19:20:00Z,20,,80,,,,2016-07-25T19:20:00Z,,2016-07-21T12:53:00Z
Tehama,7/26/2016,0,0,2016-07-26T19:25:00Z,52,,11,,,,2016-07-26T19:25:00Z,,2016-07-25T16:55:00Z
Butte,7/29/2016,0,0,2016-07-29T15:10:00Z,4,,35,,,,2016-07-29T15:10:00Z,,2016-07-28T14:27:00Z
San Diego,7/30/2016,33.393,-117.35093,2016-07-30T14:15:00Z,37,,1245,,,,2016-07-30T14:15:00Z,,2016-07-21T16:06:00Z
Santa Clara,7/31/2016,37.41896,-121.79669,2016-07-31T18:30:00Z,43,,114,,,,2016-07-31T18:30:00Z,,2016-07-30T17:25:00Z
Madera,7/31/2016,37.24006,-119.4741,2016-07-31T18:55:00Z,20,,38,,,,2016-07-31T18:50:00Z,,2016-07-29T14:55:00Z
Lake,7/31/2016,0,0,2016-07-31T18:50:00Z,17,,25,,,,2016-07-31T18:55:00Z,,2016-07-29T17:55:00Z
Lassen,8/1/2016,0,0,2016-08-01T19:40:00Z,18,,42,,,,2016-08-01T08:05:00Z,,2016-07-30T17:25:00Z
Tuolumne,8/1/2016,37.81434,-120.69521,2016-08-01T08:05:00Z,55,,32,,,,2016-08-01T19:40:00Z,,2016-07-30T16:25:00Z
Butte,8/3/2016,39.6708,-121.7192,2016-08-03T08:00:00Z,4,,550,,,,2016-08-03T08:00:00Z,,2016-08-02T14:35:00Z
Stanislaus,8/4/2016,0,0,2016-08-04T20:00:00Z,50,,140,,,,2016-08-04T07:45:00Z,,2016-08-03T16:08:00Z
Stanislaus,8/4/2016,0,0,2016-08-04T07:45:00Z,50,,100,,,,2016-08-04T07:50:00Z,,2016-08-03T17:27:00Z
Tehama,8/4/2016,40.19611,-122.26736,2016-08-04T07:50:00Z,52,,80,,,,2016-08-04T20:00:00Z,,2016-08-04T15:45:00Z
Madera,8/6/2016,37.3228,-119.7738,2016-08-06T19:50:00Z,20,,85,,,,2016-08-06T10:06:00Z,,2016-08-05T13:49:00Z
Amador,8/6/2016,38.2581,-120.8657,2016-08-06T10:06:00Z,3,,26,,,,2016-08-06T19:50:00Z,,2016-08-04T14:13:00Z
Mono,8/7/2016,0,0,2016-08-07T19:14:00Z,26,,2819,,,,2016-08-07T19:14:00Z,,2016-08-04T14:09:00Z
Mono,8/7/2016,0,0,2016-08-07T19:33:00Z,26,,122,,,,2016-08-07T19:18:00Z,,2016-08-06T15:00:00Z
Kern,8/7/2016,35.24504,-118.60344,2016-08-07T20:15:00Z,15,,100,,,,2016-08-07T19:33:00Z,,2016-08-05T15:45:00Z
El Dorado,8/7/2016,0,0,2016-08-07T19:18:00Z,9,,25,,,,2016-08-07T20:15:00Z,,2016-08-04T17:10:00Z
Fresno,8/9/2016,37.01591,-119.50507,2016-08-09T18:30:00Z,10,,2241,,,,2016-08-09T17:15:00Z,,2016-07-22T14:11:00Z
Los Angeles,8/9/2016,0,0,2016-08-09T17:15:00Z,19,,0,,,,2016-08-09T18:30:00Z,,2016-07-30T16:40:00Z
Lake,8/10/2016,36.09974,-120.51057,2016-08-10T17:00:00Z,17,,45,,,,2016-08-10T17:00:00Z,,2016-08-09T17:30:00Z
Lake,8/10/2016,38.68403,-122.26015,2016-08-10T17:00:00Z,17,,36,,,,2016-08-10T17:00:00Z,,2016-08-09T18:50:00Z
Shasta,8/10/2016,40.61213,-122.47091,2016-08-10T17:00:00Z,45,,35,,,,2016-08-10T17:00:00Z,,2016-08-09T12:14:00Z
San Diego,8/11/2016,33.22558,-117.14547,2016-08-11T18:30:00Z,37,,35,,,,2016-08-11T18:30:00Z,,2016-08-10T09:14:00Z
