Counties (Location),FormattedDate,Wildfire_Probability,County (Actual Location),Stn Id,Norm Precip (in),Norm precip30 (in),Norm precip60 (in),Norm precip90 (in),Norm Avg Air Temp (F),Norm Avg Rel Hum (%),,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,6/12/2019,1,San Luis Obispo,163,0,0.036596523,0.032033426,0.067005937,0.60952381,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,6/12/2019,1,Yuba,84,0,0.28179323,0.117688022,0.239185751,0.804081633,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,6/14/2019,1,Santa Clara,211,0,0.161939616,0.061977716,0.081990387,0.488435374,0.872340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,6/15/2019,1,Siskiyou,225,0,0.091491308,0.04143454,0.080859485,0.6,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,6/16/2019,1,Siskiyou,236,0,0.373284538,0.17235376,0.178117048,0.541496599,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,6/17/2019,1,Butte,12,0,0.253430924,0.177924791,0.223918575,0.697959184,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,6/20/2019,1,San Diego,153,0,0.014638609,0.034122563,0.030817077,0.576870748,0.808510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,6/21/2019,1,Kings,15,0,0.019213175,0.102367688,0.096974837,0.659863946,0.404255319,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,6/21/2019,1,Riverside,240,0,0.038426349,0.036908078,0.030817077,0.555102041,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,6/22/2019,1,Yuba,84,0,0.053979872,0.10724234,0.193101498,0.737414966,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,6/24/2019,1,San Diego,153,0,0.012808783,0.034122563,0.030817077,0.6,0.808510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,6/25/2019,1,Yuba,84,0,0.053979872,0.10724234,0.16115352,0.708843537,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,6/26/2019,1,Monterey,113,0,0.000914913,0.04735376,0.042126096,0.497959184,0.64893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,6/26/2019,1,Placer,195,0,0.008234218,0.161908078,0.170200735,0.583673469,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,6/26/2019,1,Santa Clara,211,0,0,0.061977716,0.053152389,0.530612245,0.691489362,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,6/26/2019,1,Shasta,224,0.427083333,0.04757548,0.159470752,0.214305909,0.555102041,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,6/26/2019,1,Stanislaus,71,0,0,0.044568245,0.058241448,0.586394558,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,6/27/2019,1,Riverside,240,0,0,0.036908078,0.030817077,0.576870748,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,6/28/2019,1,Yuba,84,0,0.003659652,0.10724234,0.139383658,0.62585034,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,6/29/2019,1,Butte,244,0,0.032021958,0.092618384,0.088493073,0.629931973,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,6/29/2019,1,Merced,148,0,0,0.078690808,0.064744133,0.629931973,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,6/29/2019,1,Riverside,240,0,0,0.036559889,0.030817077,0.621768707,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,6/29/2019,1,San Diego,147,0,0.001829826,0.040041783,0.038450664,0.586394558,0.712765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,7/2/2019,1,Santa Clara,211,0,0,0.061977716,0.052021487,0.525170068,0.723404255,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,7/3/2019,1,Alameda,191,0,0,0.069289694,0.064744133,0.540136054,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,7/5/2019,1,Contra Costa,170,0,0.000914913,0.045961003,0.038450664,0.680272109,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,7/5/2019,1,Lassen,57,0,0,0.04735376,0.045236076,0.610884354,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,7/5/2019,1,San Joaquin,249,0,0.000914913,0.053272981,0.046366978,0.68707483,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,7/5/2019,1,Shasta,224,0,0.037511436,0.159470752,0.165394402,0.715646259,0.425531915,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,7/6/2019,1,Yuba,84,0,0,0.10724234,0.10743568,0.730612245,0.404255319,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,7/8/2019,1,Merced,148,0,0,0.078690808,0.064461408,0.60952381,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,7/8/2019,1,San Luis Obispo,163,0,0.000914913,0.017061281,0.026293469,0.488435374,0.70212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,7/9/2019,1,Monterey,113,0,0.000914913,0.046309192,0.04184337,0.517006803,0.680851064,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/11/2019,1,Riverside,239,0,0.003659652,0.025069638,0.030817077,0.772789116,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,7/12/2019,1,Alameda,191,0,0,0.065807799,0.061068702,0.606802721,0.585106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/12/2019,1,Riverside,239,0,0.003659652,0.025069638,0.030817077,0.806802721,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,7/12/2019,1,San Diego,147,0,0.001829826,0.033426184,0.035340684,0.594557823,0.755319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,7/12/2019,1,Shasta,224,0,0.037511436,0.159470752,0.145320893,0.761904762,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/13/2019,1,Riverside,240,0,0,0.020891365,0.0299689,0.751020408,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,7/13/2019,1,Stanislaus,194,0,0,0.073816156,0.063895957,0.74829932,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,7/14/2019,1,Lassen,57,0,0,0.043523677,0.042126096,0.623129252,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,7/14/2019,1,Ventura,198,0,0.002744739,0.048398329,0.039581566,0.561904762,0.819148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,7/15/2019,1,Fresno,80,0,0,0.078342618,0.068136839,0.771428571,0.393617021,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,7/15/2019,1,Santa Clara,211,0,0,0.051532033,0.050325134,0.654421769,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,
State of Nevada,7/15/2019,1,Lassen,57,0,0,0.043523677,0.042126096,0.612244898,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,7/16/2019,1,Riverside,218,0,0,0.000696379,0.000565451,0.93877551,0.14893617,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,7/16/2019,1,San Joaquin,248,0,0.000914913,0.04735376,0.05371784,0.658503401,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,7/17/2019,1,Modoc,90,0,0.004574565,0.042827298,0.048628781,0.561904762,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,7/17/2019,1,San Diego,147,0,0.000914913,0.031685237,0.035057959,0.571428571,0.755319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,7/18/2019,1,Stanislaus,194,0,0,0.028899721,0.0599378,0.725170068,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,7/18/2019,1,Stanislaus,71,0,0,0.01775766,0.036188861,0.674829932,0.617021277,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,7/21/2019,1,Kern,125,0,0,0.023328691,0.081424936,0.797278912,0.404255319,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,7/21/2019,1,Merced,148,0,0,0.011490251,0.063895957,0.706122449,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,7/22/2019,1,Napa,77,0,0.000914913,0.002089136,0.099236641,0.627210884,0.617021277,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,7/22/2019,1,San Bernardino,117,0,0,0,0.014701725,0.812244898,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,7/23/2019,1,Butte,244,0,0,0.030292479,0.075204976,0.719727891,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,7/24/2019,1,San Luis Obispo,202,0,0.001829826,0.009401114,0.057393271,0.510204082,0.808510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,7/24/2019,1,Santa Clara,211,0,0,0.008356546,0.050325134,0.684353741,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,7/24/2019,1,Solano,212,0,0,0.001392758,0.064178682,0.708843537,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,7/27/2019,1,Mendocino,106,0,0,0.016713092,0.124964659,0.711564626,0.425531915,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Siskiyou,7/27/2019,1,Siskiyou,225,0,0,0.000696379,0.030534351,0.616326531,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Siskiyou,7/27/2019,1,Siskiyou,225,0,0,0.000696379,0.030534351,0.616326531,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,7/28/2019,1,Mendocino,106,0,0,0.016713092,0.124964659,0.717006803,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,7/28/2019,1,San Bernardino,255,0,0,0,0.024597116,0.714285714,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,7/28/2019,1,San Diego,147,0,0,0.000696379,0.034209782,0.608163265,0.787234043,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,7/28/2019,1,Santa Barbara,64,0,0,0,0.042126096,0.616326531,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,7/29/2019,1,Monterey,113,0,0,0.000348189,0.038450664,0.523809524,0.70212766,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,7/30/2019,1,El Dorado,13,0,0,0.000696379,0.16991801,0.745578231,0.287234043,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,7/30/2019,1,Monterey,113,0,0,0.000348189,0.038450664,0.506122449,0.70212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,7/31/2019,1,Kern,125,0,0,0,0.080859485,0.806802721,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,8/1/2019,1,San Diego,147,0,0,0.000696379,0.031382528,0.616326531,0.755319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,8/2/2019,1,Modoc,90,0,0.004574565,0.001740947,0.039581566,0.563265306,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,8/2/2019,1,Sacramento,131,0,0.004574565,0.002437326,0.102912072,0.703401361,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,8/2/2019,1,Sacramento,131,0,0.004574565,0.002437326,0.102912072,0.703401361,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,8/3/2019,1,Contra Costa,170,0,0,0.000348189,0.037319763,0.669387755,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,8/3/2019,1,Los Angeles,204,0,0.000914913,0.000348189,0.022052587,0.761904762,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,8/3/2019,1,San Bernardino,233,0,0.170173833,0.064763231,0.064461408,0.891156463,0.14893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,8/4/2019,1,Shasta,224,0,0,0.014275766,0.129488267,0.741496599,0.393617021,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,8/5/2019,1,Kern,125,0,0,0,0.080859485,0.828571429,0.340425532,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/5/2019,1,Riverside,240,0,0,0,0.018377156,0.719727891,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,8/7/2019,1,Contra Costa,47,0,0,0,0.03562341,0.674829932,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,8/7/2019,1,Lassen,57,0,0,0,0.035340684,0.689795918,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,8/7/2019,1,Lassen,57,0,0,0,0.035340684,0.689795918,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,8/8/2019,1,Lassen,57,0,0,0,0.035340684,0.646258503,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,8/8/2019,1,Modoc,90,0,0,0.001740947,0.039581566,0.578231293,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,8/8/2019,1,Stanislaus,194,0,0,0,0.0599378,0.666666667,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,8/9/2019,1,Alameda,191,0,0.001829826,0.000696379,0.055696918,0.583673469,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,
State of Oregon,8/9/2019,1,Siskiyou,236,0,0.001829826,0.001392758,0.117613797,0.470748299,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,8/10/2019,1,Yolo,155,0,0,0,0.083404015,0.650340136,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,8/12/2019,1,Mendocino,106,0,0,0,0.121854679,0.616326531,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/12/2019,1,Riverside,240,0,0,0,0.016963528,0.63537415,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,8/12/2019,1,Solano,139,0,0.000914913,0.001044568,0.071246819,0.73877551,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,8/13/2019,1,Los Angeles,220,0,0.000914913,0.000348189,0.009895392,0.751020408,0.180851064,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,8/13/2019,1,Shasta,224,0,0.053979872,0.034818942,0.14616907,0.721088435,0.425531915,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,8/14/2019,1,Colusa,250,0,0,0,0.023183489,0.760544218,0.563829787,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,8/14/2019,1,El Dorado,228,0,0,0,0.139100933,0.775510204,0.276595745,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,8/15/2019,1,El Dorado,228,0,0,0,0.102912072,0.798639456,0.255319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,8/15/2019,1,Merced,148,0,0,0,0.039864292,0.73877551,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,8/15/2019,1,San Diego,147,0,0,0.000348189,0.025728018,0.608163265,0.755319149,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,8/15/2019,1,Santa Clara,211,0,0,0,0.034775233,0.67755102,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,8/15/2019,1,Shasta,224,0,0.053979872,0.034818942,0.108001131,0.821768707,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,8/16/2019,1,Merced,148,0,0,0,0.03873339,0.74829932,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,8/16/2019,1,San Diego,147,0,0,0.000348189,0.025728018,0.571428571,0.765957447,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,8/21/2019,1,Alameda,191,0,0,0.000696379,0.001979078,0.623129252,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/22/2019,1,Riverside,237,0,0,0.000348189,0.00310998,0.666666667,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,8/22/2019,1,Shasta,224,0,0.053979872,0.034818942,0.045518801,0.780952381,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,8/24/2019,1,Lassen,57,0,0,0,0.024031665,0.68707483,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,8/24/2019,1,Lassen,57,0,0,0,0.024031665,0.68707483,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,8/25/2019,1,San Diego,147,0,0,0,0.001979078,0.708843537,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/25/2019,1,Riverside,44,0,0,0,0.000282725,0.736054422,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,8/25/2019,1,San Diego,147,0,0,0,0.001979078,0.708843537,0.478723404,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,8/25/2019,1,Santa Clara,211,0,0,0,0,0.6,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,8/27/2019,1,Riverside,237,0,0.000914913,0.000696379,0.001130902,0.734693878,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,8/28/2019,1,Lassen,57,0.03125,0.002744739,0.001044568,0.008481764,0.676190476,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Alameda,8/31/2019,1,Alameda,191,0,0,0.000696379,0.000565451,0.662585034,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Tulare,8/31/2019,1,Tulare,258,0,0,0,0,0.761904762,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Monterey,9/1/2019,1,Monterey,113,0,0,0,0.000282725,0.654421769,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Ventura,9/1/2019,1,Ventura,198,0,0,0,0.000848176,0.60952381,0.755319149,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Alameda,9/2/2019,1,Alameda,191,0,0,0.000696379,0.000565451,0.627210884,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
El Dorado,9/2/2019,1,El Dorado,13,0,0,0.000348189,0.000282725,0.823129252,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Benito,9/2/2019,1,San Benito,126,0,0,0,0.005371784,0.640816327,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Bernardino,9/3/2019,1,San Bernardino,117,0,0,0,0,0.804081633,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Santa Cruz,9/3/2019,1,Santa Cruz,104,0,0,0.000696379,0.003392706,0.549659864,0.691489362,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Plumas,9/4/2019,1,Lassen,57,0.166666667,0.017383349,0.006615599,0.005371784,0.580952381,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Benito,9/4/2019,1,San Benito,143,0,0,0,0,0.59047619,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Joaquin,9/4/2019,1,San Joaquin,70,0,0,0,0.000282725,0.723809524,0.457446809,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Santa Barbara,9/4/2019,1,Santa Barbara,64,0,0.000914913,0.000348189,0.000282725,0.640816327,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Lake,9/5/2019,1,Mendocino,106,0,0,0,0,0.657142857,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Modoc,9/5/2019,1,Modoc,90,0.0625,0.057639524,0.02367688,0.019225332,0.589115646,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Tehama,9/5/2019,1,Tehama,222,0,0,0,0,0.695238095,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,9/5/2019,1,Tehama,222,0,0,0,0,0.695238095,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,9/6/2019,1,Butte,244,0,0.002744739,0.001044568,0.000848176,0.610884354,0.617021277,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,9/6/2019,1,Inyo,35,0,0.001829826,0.001044568,0.003675431,0.62585034,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,9/6/2019,1,Inyo,189,0,0.009149131,0.003481894,0.003392706,0.680272109,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,9/6/2019,1,Lassen,57,0,0.017383349,0.006615599,0.005371784,0.589115646,0.319148936,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,9/6/2019,1,Inyo,35,0,0.001829826,0.001044568,0.003675431,0.62585034,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,9/6/2019,1,Tehama,222,0,0,0,0,0.638095238,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,9/6/2019,1,Tulare,258,0,0,0,0,0.761904762,0.436170213,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,9/7/2019,1,Butte,244,0,0.002744739,0.001044568,0.000848176,0.561904762,0.712765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,9/7/2019,1,Mendocino,106,0,0,0,0,0.549659864,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/7/2019,1,Riverside,44,0,0,0,0.000282725,0.721088435,0.425531915,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/7/2019,1,Riverside,239,0,0.000914913,0.001044568,0.001979078,0.740136054,0.372340426,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,9/7/2019,1,Siskiyou,225,0,0.064043916,0.024373259,0.020073509,0.518367347,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,9/7/2019,1,Siskiyou,225,0,0.064043916,0.024373259,0.020073509,0.518367347,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,9/7/2019,1,Siskiyou,225,0,0.064043916,0.024373259,0.020073509,0.518367347,0.489361702,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/9/2019,1,Riverside,62,0,0.002744739,0.002089136,0.003392706,0.56462585,0.744680851,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,9/10/2019,1,Siskiyou,225,0,0.010978957,0.024373259,0.020073509,0.420408163,0.595744681,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,9/11/2019,1,Stanislaus,71,0,0,0,0,0.580952381,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/12/2019,1,Riverside,240,0,0,0,0,0.779591837,0.170212766,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,9/13/2019,1,Stanislaus,206,0,0,0,0,0.666666667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/14/2019,1,Riverside,237,0,0.002744739,0.001044568,0.001696353,0.805442177,0.212765957,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/15/2019,1,Riverside,240,0,0,0,0,0.681632653,0.234042553,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,9/15/2019,1,Siskiyou,225,0.03125,0.014638609,0.025766017,0.021204411,0.454421769,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,9/20/2019,1,Placer,195,0,0.08600183,0.032729805,0.031382528,0.56462585,0.468085106,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,9/21/2019,1,Riverside,239,0,0.007319305,0.003481894,0.002827255,0.657142857,0.29787234,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,9/21/2019,1,San Luis Obispo,52,0,0,0,0,0.657142857,0.308510638,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,9/21/2019,1,Shasta,224,0,0.056724611,0.042130919,0.045801527,0.624489796,0.393617021,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,9/22/2019,1,Amador,227,0,0.107959744,0.041086351,0.033361606,0.583673469,0.414893617,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,9/23/2019,1,Santa Clara,211,0,0,0,0,0.582312925,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,9/24/2019,1,San Diego,147,0,0.001829826,0.000696379,0.000565451,0.604081633,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,9/24/2019,1,Stanislaus,194,0,0.012808783,0.004874652,0.003958157,0.67755102,0.574468085,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,9/25/2019,1,Amador,227,0,0.107959744,0.041086351,0.033361606,0.693877551,0.329787234,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,9/25/2019,1,San Diego,153,0,0,0,0,0.729251701,-0.063829787,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Solano,9/26/2019,1,Solano,212,0,0.001829826,0.001392758,0.001130902,0.629931973,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Butte,9/28/2019,1,Butte,12,0,0.021957914,0.008356546,0.006785411,0.499319728,0.510638298,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
El Dorado,9/29/2019,1,El Dorado,228,0,0.118938701,0.045264624,0.036754312,0.346938776,0.606382979,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Fresno,9/30/2019,1,Fresno,205,0,0,0,0,0.463945578,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Riverside,9/30/2019,1,Riverside,179,0,0.008234218,0.004178273,0.003392706,0.453061224,0.659574468,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
San Luis Obispo,10/1/2019,1,San Luis Obispo,202,0,0.001829826,0.003481894,0.003392706,0.448979592,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Stanislaus,10/3/2019,1,Stanislaus,71,0,0.007319305,0.002785515,0.002261804,0.465306122,0.542553191,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Glenn,10/4/2019,1,Siskiyou,225,0,0.040256176,0.03551532,0.028837998,0.274829932,0.553191489,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Mendocino,10/4/2019,1,Mendocino,106,0,0.000914913,0.000348189,0.000282725,0.428571429,0.521276596,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Mariposa,10/6/2019,1,Merced,148,0,0.006404392,0.002437326,0.001979078,0.503401361,0.531914894,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Tehama,10/6/2019,1,Tehama,222,0,0.028362306,0.010793872,0.00876449,0.568707483,0.35106383,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Napa,10/7/2019,1,Napa,109,0,0.004574565,0.001740947,0.001413627,0.544217687,0.446808511,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Santa Clara,10/7/2019,1,Santa Clara,211,0,0,0,0,0.555102041,0.361702128,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Tehama,10/8/2019,1,Tehama,222,0,0.028362306,0.010793872,0.00876449,0.53877551,0.425531915,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Alameda,10/9/2019,1,Alameda,191,0,0.01189387,0.004526462,0.004240882,0.484353741,0.382978723,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
Monterey,10/9/2019,1,Monterey,113,0,0,0,0,0.454421769,0.627659574,,,,,,,,,,,,,,,,,,,,,,,,,,Keep?
