Counties (Location),FormattedDate,Latitude,Longitude,Started (Date),CountyIds (might not need this one),Wildfire_Probability,AcresBurned,,,,,,,,
Humboldt,8/12/2016,40.9878,-123.77832,2016-08-12T17:23:00Z,12,,21,,,,,,,,
San Joaquin,8/20/2016,37.62215,-121.36665,2016-08-20T08:35:00Z,39,,147,,,,,,,,
San Bernardino,8/16/2016,34.30372,-117.49342,2016-08-16T10:44:00Z,36,,36274,,,,,,,,
Lake,8/13/2016,38.89741,-122.60664,2016-08-13T18:03:00Z,17,,3929,,,,,,,,
Siskiyou,8/27/2016,41.851,-123.118,2016-08-27T18:00:00Z,47,,33867,,,,,,,,
Kern,8/28/2016,35.4976,-118.5097,2016-08-28T18:50:00Z,15,,304,,,,,,,,
Kern,8/26/2016,35.2013,-118.7212,2016-08-26T10:10:00Z,15,,518,,,,,,,,
Riverside,8/28/2016,0,0,2016-08-28T15:23:00Z,33,,40,,,,,,,,
Siskiyou,8/24/2016,41.7813,-122.611,2016-08-24T14:55:00Z,47,,710,,,,,,,,
Butte,8/18/2016,39.79547,-121.71662,2016-08-18T12:05:00Z,4,,88,,,,,,,,
Alpine,8/26/2016,38.57554,-120.00606,2016-08-26T15:30:00Z,2,,0,,,,,,,,
Calaveras,8/30/2016,38.1874,-120.6381,2016-08-30T16:54:00Z,5,,450,,,,,,,,
Mendocino,8/30/2016,39.8748511,-123.4267011,2016-08-30T16:52:00Z,23,,36,,,,,,,,
Lake,8/30/2016,39.1408865,-122.9148951,2016-08-30T13:35:00Z,17,,20,,,,,,,,
Amador,8/28/2016,0,0,2016-08-28T13:07:00Z,3,,19,,,,,,,,
Riverside,9/1/2016,0,0,2016-09-01T14:36:00Z,33,,1470,,,,,,,,
Santa Clara,8/30/2016,37.11831,-121.69784,2016-08-30T12:25:00Z,43,,25,,,,,,,,
Humboldt,8/22/2016,41.28486,-123.82268,2016-08-22T16:03:00Z,12,,599,,,,,,,,
San Bernardino,9/3/2016,34.25858,-117.4415,2016-09-03T21:51:00Z,36,,20,,,,,,,,
Orange,8/31/2016,33.6542,-117.5221,2016-08-31T04:10:00Z,30,,150,,,,,,,,
San Luis Obispo,8/13/2016,35.70595,-120.98316,2016-08-13T16:03:00Z,40,,46344,,,,,,,,
Fresno,9/3/2016,36.84479,-119.34487,2016-09-03T14:44:00Z,10,,158,,,,,,,,
San Bernardino,9/7/2016,34.3183,-117.3189,2016-09-07T16:53:00Z,36,,50,,,,,,,,
Butte,9/5/2016,39.6871,-121.571,2016-09-05T16:28:00Z,4,,850,,,,,,,,
Shasta,9/10/2016,40.68192,-122.4096,2016-09-10T15:45:00Z,45,,75,,,,,,,,
Sacramento,9/11/2016,38.558,-121.1309,2016-09-11T11:25:00Z,34,,40,,,,,,,,
Tehama,9/13/2016,40.30594,-122.1295,2016-09-13T23:10:00Z,52,,360,,,,,,,,
Siskiyou,9/12/2016,41.6314,-122.7933,2016-09-12T16:28:00Z,47,,32,,,,,,,,
Modoc,9/11/2016,41.4657,-120.9066,2016-09-11T14:15:00Z,25,,380,,,,,,,,
Santa Barbara,9/10/2016,0,0,2016-09-10T14:06:00Z,42,,32606,,,,,,,,
Mendocino,8/18/2016,39.7299,-123.5044,2016-08-18T17:57:00Z,23,,50,,,,,,,,
Del Norte,9/13/2016,37.75972,-120.029626,2016-09-13T13:55:00Z,8,,150,,,,,,,,
Inyo,9/17/2016,37.75985,-118.95309,2016-09-17T13:49:00Z,14,,5443,,,,,,,,
Butte,9/16/2016,39.8851,-121.6998,2016-09-16T23:28:00Z,4,,30,,,,,,,,
Sutter,9/20/2016,39.188321,-121.78003,2016-09-20T09:30:00Z,51,,300,,,,,,,,
Nevada,9/17/2016,39.20427,-121.05948,2016-09-17T13:40:00Z,29,,47,,,,,,,,
Kern,9/19/2016,0,0,2016-09-19T14:13:00Z,15,,306,,,,,,,,
Lassen,9/11/2016,40.3915,-120.7845,2016-09-11T11:33:00Z,18,,2575,,,,,,,,
Butte,9/22/2016,39.4403,-121.42647,2016-09-22T11:45:00Z,4,,130,,,,,,,,
Fresno,9/23/2016,36.6543,-119.5327,2016-09-23T12:40:00Z,10,,70,,,,,,,,
Shasta,9/25/2016,40,-121.93923,2016-09-25T07:15:00Z,45,,100,,,,,,,,
Amador,9/23/2016,38.5212,-120.8416,2016-09-23T13:12:00Z,3,,45,,,,,,,,
Santa Barbara,9/17/2016,34.63445,-120.54421,2016-09-17T17:20:00Z,42,,12518,,,,,,,,
Santa Barbara,9/22/2016,34.75134,-120.55297,2016-09-22T14:20:00Z,42,,215,,,,,,,,
Sonoma,9/25/2016,38.80017,-122.82895,2016-09-25T10:43:00Z,49,,1547,,,,,,,,
Kern,8/16/2016,35.7506,-118.5678,2016-08-16T16:35:00Z,15,,29322,,,,,,,,
Tuolumne,9/26/2016,37.79635,-120.32484,2016-09-26T12:20:00Z,55,,1080,,,,,,,,
Plumas,9/26/2016,39.92,-121.32,2016-09-26T13:23:00Z,32,,248,,,,,,,,
Napa,10/10/2016,38.40958,-122.43172,2016-10-10T16:13:00Z,28,,65,,,,,,,,
Monterey,7/22/2016,36.45994,-121.89938,2016-07-22T08:48:00Z,27,,132127,,,,,,,,
Modoc,9/17/2016,41.2649,-120.3178,2016-09-17T14:37:00Z,25,,2652,,,,,,,,
El Dorado,10/14/2016,38.93449,-120.10744,2016-10-14T01:28:00Z,9,,176,,,,,,,,
Fresno,10/11/2016,36.94536,-119.25959,2016-10-11T12:58:00Z,10,,2100,,,,,,,,
Siskiyou,6/7/2016,41.623,-123.557,2016-06-07T02:45:00Z,47,,2860,,,,,,,,
Tulare,8/22/2016,36.1648,-118.73906,2016-08-22T22:00:00Z,54,,395,,,,,,,,
Los Angeles,11/14/2016,34.31,-118.335,2016-11-14T05:45:00Z,19,,4824,,,,,,,,
San Diego,11/13/2016,33.254355,-117.158475,2016-11-13T11:14:00Z,37,,28,,,,,,,,
Tulare,10/29/2016,35.984,-118.551,2016-10-29T11:15:00Z,54,,4347,,,,,,,,
Tulare,10/20/2016,36.217,-118.551,2016-10-20T17:00:00Z,54,,10,,,,,,,,
Santa Clara,9/26/2016,37.10632,-121.85318,2016-09-26T14:42:00Z,43,,4474,,,,,,,,
Lassen,2/7/2017,40.07045,-120.14013,2017-02-07T14:00:00Z,18,,83733,,,,,,,,
Modoc,4/3/2017,0,0,2017-04-03T16:00:00Z,25,,83120,,,,,,,,
Mariposa,4/3/2017,37.61757,-120.21321,2017-04-03T16:00:00Z,22,,81826,,,,,,,,
Siskiyou,4/13/2017,41.841,-123.474,2017-04-13T02:30:00Z,47,,78698,,,,,,,,
Kings,4/20/2017,35.93273,-120.20014,2017-04-20T15:40:00Z,16,,48889,,,,,,,,
Siskiyou,4/24/2017,42.039,-123.218,2017-04-24T12:06:00Z,47,,39715,,,,,,,,
Tulare,4/28/2017,36.15356,-118.74103,2017-04-28T15:40:00Z,54,,36556,,,,,,,,
San Luis Obispo,4/29/2017,35.0179,-120.3223,2017-04-29T17:15:00Z,40,,28687,,,,,,,,
Siskiyou,4/30/2017,41.59,-123.501,2017-04-30T15:23:00Z,47,,27276,,,,,,,,
Trinity,4/30/2017,40.76025,-123.10003,2017-04-30T16:03:00Z,53,,21846,,,,,,,,
Tulare,5/2/2017,36.27138,-118.48555,2017-05-02T14:32:00Z,54,,18900,,,,,,,,
Lassen,5/1/2017,40.69573,-119.93499,2017-05-01T12:44:00Z,18,,18618,,,,,,,,
Santa Barbara,4/30/2017,34.55096,-119.9494,2017-04-30T19:43:00Z,42,,18430,,,,,,,,
Tulare,5/10/2017,0,0,2017-05-10T15:27:00Z,54,,16031,,,,,,,,
Trinity,5/12/2017,40.2275,-123.03583,2017-05-12T05:05:00Z,53,,13417,,,,,,,,
Madera,5/7/2017,37.44663,-119.64622,2017-05-07T16:41:00Z,20,,12407,,,,,,,,
Fresno,5/12/2017,36.12089,-120.37116,2017-05-12T15:30:00Z,10,,10343,,,,,,,,
Mono,5/14/2017,38.655,-119.55425,2017-05-14T12:00:00Z,26,,8925,,,,,,,,
Mariposa,5/14/2017,37.644,-119.618,2017-05-14T12:51:00Z,22,,8094,,,,,,,,
Modoc,5/15/2017,41.466,-120.321,2017-05-15T13:58:00Z,25,,7697,,,,,,,,
Los Angeles,5/14/2017,34.22957,-118.2674,2017-05-14T14:00:00Z,19,,7194,,,,,,,,
Mariposa,5/15/2017,37.538,-119.598,2017-05-15T14:05:00Z,22,,7000,,,,,,,,
Riverside,5/16/2017,33.530045,-116.594422,2017-05-16T16:10:00Z,33,,6309,,,,,,,,
Lassen,5/17/2017,40.43962,-120.22215,2017-05-17T15:18:00Z,18,,6042,,,,,,,,
Butte,5/17/2017,39.45352,-121.41222,2017-05-17T15:30:00Z,4,,6033,,,,,,,,
Fresno,5/18/2017,36.07228,-120.26561,2017-05-18T08:48:00Z,10,,5738,,,,,,,,
Stanislaus,5/18/2017,38.329,-119.782,2017-05-18T13:11:00Z,50,,5247,,,,,,,,
Trinity,5/18/2017,40.17598,-123.36882,2017-05-18T12:54:00Z,53,,4736,,,,,,,,
Plumas,5/19/2017,39.9034,-120.9761,2017-05-19T23:28:00Z,32,,4310,,,,,,,,
San Diego,5/18/2017,33.3237,-117.163,2017-05-18T17:25:00Z,37,,4100,,,,,,,,
Riverside,12/31/1969,33.97471,-117.09984,1969-12-31T16:00:00Z,33,,3874,,,,,,,,
Siskiyou,5/19/2017,41.853,-123.676,2017-05-19T13:10:00Z,47,,3142,,,,,,,,
Kern,5/20/2017,35.77896,-118.89627,2017-05-20T23:19:00Z,15,,2940,,,,,,,,
Plumas,5/19/2017,39.75312,-120.75485,2017-05-19T14:45:00Z,32,,2575,,,,,,,,
Kings,5/20/2017,36.05187,-120.05404,2017-05-20T13:11:00Z,16,,2312,,,,,,,,
Tulare,5/20/2017,36.257,-118.296,2017-05-20T14:23:00Z,54,,2295,,,,,,,,
Tulare,5/20/2017,36.0226,-118.94252,2017-05-20T17:54:00Z,54,,2289,,,,,,,,
Yolo,5/21/2017,38.49521,-122.0251,2017-05-21T16:12:00Z,57,,2269,,,,,,,,
San Diego,5/22/2017,32.65597,-116.80527,2017-05-22T04:50:00Z,37,,2056,,,,,,,,
Sonoma,5/23/2017,0,0,2017-05-23T13:13:00Z,49,,1868,,,,,,,,
Monterey,5/24/2017,35.86949,-120.57894,2017-05-24T15:30:00Z,"27,40",,1816,,,,,,,,
San Luis Obispo,5/25/2017,35.86949,-120.57894,2017-05-25T14:48:00Z,"27,40",,1816,,,,,,,,
Merced,5/25/2017,36.96655,-120.89261,2017-05-25T18:15:00Z,24,,1800,,,,,,,,
Stanislaus,5/28/2017,38.12,-119.941,2017-05-28T07:49:00Z,50,,1749,,,,,,,,
Sonoma,5/28/2017,38.14242,-122.47301,2017-05-28T10:59:00Z,49,,1660,,,,,,,,
Fresno,5/28/2017,35.95911,-120.55579,2017-05-28T15:27:00Z,10,,1649,,,,,,,,
Kern,5/28/2017,35.59904,-119.08312,2017-05-28T16:16:00Z,15,,1626,,,,,,,,
San Luis Obispo,5/28/2017,35.4025,-120.4992,2017-05-28T15:30:00Z,40,,1598,,,,,,,,
Fresno,6/1/2017,36.269125,-120.620791,2017-06-01T15:38:00Z,10,,1538,,,,,,,,
Kern,5/29/2017,35.53456,-118.66733,2017-05-29T01:20:00Z,15,,1522,,,,,,,,
San Bernardino,5/29/2017,34.2976,-116.826,2017-05-29T15:31:00Z,36,,1503,,,,,,,,
Madera,5/31/2017,37.0825,-119.8011,2017-05-31T11:30:00Z,20,,1431,,,,,,,,
Kern,6/1/2017,35.543,-118.654,2017-06-01T16:12:00Z,15,,1350,,,,,,,,
Riverside,6/2/2017,34.00566,-117.30693,2017-06-02T18:55:00Z,33,,1350,,,,,,,,
Kern,6/3/2017,35.76,-118.406,2017-06-03T13:09:00Z,15,,1319,,,,,,,,
Sacramento,6/4/2017,38.5181,-121.104,2017-06-04T22:11:00Z,34,,1286,,,,,,,,
Kern,6/3/2017,35.38298,-118.80123,2017-06-03T12:09:00Z,15,,1200,,,,,,,,
San Diego,6/3/2017,33.402411,-117.402445,2017-06-03T15:39:00Z,37,,1088,,,,,,,,
Kern,6/4/2017,34.94373,-119.44751,2017-06-04T16:22:00Z,15,,1083,,,,,,,,
Riverside,6/4/2017,33.98212,-117.30819,2017-06-04T11:04:00Z,33,,1044,,,,,,,,
Madera,6/4/2017,37.21616,-119.48067,2017-06-04T16:12:00Z,20,,1035,,,,,,,,
Plumas,6/5/2017,39.75371,-120.1397,2017-06-05T13:17:00Z,32,,1020,,,,,,,,
San Diego,6/4/2017,33.34988,-117.39818,2017-06-04T16:48:00Z,37,,1000,,,,,,,,
Shasta,6/6/2017,40.98352,-121.81623,2017-06-06T12:43:00Z,45,,995,,,,,,,,
Fresno,6/6/2017,36.530836,-120.206592,2017-06-06T16:38:00Z,10,,976,,,,,,,,
Mendocino,6/5/2017,39.30125,-123.28825,2017-06-05T14:02:00Z,23,,900,,,,,,,,
Yuba,6/7/2017,39.1234,-121.32957,2017-06-07T11:55:00Z,58,,867,,,,,,,,
Riverside,6/7/2017,33.60247,-117.34192,2017-06-07T21:00:00Z,33,,866,,,,,,,,
Lassen,6/10/2017,39.888,-120.066,2017-06-10T12:17:00Z,18,,859,,,,,,,,
Los Angeles,6/9/2017,34.55607,-118.60703,2017-06-09T04:53:00Z,19,,800,,,,,,,,
San Luis Obispo,6/9/2017,35.7908,-120.77485,2017-06-09T16:15:00Z,40,,775,,,,,,,,
Los Angeles,6/10/2017,34.37443,-118.49343,2017-06-10T13:19:00Z,19,,760,,,,,,,,
Sierra,6/11/2017,39.439722,-120.027222,2017-06-11T17:15:00Z,46,,747,,,,,,,,
Tuolumne,6/11/2017,37.905545,-120.408135,2017-06-11T10:46:00Z,55,,690,,,,,,,,
Mariposa,6/11/2017,37.37397,-119.83556,2017-06-11T18:12:00Z,22,,680,,,,,,,,
San Bernardino,6/11/2017,34.14575,-117.17813,2017-06-11T22:45:00Z,36,,670,,,,,,,,
Mariposa,6/11/2017,37.3762,-119.9646,2017-06-11T18:49:00Z,22,,630,,,,,,,,
Modoc,6/13/2017,41.85763,-121.29581,2017-06-13T10:18:00Z,25,,562,,,,,,,,
Riverside,6/13/2017,33.95036,-116.88066,2017-06-13T17:00:00Z,33,,545,,,,,,,,
Lassen,6/13/2017,41.11989,-120.74968,2017-06-13T14:31:00Z,18,,530,,,,,,,,
Kern,6/13/2017,35.4605,-118.85896,2017-06-13T12:00:00Z,15,,506,,,,,,,,
San Diego,6/13/2017,33.3906,-117.32348,2017-06-13T12:47:00Z,37,,486,,,,,,,,
Siskiyou,6/13/2017,41.3975,-122.8428,2017-06-13T17:21:00Z,47,,469,,,,,,,,
San Luis Obispo,6/14/2017,35.40357,-120.28037,2017-06-14T11:44:00Z,40,,460,,,,,,,,
Fresno,6/15/2017,36.616986,-120.369347,2017-06-15T11:36:00Z,10,,450,,,,,,,,
Santa Barbara,6/15/2017,34.67403,-120.4393,2017-06-15T07:30:00Z,42,,444,,,,,,,,
Madera,6/15/2017,37.14624,-120.015509,2017-06-15T15:51:00Z,20,,429,,,,,,,,
El Dorado,6/17/2017,38.848,-120.287,2017-06-17T13:55:00Z,9,,426,,,,,,,,
Tulare,6/16/2017,36.22265,-119.06598,2017-06-16T09:27:00Z,54,,416,,,,,,,,
Modoc,6/16/2017,41.72163,-121.30451,2017-06-16T15:49:00Z,25,,410,,,,,,,,
San Diego,6/16/2017,32.84796,-116.85396,2017-06-16T14:51:00Z,37,,400,,,,,,,,
Fresno,6/18/2017,36.45491,-120.2445,2017-06-18T07:15:00Z,10,,400,,,,,,,,
Nevada,6/18/2017,39.34292,-121.12004,2017-06-18T14:04:00Z,29,,392,,,,,,,,
Santa Cruz,6/18/2017,37.18356,-122.07012,2017-06-18T12:28:00Z,44,,391,,,,,,,,
Modoc,6/18/2017,41.16716,-120.58342,2017-06-18T14:22:00Z,25,,380,,,,,,,,
Mono,6/18/2017,38.46111,-119.48284,2017-06-18T15:10:00Z,26,,370,,,,,,,,
Contra Costa,6/21/2017,38.02929,-122.25544,2017-06-21T14:45:00Z,7,,370,,,,,,,,
Fresno,6/18/2017,36.27306,-120.65185,2017-06-18T15:45:00Z,10,,357,,,,,,,,
San Luis Obispo,6/18/2017,35.42433,-120.47322,2017-06-18T16:03:00Z,40,,340,,,,,,,,
Tulare,6/19/2017,36.45809,-118.87676,2017-06-19T15:05:00Z,54,,339,,,,,,,,
Kern,6/19/2017,34.92907,-118.9267,2017-06-19T21:41:00Z,15,,338,,,,,,,,
San Bernardino,6/21/2017,34.08492,-117.03826,2017-06-21T18:02:00Z,36,,325,,,,,,,,
Del Norte,6/22/2017,41.478,-123.506,2017-06-22T09:49:00Z,8,,319,,,,,,,,
Riverside,6/24/2017,33.59257,-117.14979,2017-06-24T16:16:00Z,33,,300,,,,,,,,
Kern,6/23/2017,35.41283,-118.84466,2017-06-23T16:00:00Z,15,,288,,,,,,,,
San Bernardino,6/22/2017,34.16564,-117.33334,2017-06-22T11:10:00Z,36,,260,,,,,,,,
San Luis Obispo,6/22/2017,35.12269,-120.39387,2017-06-22T13:08:00Z,40,,245,,,,,,,,
Fresno,6/23/2017,36.24653,-120.31598,2017-06-23T22:32:00Z,10,,237,,,,,,,,
El Dorado,6/24/2017,38.538332,-121.039267,2017-06-24T11:15:00Z,9,,236,,,,,,,,
Contra Costa,6/25/2017,37.87808,-121.78677,2017-06-25T12:09:00Z,7,,231,,,,,,,,
Mariposa,6/25/2017,37.4591,-119.921,2017-06-25T17:00:00Z,22,,225,,,,,,,,
San Luis Obispo,6/26/2017,35.34541,-120.76464,2017-06-26T15:10:00Z,40,,225,,,,,,,,
San Luis Obispo,6/26/2017,35.21177,-119.87525,2017-06-26T15:27:00Z,40,,225,,,,,,,,
Kern,6/25/2017,35.59804,-118.47939,2017-06-25T12:47:00Z,15,,206,,,,,,,,
Riverside,6/26/2017,33.85323,-117.48195,2017-06-26T21:30:00Z,33,,205,,,,,,,,
Lake,6/26/2017,39.44543,-122.85194,2017-06-26T12:30:00Z,17,,200,,,,,,,,
Alameda,6/27/2017,37.72543,-121.90516,2017-06-27T15:22:00Z,1,,200,,,,,,,,
San Diego,6/27/2017,32.65003,-116.42907,2017-06-27T10:39:00Z,37,,200,,,,,,,,
Riverside,6/27/2017,33.689092,-117.396404,2017-06-27T07:39:00Z,33,,200,,,,,,,,
Tehama,6/27/2017,40.02261,-121.91425,2017-06-27T09:38:00Z,52,,194,,,,,,,,
Santa Barbara,6/28/2017,34.9465,-119.8036,2017-06-28T15:49:00Z,42,,190,,,,,,,,
Plumas,6/28/2017,39.9864,-120.89746,2017-06-28T13:50:00Z,32,,186,,,,,,,,
Fresno,6/28/2017,36.704679,-120.405077,2017-06-28T09:30:00Z,10,,186,,,,,,,,
Kern,6/28/2017,35.19008,-118.76152,2017-06-28T17:56:00Z,15,,183,,,,,,,,
Shasta,6/29/2017,40.47106,-122.43608,2017-06-29T13:56:00Z,45,,180,,,,,,,,
San Bernardino,6/29/2017,34.41204,-117.03031,2017-06-29T15:09:00Z,36,,170,,,,,,,,
Riverside,6/29/2017,33.87679,-117.00258,2017-06-29T20:44:00Z,33,,168,,,,,,,,
Sierra,6/29/2017,39.71101,-120.02325,2017-06-29T15:45:00Z,46,,168,,,,,,,,
Butte,6/30/2017,39.37192,-121.53865,2017-06-30T13:49:00Z,4,,166,,,,,,,,
Lassen,7/1/2017,40.80968,-120.48641,2017-07-01T00:48:00Z,18,,157,,,,,,,,
Madera,7/2/2017,37.12759,-120.0193,2017-07-02T13:04:00Z,20,,157,,,,,,,,
Siskiyou,7/2/2017,41.9808,-121.9741,2017-07-02T12:41:00Z,47,,155,,,,,,,,
Riverside,7/2/2017,33.98639,-117.21314,2017-07-02T13:36:00Z,33,,153,,,,,,,,
Butte,7/2/2017,39.74679,-121.67261,2017-07-02T13:43:00Z,4,,150,,,,,,,,
San Luis Obispo,7/2/2017,35.7751,-120.23656,2017-07-02T22:28:00Z,40,,150,,,,,,,,
San Luis Obispo,7/3/2017,35.6871,-120.3187,2017-07-03T15:14:00Z,40,,150,,,,,,,,
Madera,7/3/2017,36.90967,-119.79315,2017-07-03T13:34:00Z,20,,150,,,,,,,,
San Bernardino,7/4/2017,34.30104,-117.45646,2017-07-04T13:21:00Z,36,,150,,,,,,,,
Trinity,7/3/2017,40.46836,-123.51619,2017-07-03T19:31:00Z,53,,148,,,,,,,,
Mendocino,7/4/2017,39.02482,-123.1362,2017-07-04T13:15:00Z,23,,146,,,,,,,,
Butte,7/4/2017,40.07613,-121.56858,2017-07-04T13:21:00Z,4,,143,,,,,,,,
El Dorado,7/4/2017,38.559707,-120.70013,2017-07-04T14:45:00Z,9,,140,,,,,,,,
El Dorado,7/4/2017,38.5758,-120.915,2017-07-04T15:20:00Z,9,,136,,,,,,,,
Los Angeles,7/4/2017,34.792882,-118.851943,2017-07-04T15:45:00Z,19,,135,,,,,,,,
Tulare,7/4/2017,35.8556,-118.74542,2017-07-04T15:21:00Z,54,,135,,,,,,,,
Butte,7/5/2017,39.69717,-121.75417,2017-07-05T11:05:00Z,4,,134,,,,,,,,
Calaveras,7/4/2017,38.40234,-120.52953,2017-07-04T16:55:00Z,5,,130,,,,,,,,
San Diego,7/5/2017,32.6001,-116.76997,2017-07-05T16:56:00Z,37,,130,,,,,,,,
San Luis Obispo,7/5/2017,35.78286,-120.22647,2017-07-05T08:24:00Z,40,,130,,,,,,,,
Shasta,7/6/2017,40.69554,-122.0122,2017-07-06T12:41:00Z,45,,128,,,,,,,,
Fresno,7/6/2017,36.5355,-120.6585,2017-07-06T12:29:00Z,10,,126,,,,,,,,
Mariposa,7/5/2017,37.62823,-120.30046,2017-07-05T15:40:00Z,22,,125,,,,,,,,
Tuolumne,7/6/2017,37.90014,-120.36005,2017-07-06T13:00:00Z,55,,124,,,,,,,,
Riverside,7/6/2017,34.009026,-117.239099,2017-07-06T15:44:00Z,33,,122,,,,,,,,
San Luis Obispo,7/7/2017,35.31886,-120.50886,2017-07-07T09:18:00Z,40,,120,,,,,,,,
Riverside,7/7/2017,33.88287,-116.99651,2017-07-07T10:00:00Z,33,,120,,,,,,,,
Calaveras,7/7/2017,38.29113,-120.62177,2017-07-07T12:56:00Z,5,,117,,,,,,,,
Alameda,7/7/2017,37.7393,-121.85663,2017-07-07T14:52:00Z,1,,116,,,,,,,,
Napa,7/7/2017,38.49336,-122.2483,2017-07-07T15:45:00Z,28,,114,,,,,,,,
Fresno,7/8/2017,36.93332,-119.43376,2017-07-08T15:26:00Z,10,,111,,,,,,,,
Butte,7/8/2017,39.38416,-121.5786,2017-07-08T02:20:00Z,4,,111,,,,,,,,
San Luis Obispo,7/8/2017,35.3024,-120.65279,2017-07-08T11:00:00Z,40,,105,,,,,,,,
Riverside,7/7/2017,33.950382,-116.884446,2017-07-07T16:23:00Z,33,,105,,,,,,,,
Fresno,7/7/2017,36.36113,-120.32685,2017-07-07T15:50:00Z,10,,102,,,,,,,,
Santa Clara,7/8/2017,37.39801,-121.8179,2017-07-08T13:43:00Z,43,,101,,,,,,,,
San Diego,7/8/2017,32.64962,-116.37345,2017-07-08T18:30:00Z,37,,100,,,,,,,,
Lake,7/8/2017,39.0199,-122.57487,2017-07-08T18:30:00Z,17,,100,,,,,,,,
Solano,7/8/2017,38.43658,-121.97233,2017-07-08T16:38:00Z,48,,100,,,,,,,,
Santa Clara,7/8/2017,36.99092,-121.59899,2017-07-08T16:47:00Z,43,,100,,,,,,,,
Fresno,7/9/2017,36.09486,-120.52189,2017-07-09T15:10:00Z,10,,100,,,,,,,,
Santa Clara,7/10/2017,37.14653,-121.68165,2017-07-10T13:02:00Z,43,,100,,,,,,,,
San Bernardino,7/9/2017,34.19076,-117.26969,2017-07-09T13:49:00Z,36,,100,,,,,,,,
San Bernardino,7/8/2017,34.035344,-116.940661,2017-07-08T18:58:00Z,36,,99,,,,,,,,
Riverside,7/11/2017,33.57139,-116.8247,2017-07-11T14:15:00Z,33,,92,,,,,,,,
Fresno,7/11/2017,36.95104,-119.65621,2017-07-11T13:45:00Z,10,,91,,,,,,,,
Butte,7/10/2017,39.52499,-121.64897,2017-07-10T14:45:00Z,4,,91,,,,,,,,
Madera,7/10/2017,37.09773,-120.02027,2017-07-10T15:54:00Z,20,,90,,,,,,,,
Lake,7/11/2017,39.15016,-122.576,2017-07-11T16:51:00Z,17,,87,,,,,,,,
Ventura,7/12/2017,34.34949,-119.30918,2017-07-12T13:10:00Z,56,,86,,,,,,,,
Riverside,7/12/2017,117.337331,34.015742,2017-07-12T13:51:00Z,33,,85,,,,,,,,
Humboldt,7/12/2017,40.11794,-123.76099,2017-07-12T13:55:00Z,12,,85,,,,,,,,
San Bernardino,7/13/2017,34.20152,-117.14466,2017-07-13T15:23:00Z,36,,85,,,,,,,,
Santa Clara,7/12/2017,37.3344,-121.71752,2017-07-12T15:29:00Z,43,,85,,,,,,,,
Monterey,7/12/2017,35.86596,-120.64584,2017-07-12T16:15:00Z,27,,82,,,,,,,,
San Diego,7/13/2017,33.38613,-117.46709,2017-07-13T10:28:00Z,37,,81,,,,,,,,
El Dorado,7/13/2017,38.869036,-119.61865,2017-07-13T14:14:00Z,9,,80,,,,,,,,
Plumas,7/16/2017,40.13278,-120.9204,2017-07-16T14:51:00Z,32,,79,,,,,,,,
Tulare,7/16/2017,35.89423,-119.00334,2017-07-16T11:17:00Z,54,,79,,,,,,,,
Santa Clara,7/15/2017,36.96607,-121.55552,2017-07-15T18:10:00Z,43,,78,,,,,,,,
Tehama,7/16/2017,40.38944,-122.13088,2017-07-16T15:56:00Z,52,,78,,,,,,,,
Fresno,7/17/2017,36.8005,-119.35901,2017-07-17T13:15:00Z,10,,76,,,,,,,,
San Luis Obispo,7/17/2017,35.5956,-120.56068,2017-07-17T12:55:00Z,40,,74,,,,,,,,
El Dorado,7/17/2017,38.7803,-120.97111,2017-07-17T13:17:00Z,9,,74,,,,,,,,
San Bernardino,7/17/2017,34.07612,-117.06765,2017-07-17T12:37:00Z,36,,74,,,,,,,,
San Luis Obispo,7/17/2017,35.78616,-120.96514,2017-07-17T13:38:00Z,40,,73,,,,,,,,
Riverside,7/18/2017,33.75526,-117.25075,2017-07-18T11:45:00Z,33,,72,,,,,,,,
San Luis Obispo,7/17/2017,35.4403,-120.2913,2017-07-17T15:32:00Z,40,,70,,,,,,,,
Colusa,7/17/2017,39.01224,-122.20127,2017-07-17T14:55:00Z,6,,70,,,,,,,,
Santa Clara,7/17/2017,37.25014,-121.68562,2017-07-17T14:44:00Z,43,,70,,,,,,,,
Fresno,7/19/2017,36.60736,-120.5828,2017-07-19T14:00:00Z,10,,70,,,,,,,,
Fresno,7/18/2017,36.7279,-119.28241,2017-07-18T12:39:00Z,10,,69,,,,,,,,
Sacramento,7/18/2017,38.33707,-121.11113,2017-07-18T15:34:00Z,34,,68,,,,,,,,
Lassen,7/18/2017,40.03392,-120.1064,2017-07-18T15:50:00Z,18,,67,,,,,,,,
Stanislaus,7/18/2017,37.82934,-120.68992,2017-07-18T22:39:00Z,50,,65,,,,,,,,
Riverside,7/20/2017,33.81976,-117.18552,2017-07-20T19:16:00Z,33,,63,,,,,,,,
Mariposa,7/19/2017,37.36914,-120.0088,2017-07-19T17:30:00Z,22,,63,,,,,,,,
San Diego,7/22/2017,33.20988,-116.46989,2017-07-22T13:35:00Z,37,,62,,,,,,,,
Lake,7/20/2017,38.94599,-122.81135,2017-07-20T14:43:00Z,17,,62,,,,,,,,
Stanislaus,7/22/2017,37.64898,-120.4925,2017-07-22T15:49:00Z,50,,62,,,,,,,,
Tehama,7/21/2017,40.32063,-122.83208,2017-07-21T16:50:00Z,52,,60,,,,,,,,
